WorkerID|Name|Shift|LineID|JoinDate|HourlyWage|AttendancePct
WOR1157|Richard Moore|Night|LIN0002|05-03-2022|10136.7|38067.35
WOR1158|Jennifer Snyder|Night|LIN9999|12-09-2023|48839.0|40086.43
WOR1159|Kathleen Burnett|Night|LIN0008|22-04-2024|24794.55|36520.15
WOR1160|Robert Garrett|NIGHT|LIN0014|26/02/2022|21070.05|40486.98
WOR1161|Joshua Estrada|Evening|LIN0013|10/28/2023|24067.11|43971.48
WOR1162|Kathleen Roth|Night|LIN0015|08-02-2022|34461.11|34952.13
WOR1163|Steven Moore|Morning|LIN0013|29-06-2023|3604.15|
WOR1164|Kirsten Livingston|Night|LIN0005|03-02-2024|33729.93|32713.8
WOR1165|Linda Harvey|Morning|LIN0008|11/16/2024|10135.67|
WOR1166|Matthew Hobbs|Morning|LIN9999|09/13/2024|39080.31|22975.52
WOR1167|John Wyatt|Night|LIN0014|08/11/2023|34147.96|1884.81
WOR1168|Richard Johnson|Morning|LIN0020|05/02/2024|Ten Thousand|34144.74
WOR1169|Ryan Wilkerson|Night|LIN0008|08-04-2022|21425.41|21830.61
WOR1170|Patricia Williams|Morning|LIN0018|12/28/2022|24903.63|10687.44
WOR1171|Jonathan Russell|Evening|LIN0012|12/02/2024|14241.0|16769.95
WOR1172|Maria Clark|Morning|LIN0008|04/18/2024|3387.16|4527.73
WOR1173|Kaitlyn Clark|Night|LIN9999|09/25/2022|0|0
WOR1174|Jeanette Mann|Night|LIN0005|16-11-2023|31513.0|0
WOR1175|Thomas Vargas|Evening|LIN0020|30/01/2022|15646.5|17010.3
WOR1176|Tina Howard|evening|LIN0017|20-03-2024|17018.78|44213.45
WOR1177|Erin Thomas|Night|LIN0010|26-10-2022|38208.47|-4651.27
WOR1178|Jack Yates|Morning|LIN0007|05/08/2023|38978.39|44280.53
WOR1179|Julie Richard|Morning|LIN0015|2024-08-19|15625.4|6556.91
WOR1180|Stacey Scott|evening|LIN0019|05/25/2022|7054.7|
WOR1181|Dawn Murphy|Morning|LIN0017|12-03-2023|15259.49|36156.3
WOR1182|Amber Le|Night|LIN0008|12-11-2022|23126.44|1665.49
WOR1183|  Diane Martinez  |Night|LIN0016|2024-03-07|5833.44|20818.23
WOR1184|Ian Hunter|Morning|LIN0003|08-01-2023|29436.07|32241.38
WOR1185|Margaret Rogers|Morning|LIN0003|22/12/2023|13483.17|37714.56
WOR1186|  Beth Vasquez  |Evening|LIN0012|05/07/2024|17366.28|48904.7
WOR1187|Stacy Mullen|Morning|LIN0007|31/07/2024|30512.46|25594.84
WOR1188|Daniel Thompson|Evening|LIN0011|16-05-2022|41033.82|8087.83
WOR1189|Walter Fry|Morning|LIN0019|06/24/2023|35230.92|-2984.77
WOR1190|Maria Burgess|Evening|LIN9999|27-10-2023|35696.15|28765.91
WOR1191|  Heather Nash  |Evening|LIN0012|10/05/2024|48850.82|18992.85
INVALID_5|  Ariel Adams  |EVENING|LIN0004|23-02-2023|9257.31|1399.49
WOR1193|Thomas Williams|Evening|LIN0001|09-05-2024|45298.45|39314.41
WOR1194|Kevin Edwards|Morning|LIN0015|04/08/2022|14133.4|
WOR1195|  Theresa Hobbs  |Evening|LIN0004|23-09-2022|27566.6|42061.59
WOR1196|Paul Smith|Evening|LIN0016|2022-03-21|44249.0|48206.18
WOR1197|Brandi Castillo|Night|LIN0009|11/10/2022|27958.1|25392.63
WOR1198|Angela Brown|Night|LIN0011|26/11/2022|18347.05|
WOR1199|Randy Ellison|Evening|LIN0004|11/02/2023|22800.85|38433.76
WOR1200|Katelyn Gordon|MORNING|LIN0019|2023-10-07|36463.12|0
WOR1201|Jennifer Keller|Morning|LIN0003|09/06/2022|24324.93|Twenty Five Thousand
WOR1202|Scott Lewis|Morning|LIN0016|05/01/2024|33861.95|6560.89
WOR1203|Emily Lewis|Morning|LIN0012|2023-05-20|47741.67|41306.17
WOR1204|Sean English|Evening|LIN0017|15/04/2023|48178.33|24204.6
WOR1205|Kathryn Walton|Morning|LIN9999|09-07-2022|22603.11|49222.55
WOR1206|  Jason Harrell  |Night|LIN0016|21/01/2024|33499.95|18694.92
WOR1207|Crystal Long|Evening|LIN0010|07/11/2022|36060.44|11210.61
WOR1208|Maria Flores|Evening|LIN0020|03/01/2024|44373.23|36520.81
WOR1209|Mark Smith|Evening|LIN0014|09/09/2023|23707.7|34477.68
WOR1210|Kevin Rocha|Morning|LIN0013|09-05-2022|11048.12|8648.15
WOR1211|Allen Mayer|Evening|LIN0011|01/12/2022|20366.22|29238.15
WOR1212|Samantha Evans|Night|LIN0009|2024-12-25||19050.65
WOR1213|Courtney Gonzalez|Night|LIN0014|03/01/2022|34927.59|39189.35
WOR1214|William Holder|Evening|LIN0003|29/05/2023|43755.83|26232.6
WOR1215|  Patrick Mason  |Night|LIN0002|2022-03-22|29005.94|7053.56
WOR1216|Donna Carlson|Morning|LIN0016|09/29/2022|40268.2|37643.05
WOR1217|Jason Steele|Evening|LIN0011|2024-07-07|41397.04|7723.57
WOR1218|Lisa Reed|Morning|LIN0008|29/03/2023|32419.08|44826.08
WOR1219|Derrick Marshall|Evening|LIN0008|2024-09-04|4637.77|41680.39
WOR1220|Michael Lee|Morning|LIN0003|2022-06-13|0|3018.91
WOR1221|Craig Taylor|Morning|LIN0020|09/01/2024|34357.29|201.83
WOR1222|Russell Vaughn|Morning|LIN0007|2023-05-11|35363.16|30700.02
WOR1223|Carrie Diaz|Night|LIN0014|09/14/2024|17219.0|Five Hundred
WOR1224|Brian Johnson|Morning|LIN0015|2023-05-20|20836.57|24897.58
WOR1225|Joseph Lawrence|Morning|LIN0015|05/02/2023|33159.5|
WOR1226|Natalie Anderson|Night|LIN0002|05/26/2024|0|6329.01
WOR1227|Kelly Wright|Night|LIN0017|2024-04-14|8751.79|13843.83
WOR1228|Sandra Richmond|Night|LIN0017|30/11/2024|44505.27|32922.81
WOR1229|  Carlos Reid  |Evening|LIN0007|16-11-2022|2708.46|2132.59
WOR1230|Barbara Johnson|Night|LIN0018|03/05/2022|11375.44|13285.17
WOR1231|Eric Lynch|Night|LIN0008|07/12/2022|0|41009.6
WOR1232|Mark Johnson|Morning|LIN0012|01/27/2024|45310.43|Twenty Five Thousand
WOR1233|Brian Booth|Morning|LIN0008|07/21/2023|Twenty Five Thousand|24061.53
WOR1234|Brandy White|Morning|LIN0012|2024-11-08|28412.75|49198.89
WOR1235|Margaret Gonzalez|Night|LIN0018|2022-07-06||27431.14
WOR1236|Jessica Hansen|Evening|LIN0007|13/07/2024|40956.85|47460.68
WOR1237|Gary Chapman|Morning|LIN0009|12/26/2024|2630.34|27443.07
WOR1238|Samantha Solomon|Morning|LIN0008|27-05-2024|24507.74|37627.52
WOR1239|Robert Bell|Evening|LIN9999|2023-10-31|0|32829.41
WOR1240|Kevin Hines|Morning|LIN0015|22/08/2024|11657.81|30272.92
WOR1227|Beth Moore|Morning|LIN0015|11/29/2023|41317.64|25236.04
WOR1242|Melissa Newton|Morning|LIN0018|05/02/2023|30253.21|
WOR1243|Crystal Martin|Night|LIN0006|19/04/2023|13128.01|30895.08
WOR1244|  Brian Norris  |Morning|LIN0019|04-05-2022|14617.16|20351.96
WOR1245|Colleen Williams|Morning|LIN0001|2023-10-15|31575.52|26607.21
WOR1246|Kelly Strong|Morning|LIN0010|27/11/2023|5148.47|5771.83
WOR1247|Tony Bailey|Morning|LIN0010|09/12/2024|Twenty Five Thousand|2595.64
WOR1248|Nicole Ball|Evening|LIN0020|01/21/2022|20356.06|8814.97
WOR1249|Eric Cervantes|Morning|LIN0002|2024-02-21|2301.34|10930.0
WOR1250|Janet Schneider|evening|LIN0007|16/08/2023|20231.03|47796.77
WOR1251|Julia Kemp|Evening|LIN0019|03/02/2022|11439.56|36072.79
WOR1252|Rodney Turner|Morning|LIN0004|17/02/2024|16374.5|20507.99
WOR1253|Alexis Newman|Evening|LIN0009|28-08-2024|11834.53|18747.85
WOR0365|Casey Mitchell|Morning|LIN0010|18/01/2024|36086.14|23352.69
WOR1255|Kevin Lopez|Night|LIN0018|2022-12-26|45932.77|46632.93
WOR1256|Damon Wolf|Night|LIN0001|10/09/2023|20627.62|44737.33
WOR1257|  Natasha Jackson  |Morning|LIN0017|05/28/2023|5687.25|8165.87
WOR1258|Vickie Moore|Morning|LIN0018|27-11-2022|1178.28|37433.63
WOR1259|David Benitez|Morning|LIN0014|24-07-2023|-2771.54|26752.11
WOR1260|John Rodriguez|Morning|LIN0008|11-11-2024|36924.39|Twenty Five Thousand
INVALID_32|Tanya Reeves|Evening|LIN0014|16/09/2022|1882.27|Five Hundred
WOR1262|Michelle Benson|Morning|LIN0018|14-07-2023|39578.23|21653.73
WOR1263|April Harvey|Night|LIN0011|30-10-2023|15469.56|48437.06
WOR1264|Brenda Riley|Morning|LIN0005|06-12-2022|47135.65|37749.62
WOR1265|Nicholas Phillips|Night|LIN0004|03/24/2024|36302.24|
WOR1266|Christopher Morris|Night|LIN0014|04/12/2023|34593.91|48496.06
WOR1267|Thomas Hart|Evening|LIN0002|2023-08-13|17539.74|29591.29
WOR1268|  Timothy Miller  |Evening|LIN0001|03/08/2024||17437.25
WOR1269|Kyle Gray|Night|LIN0014|09/07/2024|4383.7|30531.34
WOR1270|William Lee|Evening|LIN0013|17/11/2024|42638.19|10443.41
WOR1271|Susan Griffith|Morning|LIN0009|03-12-2024|24204.28|16427.29
WOR1272|Daniel Chavez|Morning|LIN0002|2023-01-13|39337.68|4461.08
INVALID_75|Andrew Schwartz|Evening|LIN0013|15/12/2022|39777.66|16862.2
WOR0229|Elizabeth Estrada|Night|LIN0013|2024-05-18|49326.93|35301.48
WOR1275|Manuel Bonilla|Evening|LIN0020|06/21/2024|37565.03|42866.79
WOR1276|Timothy Petty|Morning|LIN0011|2023-10-02|19409.28|30420.17
WOR1277|Melissa Nichols|Night|LIN0008|05/12/2022|4578.45|40288.39
WOR1278|Meredith Richmond|Night|LIN0019|14-12-2022|25077.6|17241.1
WOR1279|Paula Williams|Morning|LIN0018|06-06-2024|49686.06|0
WOR1280|Zachary Christensen|Night|LIN0009|08/11/2022|42362.17|21654.03
WOR1281|Michelle Thompson|Morning|LIN0020|2022-05-28|31664.79|33763.26
WOR1282|Ricky Yoder|Morning|LIN0003|18-01-2022|1289.62|9631.95
WOR1283|Sandra Armstrong|Morning|LIN0019|04-11-2023|41418.49|20243.81
INVALID_15|Ronald Ashley|Evening|LIN0003|29/11/2023|28942.07|47781.95
WOR1285|  James Marsh  |Morning|LIN0004|2022-07-19|48069.71|17487.97
WOR1286|Claudia Castillo|Evening|LIN0004|01-07-2022|41967.44|20279.86
WOR1287|Paul Williams|Morning|LIN0007|2023-03-01|17107.67|15173.98
WOR1288|Angelica Floyd|Evening|LIN0016|19-06-2022|40473.38|33597.63
WOR1289|Matthew Perkins|Evening|LIN0018|19-10-2023|32639.78|37043.23
WOR1290|Cindy Berry|Evening|LIN0003|03-10-2022|15491.43|35433.21
WOR1291|  Jeffery Davis  |Morning|LIN9999|16/09/2024|20109.21|41640.49
WOR1292|Micheal Ramos|Night|LIN0004|01-10-2022|22332.32|
INVALID_67|Joseph Huffman|Night|LIN0010|09/19/2022|15680.22|39010.8
WOR1294|  Charles Cameron  |morning|LIN0014|05/22/2023|43482.94|17246.6
WOR1295|Sharon Boyd|Evening|LIN0016|2022-04-18|26912.07|20375.49
WOR1296|Gilbert Schwartz|Morning|LIN0002|2023-09-13|8604.05|39875.07
WOR1297|Christopher Dominguez|Evening|LIN0006|23/12/2023|2970.74|36094.52
WOR1298|Kathryn Berg|Morning|LIN0010|04/11/2023|36688.68|38165.37
WOR1299|Duane Ross|Evening|LIN0014|26-11-2023|40829.44|14713.33
WOR1300|Michael King|Morning|LIN0002|02/19/2023|22538.59|23995.86
WOR1301|Tom Cannon|Evening|LIN0013|04/18/2024|12924.03|
WOR1302|Richard Diaz|Evening|LIN0003|16-05-2022|1686.64|
WOR1303|Deborah Jackson|Evening|LIN0009|08/20/2024|29269.56|40165.51
WOR1304|  Catherine Solomon  |Morning|LIN0018|2022-06-26|37579.67|23764.93
WOR1305|Kyle Thompson|Morning|LIN0003|2024-02-05|7327.21|39817.86
WOR1306|David Myers|Night|LIN0001|2022-01-05|12550.95|34084.96
WOR1307|Dana Adkins|Morning|LIN0011|03/09/2024|9803.66|18421.23
WOR1308|Richard Brown|Evening|LIN0009|2022-05-09|13905.37|-2290.82
WOR1309|Katherine Howard|EVENING|LIN0013|2022-11-17|18913.47|49792.38
WOR1310|Kara Stewart|Night|LIN0006|2024-12-21|29859.58|5045.42
WOR0290|Joan Coleman|Night|LIN0020|26/05/2022|30960.98|17176.15
WOR1312|Julie Bradley|Evening|LIN0017|02/24/2022|27601.48|22268.71
WOR1313|Guy Harrell|Morning|LIN0002|2023-02-12|35657.23|20704.31
WOR1314|Andrea Marsh|Morning|LIN0004|04-07-2024|18919.57|29388.12
WOR1315|Kevin Zavala|Evening|LIN0005|10-01-2022|40632.77|40690.84
WOR1316|James Small|EVENING|LIN0018|15-08-2022|42339.75|1767.34
WOR1317|Melissa Santiago|Night|LIN0005|15/09/2023|-2403.43|Ten Thousand
WOR1318|Victor Oliver|Evening|LIN0003|25-10-2024|12871.0|18085.74
WOR1319|Christopher Phillips|Night|LIN0013|2023-03-08|26460.66|11292.11
WOR1320|  Anthony Moran  |Evening|LIN0002|20/11/2023|43666.36|23194.34
INVALID_78|Robin Navarro|Night|LIN0003|06/19/2024|Five Hundred|26457.37
WOR1322|Olivia Johnson|Morning|LIN0011|2024-11-26|10319.49|27172.8
WOR1323|Nicholas Barnett|Night|LIN0006|03-01-2023||24306.12
WOR1324|James Rodriguez|NIGHT|LIN0015|2023-03-04|25245.84|19132.34
WOR1325|Michael Martinez|Morning|LIN0009|2024-04-15|41366.37|8162.07
WOR1326|Anita Walters|Night|LIN0015|12/01/2024|48677.05|47283.33
WOR1327|Mark Frank|Morning|LIN0013|13-11-2023|45909.48|14576.96
WOR1328|Rebekah Escobar|Evening|LIN0002|10-05-2022|37083.13|30905.22
WOR1329|Maria Bell|Evening|LIN0014|18/09/2024|2796.64|31448.71
WOR1330|Madeline Lewis|Night|LIN0009|12/28/2023|38795.1|31477.04
WOR1331|Nathaniel Harvey|Evening|LIN0015|30-01-2024|35445.95|38164.35
WOR1332|Caleb Ramirez|Morning|LIN0012|09/06/2023|19851.42|37237.68
WOR1333|Kevin Anderson|Morning|LIN0007|05-02-2024|36507.11|2996.45
WOR1334|Joshua Brown|Evening|LIN0005|09/09/2024|32884.24|4267.01
WOR1335|Rachael Clark|Night|LIN0011|26-11-2024|32565.16|12169.23
WOR1336|Brian Hamilton|EVENING|LIN0013|2023-05-29|38990.72|27751.68
WOR1337|Megan Miller|Evening|LIN0010|07/07/2024|39129.66|22626.93
WOR1338|Brian Lopez|Morning|LIN0015|20/05/2023|43705.81|36540.95
WOR1339|Jennifer Jones|Night|LIN0020|2023-01-29|25316.85|23233.34
WOR1340|Peter Stephens|Night|LIN0014|19-10-2024|30140.93|1636.31
WOR0490|Benjamin Taylor|Night|LIN0012|03/04/2023|2867.7|9142.77
WOR1342|Marcus Wolf|Evening|LIN0008|19/09/2023|27467.16|35932.89
WOR1343|  Kimberly Jones  |Evening|LIN0006|11-11-2024|9729.38|
WOR1344|Justin Beck|Evening|LIN0019|09-05-2024|19786.79|15854.79
WOR1345|Karla Robinson|Evening|LIN0003|11/07/2023|40419.46|
WOR1346|  Donald Soto  |Night|LIN0006|22/06/2023|46914.91|24799.69
WOR1347|Eric Huff|Morning|LIN0015|16-07-2024|46063.63|
WOR1348|Michael Ramirez|Morning|LIN0020|10/09/2022|16784.82|22242.74
WOR1349|Kayla Fisher|MORNING|LIN0015|08-04-2022|6320.23|21507.26
WOR1350|Vicki Wang|Night|LIN0004|11/04/2022|47380.44|15117.47
INVALID_23|Sharon Wang|evening|LIN0004|09/16/2023|36604.57|13853.99
WOR1352|Jacob Ford|Morning|LIN0018|01/07/2022|41775.56|19834.23
WOR1353|Susan Arnold|Morning|LIN0004|04/23/2024|5028.48|28031.2
WOR1354|Sally Wall|Night|LIN0008|2024-11-18|34845.48|44520.66
WOR1355|Kerry Park|Evening|LIN0017|02/08/2024|8208.29|46193.44
WOR1356|Melissa Jackson|Night|LIN0006|20/06/2023|3380.28|16161.23
WOR0605|Sean Reyes|Night|LIN0020|04-09-2022|34513.37|10302.96
WOR1358|Latoya Mendez|Morning|LIN0009|02/08/2022|47229.47|16611.37
WOR1359|Gabriel Thompson|Evening|LIN0019|09/09/2023|23158.39|6060.39
WOR1360|David Jones|Night|LIN0004|09-02-2023|47988.24|22617.88
WOR1361|Mark Perez|Evening|LIN0017|2023-12-06|41085.17|46350.11
WOR1362|Laura Patton|Evening|LIN0006|2023-07-11|0|8085.97
WOR1363|Seth Davis|Morning|LIN0014|09/08/2024|23070.69|13994.31
WOR1364|Tammy Phillips|Morning|LIN0005|2024-06-11|46129.79|26692.09
WOR1365|Justin Huang|Evening|LIN9999|09/08/2023|42976.49|32703.67
WOR1366|Robert Moore|Night|LIN0010|04-04-2023|22173.2|10030.55
WOR1367|Lonnie Reyes|Night|LIN0005|11/06/2024|47836.22|1067.03
WOR1368|Mike Simmons|Evening|LIN0020|17-01-2022|26051.3|45202.34
WOR1369|Lisa Williams|Night|LIN0005|10/19/2023|22398.44|9228.48
WOR1370|Melissa Baker|Night|LIN0008|10/05/2022|1637.46|20599.35
WOR1371|Steven Robinson|Evening|LIN0007|25-05-2023|7897.34|8086.1
WOR1372|Ricardo Lewis|Night|LIN0019|2022-07-08|28061.48|30017.88
WOR1373|Jason Chapman|Night|LIN0009|08-04-2024|Twenty Five Thousand|22627.83
WOR1374|  Brendan Cross  |Night|LIN0003|2023-01-24|15694.16|-4427.92
WOR1375|Daniel Valdez|Night|LIN0013|16-12-2023|47326.53|27284.86
WOR1376|Miranda Thompson|Night|LIN9999|2023-01-06|46608.71|
WOR1377|Steven Avila|Evening|LIN0012|20-02-2022|16543.41|35813.48
WOR1378|Colleen Black|Evening|LIN0011|15/08/2022||41534.31
WOR1379|Ashley Burton|Night|LIN0007|05/03/2024|7660.56|24780.63
WOR1380|Megan Rodriguez|Night|LIN0017|30-01-2024|47532.36|23563.99
WOR1381|Jennifer Baird|EVENING|LIN0017|19-11-2022|47796.15|1450.76
WOR1382|Alexandra Cruz|Night|LIN0003|13/09/2024|-1324.0|8808.46
WOR1383|Alexandra Booker|Night|LIN0005|03-02-2024|38951.56|
WOR1384|Joshua Liu|Morning|LIN0001|11/15/2024|45622.65|32356.26
WOR0542|Tommy Oconnor|Morning|LIN0005|02/09/2024|21171.08|43652.52
WOR1386|Christopher Kim|Morning|LIN0020|01/23/2024|12005.65|29135.19
WOR1387|Christopher King|Morning|LIN0007|05/07/2024|39054.58|3893.47
WOR1388|Rebecca Martinez|Night|LIN0010|2022-08-13|1609.77|8882.18
WOR1389|Susan Roberts|Night|LIN0018|27-11-2022|29610.96|Ten Thousand
WOR1390|Benjamin Wilson|Evening|LIN0018|02/02/2022|46245.09|13371.02
WOR1391|Debra Hudson|Evening|LIN0005|07/14/2022|45394.02|16279.33
WOR1392|James Ray|Evening|LIN0010|07/13/2022|25931.35|31905.88
WOR1393|Heather Cisneros|Night|LIN0001|16/03/2024|19663.92|10049.14
WOR1394|  Craig Smith  |evening|LIN0013|12/22/2024|49527.78|31979.43
WOR1395|Margaret Johnson|Night|LIN0001|02-06-2022|Five Hundred|5984.32
WOR1396|Tiffany Serrano|Night|LIN0014|11/19/2022|7751.74|41132.8
WOR1397|Monica Hansen|Evening|LIN0003|11-10-2022|42060.87|20631.4
WOR1398|  Patrick Bennett  |Night|LIN0004|06-01-2023|45591.28|48644.38
WOR1399|Jeffrey Torres|Night|LIN0020|05/02/2022|-405.35|32127.38
WOR1400|John Beard|Morning|LIN0003|08-10-2022|35406.35|27527.12
WOR0966|Morgan Aguilar|Morning|LIN0020|2023-06-19|34127.43|9625.77
WOR1402|Elizabeth Whitehead|Evening|LIN0008|06-09-2023||34737.54
WOR1403|Dana Francis|EVENING|LIN0005|05/22/2022|14777.05|41711.08
WOR1404|Hannah Martin|Night|LIN0010|2024-10-02|34175.69|29875.32
WOR1405|Walter Mitchell|EVENING|LIN0019|13/07/2024|Five Hundred|18866.34
WOR1406|Timothy Rodriguez|Evening|LIN0006|2022-12-16||37085.39
WOR1407|Jennifer Archer|Night|LIN0004|31-08-2023|28447.57|39433.07
WOR1408|Randy Green|Morning|LIN0008|12/20/2024|37626.37|3707.33
WOR1409|Craig Hanson|Morning|LIN0015|2023-02-08|-3331.65|29774.75
WOR1410|Crystal Paul|Night|LIN9999|2022-06-17|44974.66|47153.98
WOR1411|Michelle Hernandez|Morning|LIN0016|01/25/2022|26174.32|44594.01
WOR1412|Elizabeth Morrison|Morning|LIN0018|2022-05-15|30917.48|48541.43
WOR1413|April Diaz|Night|LIN0004|01/14/2022|41090.17|0
WOR1414|Jimmy Beltran|Evening|LIN0014|16-02-2022|18503.5|26872.2
WOR1415|  Joseph Woods  |Night|LIN0020|22-06-2023||Five Hundred
WOR1416|Arthur Ramsey|Night|LIN0003|04/29/2022|41836.39|24473.47
WOR1417|Amanda Rogers|Night|LIN0006|05/04/2023|13244.42|Twenty Five Thousand
WOR1418|Christopher Perry|Night|LIN0016|02/07/2024|44162.86|3408.53
WOR1419|  Kevin Mitchell  |Night|LIN0003|09/16/2023|0|
WOR1420|Joseph Williams|Evening|LIN0007|12/12/2023|35367.68|49051.87
WOR1421|  David Gross  |Morning|LIN0009|2024-04-12|43436.08|
INVALID_71|Emily Smith|Night|LIN0001|23/11/2024|32070.68|
WOR1423|  Shannon Pope  |Evening|LIN0016|24/07/2024|27020.91|11563.79
WOR1424|Tamara Carpenter|Evening|LIN0008|12-05-2022|2706.67|3050.09
WOR1425|Amanda Reyes|Morning|LIN0019|2024-11-15|33180.1|12161.81
WOR1426|Emily Jackson|Morning|LIN0015|11-04-2024|40150.17|1460.85
WOR1427|Ronald Campbell|Morning|LIN0003|13-06-2023|22880.8|33333.29
WOR1428|Jillian Proctor|Evening|LIN0018|09/05/2022||7981.6
WOR1429|Laura Livingston|Evening|LIN0011|07-09-2024|Five Hundred|43629.11
WOR1430|James Baker|Morning|LIN0020|2022-10-29|26505.49|
WOR1431|Luis Hester|Night|LIN0013|2024-08-03|17910.05|38922.05
WOR1432|Heather Caldwell|Night|LIN0017|2024-03-28|15168.04|48691.67
WOR1433|Kristin Landry|Evening|LIN0013|16-10-2024|8409.11|13125.51
WOR1401|Rachel Jones|Morning|LIN0003|11/01/2024|1018.49|8055.87
WOR1435|John Simmons|Morning|LIN9999|06/08/2024|31657.08|23110.04
WOR1436|Todd Blake|Night|LIN0014|11/08/2023|49712.98|47787.61
WOR0054|  Sheila Rich  |evening|LIN0020|2022-06-16|42382.62|26831.3
WOR1438|Cynthia Ellison|night|LIN0008|2022-09-09|24400.03|34367.31
WOR1439|Justin Diaz|Night|LIN0018|06/14/2022|37875.27|39341.28
WOR1440|Anthony Smith|Evening|LIN0003|2024-03-28|33570.4|5592.74
WOR1441|Paul Dawson|Night|LIN0001|10/21/2024|34471.76|15002.78
INVALID_62|Michael Oliver|Evening|LIN0001|12/19/2022|27192.64|Five Hundred
WOR1204|  Donna Francis  |Night|LIN0009|21-10-2024|37233.43|Five Hundred
INVALID_42|Lawrence Reynolds|Morning|LIN0013|28-06-2023|36820.79|Five Hundred
WOR1445|  Laura Rich  |Morning|LIN0011|01/11/2024|7763.5|8923.54
WOR1446|Tiffany Lee|Night|LIN0006|21/11/2024|19418.49|14545.19
WOR1447|Kimberly Adams|Night|LIN0020|2024-02-19|31225.09|7513.15
WOR1448|Brandon Robinson|Morning|LIN0006|2022-10-26|24077.45|5404.94
WOR1449|William Hoffman|Morning|LIN0010|2023-01-12|17414.13|-3099.65
WOR1450|Joshua Wilson|Evening|LIN0020|30-05-2022|28731.57|21307.61
WOR1451|Julie Robinson|Morning|LIN0020|14/01/2024|10535.07|1367.34
WOR1452|Kristin Parks|Evening|LIN0015|20-06-2022|2631.14|38660.0
WOR1453|Anthony Hunter|Evening|LIN0014|2023-05-30|12794.84|11269.2
WOR1454|Joanne Perez|MORNING|LIN0005|2024-02-04|6108.17|11528.02
WOR1455|Wendy Jennings|Morning|LIN0016|02/04/2024|12432.58|34971.56
WOR1456|Marco Harris|Night|LIN0004|2022-12-04|10540.52|42001.49
WOR1457|  Michael Coleman  |Night|LIN0007|2024-09-05|14547.22|6423.64
WOR1458|Charles Foster|Evening|LIN0017|2024-04-18|41695.78|18089.68
WOR1459|Natalie Jones|Evening|LIN0007|03/10/2024|21243.63|7729.6
WOR1460|Thomas Lee|Night|LIN0019|23/12/2022|34366.54|39733.71
WOR1461|Taylor Evans|Morning|LIN0015|04/04/2022|2186.7|41621.67
WOR0244|Joseph Barrett|Night|LIN0004|13/04/2024|47589.42|30746.19
WOR1463|Steven Prince|Evening|LIN0001|2024-08-15|10970.31|20628.6
WOR1464|Kelli Mcconnell|Evening|LIN0003|2022-05-31|48802.73|13604.33
WOR1465|Arthur Newman|Evening|LIN9999|24-03-2024|35792.48|10133.95
WOR1466|David Rodriguez|Night|LIN0007|2024-09-09|0|19264.27
WOR1467|Nicole Marshall|Morning|LIN0010|03/06/2023|45546.92|42075.22
WOR1468|Daniel Ryan|Evening|LIN0002|07/06/2024|9846.27|36350.19
WOR1469|Nicole Edwards|Morning|LIN9999|2022-07-11|0|9047.94
WOR1470|Philip Tapia|Evening|LIN0004|2024-11-04|26436.49|3940.21
WOR1039|  Diana Cox  |Night|LIN0009|2024-09-21|1300.35|
WOR1472|Matthew Rodriguez|Evening|LIN0015|31-03-2023|32956.49|49470.07
WOR1473|Amy Barker|Night|LIN0012|2024-10-18|Twenty Five Thousand|2405.0
WOR1474|James Howard|Night|LIN0010|04/08/2024|42563.06|18614.77
WOR1475|Lisa Brooks|Night|LIN0013|04/03/2024|18821.09|18941.58
WOR1476|  Pedro Mooney  |Night|LIN0001|17/04/2022|16247.89|30541.32
WOR1477|Charles Gonzalez|Evening|LIN0006|13/02/2023|44160.96|49603.1
WOR1478|Anne Archer|Evening|LIN0003|24-10-2024|7838.88|5404.43
WOR1479|Amy Stephens|Morning|LIN0003|04/20/2024|30745.78|46806.51
WOR1480|Nicholas Jennings|Evening|LIN0002|01/26/2023|31731.82|37852.98
WOR1481|Richard Rodriguez|Evening|LIN0015|02-06-2024|5184.66|-4661.99
WOR1482|Jillian Gentry|Evening|LIN0006|03-08-2023|10622.92|42311.89
WOR1483|Sarah Lopez|Morning|LIN0002|16-09-2023|49523.98|48446.65
WOR1484|Richard Stout|Evening|LIN0010|17-12-2023|2905.28|7503.85
WOR1485|Sarah Jones|Evening|LIN0010|08/08/2023|43692.76|29856.29
WOR1486|  Betty Morris  |Morning|LIN0010|2024-12-08|44463.89|
WOR1487|Jeffrey Murray|Evening|LIN0011|27/11/2022|6855.95|-2121.51
WOR1488|Michelle Brooks|Night|LIN0014|10-03-2022||48468.78
WOR1489|Nicole Bailey|Evening|LIN0018|13/12/2024|5382.46|23911.26
WOR1490|  Frank Smith  |Morning|LIN0018|06/21/2023|28139.1|21081.02
WOR1491|Susan Branch|Night|LIN0016|2024-02-25|34528.27|3681.61
WOR1492|Marie Coffey|Morning|LIN0017|2024-11-02|0|7418.43
WOR1493|Destiny Tapia|Evening|LIN0011|12-07-2024|15926.89|22794.91
WOR1494|Karina Leach|Night|LIN0008|22/09/2024||6532.65
WOR1495|Shelby Lopez|Night|LIN0002|17/06/2022|0|37767.44
WOR1496|Daniel Singleton|Morning|LIN0010|2024-01-08|-2626.82|12535.44
WOR1497|Jessica Rivera|Morning|LIN0001|05-05-2023|47654.42|12643.47
