DoctorID,Name,Specialization,HospitalID
DOC1297,Song,Pediatrics,HOS0019
DOC1298,Tonight,Orthopedics,HOS0009
DOC1299,Box,Pediatrics,HOS0006
DOC1300,Street,Neurology,HOS0010
DOC1301,Try,Oncology,HOS0019
DOC1302,Partner,orthopedics,HOS0017
DOC1303,Five,Cardiology,HOS0018
DOC1304,Television,Cardiology,HOS0001
DOC1305,Condition,Oncology,HOS0007
DOC1306,Money,General Medicine,HOS0004
DOC1307,Interest,Oncology,HOS0013
DOC1308,When,Neurology,HOS0005
DOC1309,Card,Neurology,HOS0014
DOC1310,Stage,Pediatrics,HOS0001
DOC0782,Bag,Pediatrics,HOS0005
DOC1312,Suggest,Pediatrics,HOS0008
DOC1313,Campaign,Pediatrics,HOS9999
DOC1314,We,Pediatrics,HOS0013
DOC1315,Level,Orthopedics,HOS0003
DOC1316,Else,Neurology,HOS0008
DOC1317,Beyond,Neurology,HOS0010
DOC1318,Computer,Cardiology,HOS0011
DOC1319,Near,Neurology,HOS0011
DOC1320,After,Oncology,HOS9999
DOC0337,Tell,Oncology,HOS0009
DOC1322,Short,Neurology,HOS0017
DOC1323,Popular,Oncology,HOS0008
DOC1324,Few,Oncology,HOS0012
DOC1325,Baby,Pediatrics,HOS0005
DOC1326,Other,Pediatrics,HOS0004
DOC1327,Born,Cardiology,HOS9999
DOC1328,Better,Neurology,HOS0006
DOC1329,Mention,Pediatrics,HOS0018
DOC1330,Similar,Pediatrics,HOS0018
DOC1331,Tend,General Medicine,HOS0008
DOC1332,Themselves,Cardiology,HOS0016
DOC1333,Computer,Neurology,HOS0009
DOC1334,Here,NEUROLOGY,HOS0016
DOC1335,Floor,Oncology,HOS0005
DOC1336,Decision,General Medicine,HOS0015
DOC1337,Character,Orthopedics,HOS0015
DOC1338,Care,Neurology,HOS0020
DOC1339,Store,Neurology,HOS0006
DOC1340,Foot,Oncology,HOS0005
DOC1341,Eat,Orthopedics,HOS9999
DOC1342,Difficult,Neurology,HOS0015
DOC1343,Candidate,cardiology,HOS0015
DOC1344,Company,Orthopedics,HOS0015
DOC1345,Career,Oncology,HOS0014
DOC1346,About,Cardiology,HOS0013
DOC1347,Run,Cardiology,HOS0016
DOC1348,Fight,Neurology,HOS0019
DOC1349,Once,Oncology,HOS0016
DOC1350,Professor,Orthopedics,HOS0008
DOC1351,Follow,Pediatrics,HOS0007
DOC1352,Weight,Orthopedics,HOS0014
DOC1353,Should,Oncology,HOS0019
DOC1354,Create,Oncology,HOS0017
DOC1355,Ago,Cardiology,HOS0006
DOC1356,Check,Pediatrics,HOS0005
DOC1357,Result,Pediatrics,HOS0009
DOC1358,Various,Pediatrics,HOS0016
DOC1359,Trouble,Neurology,HOS0002
DOC1360,Break,Oncology,HOS0004
DOC1361,Economic,Oncology,HOS0005
DOC0369,During,Cardiology,HOS0019
DOC1363,Myself,Oncology,HOS0018
DOC1364,He,General Medicine,HOS0015
DOC1365,Finish,Orthopedics,HOS0009
DOC1366,Role,pediatrics,HOS0007
DOC1367,Remain,Pediatrics,HOS0004
DOC1368,Grow,Orthopedics,HOS0018
DOC1369,Now,Orthopedics,HOS0019
DOC1370,Talk,Pediatrics,HOS9999
DOC1371,Statement,Orthopedics,HOS0017
DOC1372,Well,Pediatrics,HOS0012
DOC1373,Method,Cardiology,HOS0017
DOC1374,Performance,Orthopedics,HOS9999
DOC0396,First,Neurology,HOS0010
INVALID_65,Occur,Cardiology,HOS0013
DOC0234,National,General Medicine,HOS0010
DOC1378,Attorney,Neurology,HOS0015
DOC1379,Action,Oncology,HOS0005
DOC1380,Despite,General Medicine,HOS0011
DOC1381,Million,General Medicine,HOS9999
DOC1382,You,Pediatrics,HOS0018
DOC1383,Home,General Medicine,HOS0013
DOC1384,Cell,Cardiology,HOS0007
DOC1385,Opportunity,General Medicine,HOS0013
DOC1386,Member,Pediatrics,HOS0002
DOC1387,They,general medicine,HOS0006
DOC1388,Safe,Orthopedics,HOS0002
DOC1389,Strategy,Neurology,HOS0014
DOC1390,Law,Neurology,HOS0003
DOC1391,Every,Orthopedics,HOS0017
DOC1392,Crime,Orthopedics,HOS0020
DOC1393,Yet,Neurology,HOS0009
DOC1394,Culture,Neurology,HOS0020
DOC1395,Anyone,Pediatrics,HOS0020
DOC1396,Ok,Orthopedics,HOS0001
DOC1397,Charge,Oncology,HOS0018
DOC1398,Science,Cardiology,HOS0005
DOC1399,Soldier,Cardiology,HOS0015
DOC1400,Ability,Orthopedics,HOS0020
DOC1401,Top,Orthopedics,HOS0011
DOC1402,Learn,General Medicine,HOS9999
DOC1403,Impact,neurology,HOS0014
DOC1404,Religious,Cardiology,HOS0003
DOC1405,Image,General Medicine,HOS0020
DOC1406,Experience,Cardiology,HOS0014
DOC1407,Word,Orthopedics,HOS0019
DOC1408,Plan,Neurology,HOS0006
DOC1409,Issue,General Medicine,HOS0002
DOC1410,Top,Oncology,HOS0017
DOC1411,Vote,Oncology,HOS0010
DOC1412,Know,cardiology,HOS0005
DOC1413,Rock,Neurology,HOS0008
DOC1414,Send,Orthopedics,HOS0014
DOC1415,Lot,Oncology,HOS0011
DOC1416,Human,Pediatrics,HOS0011
DOC1417,Skill,Pediatrics,HOS0013
DOC1418,Author,General Medicine,HOS0013
DOC1419,Morning,General Medicine,HOS0012
DOC1420,One,Cardiology,HOS0017
DOC1421,Let,Oncology,HOS0005
DOC1422,Smile,General Medicine,HOS0019
DOC1423,Consider,CARDIOLOGY,HOS0018
DOC1424,Pretty,Orthopedics,HOS0002
DOC1425,Customer,orthopedics,HOS0019
DOC1426,Matter,Cardiology,HOS0004
DOC1427,Program,Orthopedics,HOS0006
DOC1428,Still,Orthopedics,HOS0012
DOC1429,Exist,General Medicine,HOS0002
DOC1430,Senior,Pediatrics,HOS0017
DOC1431,Treat,Pediatrics,HOS9999
DOC1432,Scene,General medicine,HOS0004
DOC1433,Return,General Medicine,HOS0015
DOC0800,Call,Orthopedics,HOS0006
DOC1435,Laugh,Oncology,HOS0007
DOC1436,Across,General Medicine,HOS0011
DOC1437,Security,Pediatrics,HOS0008
DOC1438,Call,Pediatrics,HOS0006
DOC1439,Month,ONCOLOGY,HOS0006
DOC1440,Similar,Oncology,HOS0016
DOC1441,Like,Orthopedics,HOS0014
DOC1442,Lose,oncology,HOS0013
DOC1443,Local,Orthopedics,HOS0009
DOC1444,Hour,Orthopedics,HOS0003
DOC1445,Other,General Medicine,HOS0015
DOC0160,Choice,Cardiology,HOS0015
DOC1447,Firm,Orthopedics,HOS0004
DOC1448,Next,Oncology,HOS0012
DOC1449,Experience,Cardiology,HOS0011
DOC1450,Impact,Neurology,HOS0010
DOC1451,Technology,Oncology,HOS0004
DOC1452,Matter,Neurology,HOS0005
DOC1453,Affect,General Medicine,HOS0001
DOC1454,If,Neurology,HOS0013
DOC1455,Letter,Neurology,HOS0012
DOC1456,Move,Neurology,HOS0004
DOC1457,Never,Oncology,HOS0001
DOC1458,Difficult,Oncology,HOS0005
DOC1459,Type,Orthopedics,HOS9999
DOC1460,Agency,Cardiology,HOS0019
DOC1461,Last,Oncology,HOS0003
DOC1462,Always,Neurology,HOS0005
DOC1463,Tonight,Pediatrics,HOS0016
DOC1464,Term,Pediatrics,HOS0009
DOC1465,Military,Oncology,HOS0016
DOC1466,Moment,General Medicine,HOS0006
DOC1467,Public,Pediatrics,HOS0015
DOC1468,Year,General Medicine,HOS0018
DOC1469,Sea,Orthopedics,HOS0006
DOC1470,Hour,general medicine,HOS0008
DOC1471,Perhaps,NEUROLOGY,HOS0001
DOC1472,Where,Neurology,HOS0016
DOC1473,Age,Oncology,HOS0001
DOC1474,Minute,General Medicine,HOS0012
DOC1475,Easy,General Medicine,HOS0001
DOC1476,Mother,Cardiology,HOS0016
DOC1360,Tend,Cardiology,HOS0009
DOC1478,Blood,Orthopedics,HOS0019
DOC1479,Yard,General Medicine,HOS0005
DOC1480,Yes,Orthopedics,HOS0007
DOC1481,Stand,Cardiology,HOS0009
DOC1482,Thing,Oncology,HOS0011
DOC1483,Place,Neurology,HOS0009
DOC1484,West,General Medicine,HOS0014
DOC1485,Sense,Oncology,HOS0002
DOC1486,Herself,Neurology,HOS0016
DOC1487,Where,Pediatrics,HOS0020
DOC1488,Offer,General Medicine,HOS0001
DOC1489,Often,General Medicine,HOS0018
INVALID_9,These,Neurology,HOS0015
DOC1491,Effort,General Medicine,HOS0011
DOC1492,School,General Medicine,HOS0011
DOC1493,Teach,Pediatrics,HOS0002
DOC1494,Can,Neurology,HOS0002
DOC1495,Rule,Orthopedics,HOS0018
DOC1496,Knowledge,Neurology,HOS0009
DOC1497,Himself,Pediatrics,HOS0007
DOC1498,Bank,Oncology,HOS0012
DOC1499,Thus,Oncology,HOS0003
DOC1500,Yeah,Cardiology,HOS9999
DOC1501,Himself,Oncology,HOS0011
DOC1502,Property,Oncology,HOS0004
DOC1503,Grow,Pediatrics,HOS0019
DOC1504,Two,Orthopedics,HOS0001
INVALID_24,Leave,Neurology,HOS0006
DOC1506,Interesting,Orthopedics,HOS0003
DOC1507,Low,Orthopedics,HOS0016
DOC0825,Suffer,Orthopedics,HOS0020
DOC1509,Enter,Oncology,HOS0007
DOC1510,Admit,General Medicine,HOS0008
DOC1511,Break,Orthopedics,HOS0008
DOC1512,Often,Pediatrics,HOS0007
DOC1513,Land,Orthopedics,HOS0003
DOC1514,Rule,Neurology,HOS0010
DOC1515,Particularly,Cardiology,HOS0017
DOC1516,Movement,General Medicine,HOS0010
DOC1517,Until,Orthopedics,HOS0017
DOC1518,Sport,Pediatrics,HOS0008
DOC1519,Themselves,Oncology,HOS0020
DOC1520,The,Cardiology,HOS0001
DOC1521,Black,Neurology,HOS0014
DOC1522,A,Oncology,HOS0010
DOC1523,Glass,Cardiology,HOS0012
DOC1524,Position,Oncology,HOS0015
DOC1525,Heavy,Oncology,HOS0008
DOC1526,Exactly,Cardiology,HOS0001
DOC1527,Change,General medicine,HOS0005
DOC1528,Value,Pediatrics,HOS0003
DOC1529,Over,Orthopedics,HOS0008
DOC1530,Play,Pediatrics,HOS0019
DOC1531,White,General Medicine,HOS0016
DOC1532,Glass,Oncology,HOS0007
DOC1533,Total,General Medicine,HOS0002
DOC1534,Business,Cardiology,HOS9999
DOC1535,Whose,General Medicine,HOS0014
DOC1536,Community,ORTHOPEDICS,HOS0011
DOC1537,Manager,Oncology,HOS0018
DOC1538,Final,General Medicine,HOS0012
DOC0692,Grow,Neurology,HOS0015
DOC1540,Hair,Neurology,HOS0012
DOC0363,Yard,Oncology,HOS0001
DOC1542,Risk,Cardiology,HOS0014
DOC1543,Defense,Oncology,HOS0007
DOC1544,President,Orthopedics,HOS0001
DOC1545,Country,Orthopedics,HOS0019
DOC1546,First,General medicine,HOS0009
DOC1547,Bag,General Medicine,HOS0008
DOC1548,Address,Oncology,HOS0002
DOC1549,Military,Neurology,HOS0017
DOC1550,Through,Oncology,HOS0017
DOC1551,Development,General Medicine,HOS0008
DOC1552,Painting,Oncology,HOS0015
DOC1553,Finish,Neurology,HOS0014
DOC1554,Three,General Medicine,HOS0002
DOC1555,Modern,Neurology,HOS0015
DOC1556,Wide,Oncology,HOS0010
DOC1557,Hit,General Medicine,HOS0019
DOC1558,One,Neurology,HOS0014
INVALID_51,Tough,Oncology,HOS0013
DOC1560,These,Cardiology,HOS0020
DOC0671,Body,General Medicine,HOS0013
DOC1562,Marriage,Oncology,HOS0009
DOC1563,Paper,Oncology,HOS0008
DOC1564,Worker,Neurology,HOS0015
DOC1565,Country,Orthopedics,HOS0017
DOC1566,Within,Cardiology,HOS0014
DOC1567,Above,Orthopedics,HOS0020
DOC1568,Impact,Oncology,HOS0009
DOC1569,According,Orthopedics,HOS0003
DOC1570,With,Orthopedics,HOS0001
DOC1571,Minute,Neurology,HOS0007
DOC1151,Stop,Cardiology,HOS0012
DOC1573,Nothing,general medicine,HOS0011
INVALID_81,Find,Pediatrics,HOS0008
DOC1575,Attorney,Oncology,HOS0007
DOC1576,Speech,Pediatrics,HOS0005
DOC1577,Animal,Neurology,HOS0015
DOC1578,Fact,General Medicine,HOS0014
DOC1579,Change,General Medicine,HOS0009
DOC1580,Join,Orthopedics,HOS0005
DOC1581,Clearly,Neurology,HOS0005
DOC1582,Account,Neurology,HOS0005
DOC1583,Language,Oncology,HOS0018
DOC1584,Eight,Cardiology,HOS0006
DOC1585,Forget,Neurology,HOS0005
DOC1586,Gas,Oncology,HOS0011
DOC1587,As,Neurology,HOS0008
DOC1588,Must,General Medicine,HOS0009
DOC1589,Director,Orthopedics,HOS0010
DOC0279,Control,Cardiology,HOS0003
DOC1591,Month,Neurology,HOS0008
DOC1592,Consider,NEUROLOGY,HOS0019
DOC1593,Wish,Neurology,HOS0020
DOC1594,Value,Cardiology,HOS0005
DOC1595,Stay,GENERAL MEDICINE,HOS0009
DOC1596,Strong,Pediatrics,HOS0015
DOC1597,Answer,Pediatrics,HOS0019
DOC1598,Different,General Medicine,HOS0005
DOC1599,Scene,Orthopedics,HOS0008
DOC1600,Us,Pediatrics,HOS0002
DOC1601,Bad,General Medicine,HOS0011
DOC1602,He,Orthopedics,HOS0005
DOC1603,Imagine,Cardiology,HOS0009
DOC1604,Church,General medicine,HOS0004
DOC1605,Want,Neurology,HOS0015
DOC1606,Than,Oncology,HOS0007
DOC1607,Probably,Neurology,HOS0002
DOC1608,Value,Orthopedics,HOS0003
DOC1609,List,Cardiology,HOS0019
DOC1610,Field,Pediatrics,HOS0014
DOC1611,Again,neurology,HOS0008
DOC1612,Follow,General Medicine,HOS0002
DOC1613,Run,General Medicine,HOS0011
DOC1614,We,Pediatrics,HOS0015
DOC1615,Six,Pediatrics,HOS0017
DOC1616,Society,Cardiology,HOS0018
DOC1617,True,Neurology,HOS0007
INVALID_79,Happy,Orthopedics,HOS0007
DOC1619,Ready,Neurology,HOS0014
DOC1620,Car,General Medicine,HOS0008
INVALID_73,Protect,Cardiology,HOS0002
DOC1622,Other,Pediatrics,HOS0001
DOC1623,Home,oncology,HOS0007
DOC1624,Very,Pediatrics,HOS0009
DOC1625,Cup,General Medicine,HOS0017
DOC1626,State,Pediatrics,HOS0012
DOC1627,In,Cardiology,HOS0003
DOC1628,Song,Cardiology,HOS0009
DOC0063,Become,Oncology,HOS0007
DOC1630,Visit,Neurology,HOS0020
DOC1631,Laugh,Orthopedics,HOS0008
DOC1632,But,Cardiology,HOS0003
DOC1633,How,General Medicine,HOS0011
DOC1634,Point,Oncology,HOS0020
DOC1635,Wear,Cardiology,HOS0016
DOC1636,By,orthopedics,HOS0002
DOC1637,Oil,General Medicine,HOS0009
DOC1638,Couple,Neurology,HOS0018
DOC1639,Same,Neurology,HOS0013
DOC1640,Center,Oncology,HOS0009
DOC1641,Choice,Neurology,HOS0008
DOC1642,Movement,Oncology,HOS0003
DOC1643,Actually,neurology,HOS0001
DOC1644,Current,General Medicine,HOS0011
DOC1645,Drug,Cardiology,HOS0011
DOC1646,Edge,General Medicine,HOS0004
DOC1647,Line,Orthopedics,HOS0001
DOC1648,Forward,Orthopedics,HOS9999
DOC1649,Born,Oncology,HOS0005
DOC1650,Various,Pediatrics,HOS0014
DOC1651,That,Oncology,HOS0010
DOC1652,Similar,Oncology,HOS0009
DOC1653,Hit,Neurology,HOS0015
DOC1654,Word,Orthopedics,HOS0005
DOC1655,Data,General Medicine,HOS0013
DOC1656,Program,General Medicine,HOS0003
DOC1657,Cell,Pediatrics,HOS0002
DOC1658,Site,Cardiology,HOS9999
DOC1659,Reach,Neurology,HOS0001
DOC1660,Life,Orthopedics,HOS0007
DOC1661,Investment,Cardiology,HOS0002
INVALID_95,Democratic,Oncology,HOS0014
DOC1663,Amount,Cardiology,HOS0012
DOC1664,Low,Pediatrics,HOS0007
DOC1665,Yes,Oncology,HOS0018
DOC1666,Group,Oncology,HOS0004
DOC1667,Strong,Oncology,HOS0012
DOC1668,Red,General Medicine,HOS0016
DOC1669,Third,Cardiology,HOS0005
DOC1670,Race,General Medicine,HOS0005
DOC1671,Seat,Pediatrics,HOS0011
DOC1672,Method,Neurology,HOS0015
DOC1673,Anyone,Neurology,HOS0010
DOC1674,Inside,general medicine,HOS0009
DOC1675,Key,Cardiology,HOS0001
DOC1676,Product,Oncology,HOS0003
DOC1677,Page,Orthopedics,HOS0010
DOC1678,Case,Cardiology,HOS0007
DOC1679,Technology,Neurology,HOS0012
DOC1680,Skill,Cardiology,HOS0006
DOC1681,Rather,Neurology,HOS0008
INVALID_20,Social,Cardiology,HOS0010
DOC1683,Court,neurology,HOS0009
DOC1684,Which,Orthopedics,HOS0011
DOC1685,Production,Neurology,HOS9999
DOC1686,Traditional,Oncology,HOS0014
DOC1687,Anything,Oncology,HOS0001
DOC1688,Third,Pediatrics,HOS0005
DOC1689,Commercial,Orthopedics,HOS0015
DOC1690,Listen,Orthopedics,HOS0014
DOC1691,Themselves,cardiology,HOS0004
DOC1692,Child,Pediatrics,HOS0013
DOC1693,Model,Pediatrics,HOS0007
DOC1694,Learn,Neurology,HOS0001
DOC1695,Officer,Pediatrics,HOS0010
DOC1696,Bit,Oncology,HOS0012
DOC1697,Let,Pediatrics,HOS9999
DOC1698,Local,General Medicine,HOS0006
DOC1699,Memory,Pediatrics,HOS0009
DOC1700,Face,Pediatrics,HOS0001
DOC1701,Political,Orthopedics,HOS0017
DOC1702,Food,Pediatrics,HOS0019
DOC1703,Yourself,Pediatrics,HOS0003
DOC1704,Body,Oncology,HOS0019
DOC1705,With,orthopedics,HOS0007
DOC1706,Mean,General Medicine,HOS0002
DOC1707,Trip,Orthopedics,HOS0012
DOC1708,Vote,Pediatrics,HOS0015
DOC1709,One,Cardiology,HOS0020
DOC1710,Those,Pediatrics,HOS0003
DOC1711,Star,General Medicine,HOS0018
DOC1712,Notice,Neurology,HOS0008
DOC1713,Stock,Cardiology,HOS0020
DOC1714,Radio,Oncology,HOS0019
DOC1715,Check,Cardiology,HOS0018
DOC1716,Stage,pediatrics,HOS0006
DOC1717,Step,Cardiology,HOS0014
DOC1718,Weight,Cardiology,HOS0012
DOC1719,Industry,Oncology,HOS0017
DOC1720,Year,Neurology,HOS0003
DOC1721,Night,General Medicine,HOS0006
DOC1722,Authority,Pediatrics,HOS0004
DOC1723,Best,Neurology,HOS0009
DOC1724,Feel,Oncology,HOS0005
DOC1725,Sit,Cardiology,HOS0018
DOC1726,Staff,Cardiology,HOS0009
DOC1727,Health,Orthopedics,HOS0016
DOC1728,Number,Oncology,HOS0005
DOC1729,Guy,Neurology,HOS0002
DOC1730,Happy,Neurology,HOS0018
DOC1731,About,Cardiology,HOS0009
DOC1732,Series,Neurology,HOS0010
DOC0553,Pull,Cardiology,HOS0010
DOC1734,Course,Orthopedics,HOS0012
DOC1735,Piece,Pediatrics,HOS0014
DOC1736,True,General Medicine,HOS0015
DOC1737,Small,Oncology,HOS0020
DOC1738,Present,Pediatrics,HOS0011
DOC1739,Over,Neurology,HOS0008
DOC1740,Author,Oncology,HOS0010
DOC1741,Teacher,Orthopedics,HOS0014
DOC1742,Face,Oncology,HOS0018
DOC1743,Well,Orthopedics,HOS0011
DOC1744,Carry,General medicine,HOS0006
DOC1745,Nearly,Pediatrics,HOS0002
DOC1746,Remain,Neurology,HOS0018
DOC1747,System,Orthopedics,HOS0004
DOC1748,Try,Pediatrics,HOS0004
DOC1749,Soldier,Pediatrics,HOS0003
DOC0973,Case,neurology,HOS0015
DOC1002,Key,Neurology,HOS0019
DOC1752,Manager,Neurology,HOS0017
DOC1753,Environmental,Oncology,HOS0017
DOC1754,Discover,Orthopedics,HOS0017
DOC1755,Foreign,Orthopedics,HOS0001
DOC1756,Talk,Neurology,HOS0001
INVALID_52,Deal,Orthopedics,HOS0005
DOC1758,Line,General Medicine,HOS0009
DOC1759,First,Pediatrics,HOS0001
DOC1760,Wife,Oncology,HOS0006
DOC1761,Civil,Oncology,HOS0017
DOC1762,Born,Oncology,HOS0006
DOC1763,Agency,Neurology,HOS0017
DOC1764,Various,General Medicine,HOS0001
DOC1765,Prevent,Neurology,HOS0008
DOC1766,Shake,Neurology,HOS0004
DOC1767,Purpose,General Medicine,HOS0006
DOC1768,Mind,Orthopedics,HOS0004
DOC1769,Eat,Orthopedics,HOS0014
DOC1770,Bring,Orthopedics,HOS0009
INVALID_80,Beyond,Oncology,HOS0009
DOC1772,Chair,Oncology,HOS0006
DOC1773,Fast,General Medicine,HOS0002
DOC1774,Southern,Cardiology,HOS0005
DOC1775,Nature,NEUROLOGY,HOS0006
DOC1776,Similar,Oncology,HOS0018
DOC1777,Agency,General Medicine,HOS0019
DOC1778,Conference,Orthopedics,HOS0010
DOC1779,Everyone,orthopedics,HOS0019
DOC1780,Clearly,Neurology,HOS0018
DOC1781,Arm,Neurology,HOS0017
DOC1782,Thus,Cardiology,HOS0004
DOC1783,Increase,Pediatrics,HOS0010
DOC1784,Activity,Cardiology,HOS0016
DOC1785,Toward,Orthopedics,HOS0001
DOC1786,Ahead,Orthopedics,HOS0015
DOC1787,Sit,Oncology,HOS0011
DOC1788,Admit,Oncology,HOS0001
DOC1789,Identify,Oncology,HOS0004
DOC1790,Mean,Orthopedics,HOS0004
DOC1791,My,Orthopedics,HOS0017
DOC1792,Morning,Orthopedics,HOS0015
DOC1793,Government,Cardiology,HOS0004
DOC1794,Owner,Neurology,HOS0015
DOC1795,Force,CARDIOLOGY,HOS0013
DOC1796,Us,Oncology,HOS0010
DOC1797,Fear,Oncology,HOS0010
DOC1798,He,Oncology,HOS0004
DOC1799,Nearly,General medicine,HOS0013
DOC1800,Rest,Orthopedics,HOS0004
DOC1801,Strong,Oncology,HOS0020
DOC1802,Walk,Neurology,HOS0018
DOC1803,Sense,Cardiology,HOS0011
DOC1804,Race,Neurology,HOS0015
DOC1805,Clear,Neurology,HOS0017
DOC1806,Born,General Medicine,HOS0015
DOC1807,Probably,Oncology,HOS0019
DOC1808,See,Oncology,HOS0013
DOC1809,Community,Neurology,HOS0014
DOC1810,Yes,Neurology,HOS0017
DOC1811,Look,Cardiology,HOS0014
DOC1812,Forward,Oncology,HOS0006
DOC1813,Team,Cardiology,HOS0018
DOC1814,Serve,GENERAL MEDICINE,HOS0012
DOC1815,Thank,Oncology,HOS0012
DOC1816,Candidate,Pediatrics,HOS0020
DOC1817,Father,Pediatrics,HOS0014
DOC1818,Its,Orthopedics,HOS0018
DOC1819,Maybe,Cardiology,HOS0014
DOC1820,Travel,CARDIOLOGY,HOS0009
DOC1821,Various,Oncology,HOS0014
DOC1822,Notice,General Medicine,HOS0017
DOC1823,Once,Pediatrics,HOS0005
DOC1824,Head,Orthopedics,HOS0015
DOC1825,Nor,ORTHOPEDICS,HOS0016
DOC1826,He,Cardiology,HOS0001
DOC1827,Responsibility,orthopedics,HOS0005
DOC1828,Lay,Pediatrics,HOS0020
DOC1829,May,Cardiology,HOS0013
DOC1830,Catch,Orthopedics,HOS0011
DOC1831,Reflect,ORTHOPEDICS,HOS0004
DOC1832,Serious,General Medicine,HOS0017
DOC1833,Place,Neurology,HOS0007
DOC1834,Suddenly,Neurology,HOS0019
DOC1835,Better,Oncology,HOS0001
DOC1836,Phone,Neurology,HOS0018
DOC1837,If,Orthopedics,HOS0010
DOC1838,Cause,General Medicine,HOS0014
DOC1839,Short,Neurology,HOS0017
DOC1840,Wait,ONCOLOGY,HOS0015
DOC1841,Wear,CARDIOLOGY,HOS0012
DOC1842,History,Cardiology,HOS0007
DOC1843,First,Cardiology,HOS0007
DOC1844,Family,Pediatrics,HOS0020
DOC1845,Here,Orthopedics,HOS0011
DOC1846,Cut,Cardiology,HOS0020
DOC1847,Risk,Cardiology,HOS0017
DOC1848,Same,Cardiology,HOS9999
DOC1849,Unit,Pediatrics,HOS0008
DOC1850,Continue,Pediatrics,HOS0001
DOC1851,Tell,Orthopedics,HOS0010
DOC1852,Positive,Neurology,HOS0017
DOC1853,Crime,Cardiology,HOS0017
DOC1854,Under,General Medicine,HOS0017
DOC0608,Own,Neurology,HOS0019
DOC1856,Think,Orthopedics,HOS9999
DOC1857,Student,Neurology,HOS0001
DOC1858,Themselves,Orthopedics,HOS0011
DOC1859,Middle,ORTHOPEDICS,HOS0002
DOC1860,Argue,Cardiology,HOS0018
DOC1677,Buy,Oncology,HOS0002
DOC1862,Human,Oncology,HOS0019
DOC0319,Machine,General Medicine,HOS0013
DOC1864,Race,Neurology,HOS0018
DOC1865,Food,Cardiology,HOS0012
DOC1866,Popular,General Medicine,HOS0020
DOC0704,Population,General Medicine,HOS0004
INVALID_49,Book,Cardiology,HOS0010
DOC1869,Data,Neurology,HOS0003
DOC1870,Blue,Orthopedics,HOS0020
INVALID_15,Skin,Orthopedics,HOS0011
DOC1872,Wife,Cardiology,HOS0019
DOC1873,Yourself,Cardiology,HOS0007
DOC1874,Tonight,Neurology,HOS0014
DOC1875,Especially,Cardiology,HOS0004
DOC1876,Seem,Pediatrics,HOS0017
DOC1877,Central,Neurology,HOS0015
DOC1878,Manage,Oncology,HOS0017
DOC1879,Career,Orthopedics,HOS0010
DOC1880,Size,ORTHOPEDICS,HOS0017
DOC1881,Wish,General Medicine,HOS0001
DOC1882,Lose,General Medicine,HOS0017
DOC1883,Minute,Pediatrics,HOS0007
DOC1884,Body,Cardiology,HOS0009
DOC1885,South,Orthopedics,HOS0007
DOC1886,Growth,Cardiology,HOS0014
DOC1887,World,Oncology,HOS0018
DOC1888,He,Pediatrics,HOS0016
DOC1889,Age,Cardiology,HOS0019
DOC1890,International,Orthopedics,HOS0015
DOC1891,Or,Cardiology,HOS0004
DOC1892,Relate,cardiology,HOS0002
DOC1893,Reach,Cardiology,HOS0001
DOC1894,Color,Oncology,HOS0006
DOC1895,Party,Pediatrics,HOS0014
DOC1896,Never,General Medicine,HOS0009
DOC1897,Country,Oncology,HOS0013
DOC1898,Role,Cardiology,HOS0020
DOC1899,Year,Cardiology,HOS0010
DOC1900,Paper,Orthopedics,HOS0014
DOC1901,Should,Pediatrics,HOS0005
DOC1902,Win,Neurology,HOS0005
DOC1903,Card,Oncology,HOS0006
DOC1904,Else,Pediatrics,HOS0017
DOC1905,Lay,General Medicine,HOS0007
DOC1906,Everybody,Oncology,HOS0018
DOC1907,Send,Pediatrics,HOS0014
DOC1908,Production,Cardiology,HOS0002
DOC1909,Political,Pediatrics,HOS0009
DOC1910,Seven,Cardiology,HOS0001
DOC1911,Establish,General Medicine,HOS0009
DOC1912,College,Orthopedics,HOS0014
DOC1913,Dream,Pediatrics,HOS0017
DOC1914,Sign,Oncology,HOS0011
DOC0555,East,Oncology,HOS0010
DOC1916,Along,Neurology,HOS0005
DOC0197,Wind,Cardiology,HOS0017
DOC1918,Of,General Medicine,HOS0017
DOC1919,Throughout,Orthopedics,HOS0003
DOC1920,Reduce,General Medicine,HOS0014
DOC1921,Husband,Cardiology,HOS0004
DOC1922,Fly,Cardiology,HOS0012
DOC1923,Yes,Pediatrics,HOS0016
DOC1924,Traditional,Pediatrics,HOS0015
DOC1925,Speak,Cardiology,HOS0014
DOC1926,Eye,Cardiology,HOS0005
INVALID_12,Project,Neurology,HOS0012
DOC1928,Should,Cardiology,HOS0004
DOC1929,Write,Pediatrics,HOS0015
DOC1930,Front,Cardiology,HOS9999
DOC1931,Day,General Medicine,HOS0008
DOC1932,Near,Neurology,HOS0016
DOC1933,Husband,Neurology,HOS0010
DOC1934,Mouth,Pediatrics,HOS0006
DOC1935,Per,Orthopedics,HOS9999
DOC1936,Sign,Pediatrics,HOS0001
DOC1937,Behind,Orthopedics,HOS0013
DOC1938,Lay,Cardiology,HOS0018
DOC0170,Face,Orthopedics,HOS0005
DOC1940,During,Neurology,HOS0004
DOC1941,American,Orthopedics,HOS0013
DOC1942,Set,Cardiology,HOS0013
DOC1943,Imagine,Pediatrics,HOS0016
