CustomerID,Name,Age,Gender,City,AccountType,KYCStatus,JoinDate,ExtraColumn
CUS0785,Dawn Mccarty,64,m,Serve,NRI,Weight,12/10/2023,EXTRA_DATA
CUS0786,Cody Gay,150,m,Least,Current,Western,18/05/2024,EXTRA_DATA
CUS0183,  Brandon Allen  ,37,male,Behavior,NRI,Themselves,13-05-2023,EXTRA_DATA
CUS0788,Grace Hoffman,28,male,Week,Savings,Citizen,20/02/2022,EXTRA_DATA
CUS0789,Ashley Reynolds,18,Female,What,NRI,Others,06-03-2023,EXTRA_DATA
CUS0790,Charles Morris,75,male,Off,Current,Answer,12/18/2024,EXTRA_DATA
CUS0791,Christina Patton,19,Male,Mrs,Current,Agree,10-03-2023,EXTRA_DATA
CUS0792,Vanessa Romero,18,female,Practice,Fixed,Create,11/03/2023,EXTRA_DATA
CUS0793,Thomas Jenkins,18,m,City,Savings,And,03/09/2024,EXTRA_DATA
CUS0794,Bianca Welch,72,male,But,Savings,Always,06/17/2022,EXTRA_DATA
CUS0795,  Melissa Nguyen  ,28,Male,Receive,Current,Mean,08/23/2022,EXTRA_DATA
CUS0796,John Simmons,26,Male,Short,Savings,Modern,05/30/2024,EXTRA_DATA
CUS0797,Michael Greene,36,Male,Trade,NRI,His,26-11-2023,EXTRA_DATA
CUS0798,Ryan Bradford,67,Female,Little,Fixed,Congress,18-01-2024,EXTRA_DATA
CUS0799,Stephanie Garcia,27,M,Hair,Fixed,Property,27-06-2024,EXTRA_DATA
CUS0800,Mary Burgess,29,male,Position,Current,Court,2023-09-25,EXTRA_DATA
CUS0801,Kristopher Guzman,55,female,Expect,current,Produce,13-10-2022,EXTRA_DATA
CUS0802,  James Harper  ,46,FEMALE,Beat,Current,With,03/02/2022,EXTRA_DATA
CUS0803,Alexander Weber,71,Female,Effort,Current,Provide,2022-02-22,EXTRA_DATA
CUS0804,Dana Scott,63,Male,High,Savings,You,18/06/2023,EXTRA_DATA
CUS0805,Richard Evans,64,F,Policy,Current,Bag,2024-12-28,EXTRA_DATA
CUS0806,Ashley Russo,19,FEMALE,Least,Savings,Become,03-03-2023,EXTRA_DATA
CUS0807,  Peter Johnson  ,42,male,Work,Savings,Treatment,04-04-2022,EXTRA_DATA
CUS0808,Madison Moran,69,Female,Wife,Savings,Pattern,06/12/2024,EXTRA_DATA
CUS0809,Nancy Washington,20,male,Main,NRI,Its,04/08/2024,EXTRA_DATA
CUS0810,Mary Mata,74,Female,Example,NRI,Ball,22-11-2024,EXTRA_DATA
CUS0811,Anthony Price,20,Female,Challenge,Savings,Defense,04/28/2023,EXTRA_DATA
CUS0812,Miranda Mcconnell,71,female,Through,Current,Attack,14/05/2023,EXTRA_DATA
CUS0813,Michelle Frey,23,Female,Born,Current,Add,19/08/2024,EXTRA_DATA
CUS0814,Jessica Thompson,55,FEMALE,Just,Savings,Box,15-09-2024,EXTRA_DATA
CUS0815,William Burns,65,FEMALE,Trade,CURRENT,Security,01/04/2024,EXTRA_DATA
CUS0816,Johnny Holmes,28,MALE,Window,Savings,Task,2023-05-17,EXTRA_DATA
CUS0817,  Michelle Ramos  ,58,Female,Science,Fixed,Sort,19/01/2023,EXTRA_DATA
CUS0818,David Wallace,50,FEMALE,Town,SAVINGS,Maintain,18/01/2024,EXTRA_DATA
CUS0819,Tracie Chavez,37,female,That,NRI,Heart,25/12/2023,EXTRA_DATA
CUS0820,  Stephanie Hill  ,Sixty Five,Female,Affect,Savings,Allow,01/20/2023,EXTRA_DATA
CUS0821,  Crystal Shah  ,34,M,Edge,Savings,Apply,2023-12-26,EXTRA_DATA
CUS0822,Randy Clarke,42,female,Soon,Current,Difference,2022-07-01,EXTRA_DATA
CUS0823,Michael Hooper,79,Male,Sell,Fixed,Letter,01/14/2024,EXTRA_DATA
CUS0824,Kenneth Nicholson,45,F,Go,Current,Store,2022-07-11,EXTRA_DATA
CUS0825,Sarah Bradley,77,female,Hold,NRI,Thus,03/09/2023,EXTRA_DATA
CUS0826,Jennifer Scott,50,female,Pay,Current,Hotel,03/20/2022,EXTRA_DATA
CUS0827,Amber Carrillo,41,FEMALE,Effect,NRI,Husband,10/07/2023,EXTRA_DATA
CUS0828,  Danielle Miller  ,36,FEMALE,Military,NRI,May,05/03/2023,EXTRA_DATA
CUS0829,Nicholas Conner,18,Female,Cost,Savings,Relationship,2024-01-21,EXTRA_DATA
CUS0830,Michelle Jones,35,m,Product,NRI,Safe,2024-03-04,EXTRA_DATA
CUS0831,Bruce Taylor,56,female,Send,NRI,Individual,2024-03-29,EXTRA_DATA
CUS0832,Diana Carson,62,Female,Certainly,Fixed,Somebody,03/27/2024,EXTRA_DATA
CUS0833,Howard Love,51,FEMALE,Summer,Fixed,Hope,2024-02-15,EXTRA_DATA
CUS0834,Matthew Carter,60,MALE,Wish,Savings,Memory,2023-08-10,EXTRA_DATA
CUS0835,Melinda Smith,34,Female,Support,NRI,While,04/06/2024,EXTRA_DATA
CUS0836,Brittany Powell,50,female,Piece,Current,Short,2022-09-20,EXTRA_DATA
CUS0837,Brian Shea,40,male,Drop,Current,Letter,25/08/2022,EXTRA_DATA
CUS0838,  Samantha Huang  ,47,FEMALE,Early,NRI,Pretty,2024-07-21,EXTRA_DATA
CUS0839,Veronica Grant,79,Female,Specific,Fixed,Natural,19-03-2022,EXTRA_DATA
CUS0840,John Jefferson,75,m,Word,Savings,Deep,2022-02-01,EXTRA_DATA
CUS0841,Theodore Chapman,0,MALE,At,Current,Point,2022-11-27,EXTRA_DATA
CUS0842,Nicholas Turner,29,MALE,East,FIXED,Through,24/11/2024,EXTRA_DATA
CUS0843,Alexander Clark,52,FEMALE,East,NRI,Military,01/08/2022,EXTRA_DATA
CUS0844,Christina Pena,79,female,Wish,Savings,Final,01-07-2024,EXTRA_DATA
CUS0845,  Jeremy Jones  ,80,male,Either,Current,Morning,01-11-2023,EXTRA_DATA
CUS0425,Patricia Rush,80,M,Hand,Current,Last,2022-05-30,EXTRA_DATA
CUS0847,William Robertson,23,Female,Congress,Savings,Rest,18/12/2022,EXTRA_DATA
CUS0848,Mark Frank,63,Male,Wall,Current,Glass,07/02/2024,EXTRA_DATA
CUS0849,Sean Howell,24,m,Relate,Fixed,How,16-07-2024,EXTRA_DATA
CUS0850,Angelica Estrada,53,female,Work,Fixed,Expect,2024-10-04,EXTRA_DATA
CUS0593,  Brent Lopez  ,32,Male,Poor,NRI,Take,09/09/2022,EXTRA_DATA
CUS0852,Brenda Gutierrez,21,Male,Number,Savings,Particular,20/07/2022,EXTRA_DATA
CUS0853,  Charles Carpenter  ,20,F,Drug,Fixed,Far,15/09/2022,EXTRA_DATA
INVALID_28,Christopher Hill,70,Male,Standard,Fixed,Often,2022-12-25,EXTRA_DATA
CUS0855,  Courtney Mahoney  ,37,female,Detail,Savings,Factor,04/16/2023,EXTRA_DATA
CUS0856,Joseph Bradford,73,Other,Prevent,Savings,Society,08/03/2022,EXTRA_DATA
CUS0857,Sandra Gross,47,F,Democratic,Current,Great,09-05-2024,EXTRA_DATA
CUS0858,Jessica Sullivan,62,MALE,Them,Savings,Long,2024-06-21,EXTRA_DATA
CUS0859,Tammy Camacho,58,Other,Line,Current,Market,17/02/2023,EXTRA_DATA
CUS0860,Benjamin Sanford,77,Female,Letter,Nri,Whether,08/31/2023,EXTRA_DATA
CUS0861,Amy Campos,45,Female,Day,NRI,Seven,2022-02-14,EXTRA_DATA
CUS0862,Cheryl Ramirez,38,Female,Significant,NRI,Usually,17/10/2022,EXTRA_DATA
CUS0863,Nicholas Ryan,24,FEMALE,Course,Savings,Level,2023-03-19,EXTRA_DATA
CUS0864,Leon Fisher,-5,Female,Body,Savings,Though,2024-04-10,EXTRA_DATA
CUS0865,Daniel Clark,59,Male,Debate,Savings,Sister,19/10/2022,EXTRA_DATA
CUS0866,Katie Hernandez,53,FEMALE,Fight,Savings,Happen,23-04-2022,EXTRA_DATA
CUS0867,  Heather Johnson  ,Sixty Five,m,Sing,Savings,Leave,09/10/2022,EXTRA_DATA
CUS0868,William Oneill,65,MALE,Top,NRI,Tv,11/12/2024,EXTRA_DATA
CUS0869,Christopher Stone,67,Male,Whom,Fixed,Case,15/06/2023,EXTRA_DATA
CUS0870,Amy Richardson,20,F,Likely,Savings,Often,19/03/2024,EXTRA_DATA
CUS0871,Lori Richardson,45,female,I,Savings,Such,30/08/2024,EXTRA_DATA
CUS0872,Christopher Martinez,50,Female,Race,Fixed,North,2022-06-26,EXTRA_DATA
CUS0873,Adam King,48,female,Rather,Savings,Quite,01/03/2024,EXTRA_DATA
CUS0874,Brandi Smith,33,Male,Real,Fixed,Bank,22-04-2022,EXTRA_DATA
CUS0875,Michael Hendricks,35,FEMALE,Own,Current,Usually,02/14/2022,EXTRA_DATA
CUS0876,Jennifer Coffey,27,MALE,Moment,Current,Month,03-06-2022,EXTRA_DATA
CUS0877,Timothy Duarte,66,MALE,Pass,Fixed,Visit,29-04-2023,EXTRA_DATA
CUS0878,Roberta Harrison,62,female,Know,CURRENT,Generation,30/07/2022,EXTRA_DATA
CUS0879,Gina Cummings,Sixty Five,Female,Agreement,NRI,Threat,13-12-2022,EXTRA_DATA
CUS0880,  Jennifer Wilson  ,29,MALE,Political,Fixed,Protect,21/12/2023,EXTRA_DATA
CUS0881,Daniel Robbins,71,F,Player,Savings,Say,19/02/2024,EXTRA_DATA
CUS0882,Regina Rogers,44,Other,Recently,Savings,Them,16/03/2022,EXTRA_DATA
CUS0883,Anthony Jackson,48,MALE,Either,Savings,Opportunity,10/16/2022,EXTRA_DATA
CUS0884,Dennis Bailey,73,FEMALE,Effort,Current,Book,19-10-2022,EXTRA_DATA
CUS0885,Nicole Gray,77,female,Environmental,Current,Factor,2022-09-03,EXTRA_DATA
CUS0886,  Timothy Smith  ,52,female,Similar,Current,Important,2024-01-17,EXTRA_DATA
CUS0887,Johnny Edwards,150,F,Cold,NRI,Huge,19-09-2023,EXTRA_DATA
CUS0888,  Sarah Snyder  ,52,Other,Develop,NRI,Wall,31-08-2024,EXTRA_DATA
INVALID_8,Christine Dunn,72,male,Article,Fixed,Perhaps,05-01-2024,EXTRA_DATA
INVALID_26,Shannon Johns,37,FEMALE,Blue,Fixed,Third,22-03-2024,EXTRA_DATA
CUS0891,Kelly Ward,Thirty Four,Male,Drop,Current,Past,23-05-2024,EXTRA_DATA
CUS0892,Megan Waters,21,m,Contain,Current,The,21/01/2023,EXTRA_DATA
CUS0893,  Jason Mays  ,Thirty Four,Male,Financial,Current,Here,10-05-2024,EXTRA_DATA
CUS0894,Brian Walker,19,F,Will,fixed,National,12/12/2024,EXTRA_DATA
CUS0895,Christine Moore,42,m,Power,Current,Might,01/09/2024,EXTRA_DATA
CUS0896,Christine Williams,61,FEMALE,After,NRI,Family,2024-12-13,EXTRA_DATA
CUS0897,Kathy Graham,47,FEMALE,Deep,Fixed,Program,07/02/2024,EXTRA_DATA
CUS0898,Claudia Gonzales,21,Male,Perhaps,Current,Society,27-10-2022,EXTRA_DATA
CUS0899,Maria Patel,Twenty,Other,Reason,Fixed,Try,12/01/2024,EXTRA_DATA
CUS0900,Sandra Hall,34,M,Technology,Current,Wear,07-04-2024,EXTRA_DATA
CUS0901,Anna Hayes,22,m,Laugh,NRI,Receive,19/03/2024,EXTRA_DATA
CUS0902,Melanie Rivers,70,Male,Bring,fixed,Concern,07/31/2022,EXTRA_DATA
CUS0903,Fred Payne,74,m,End,Current,Start,27-11-2023,EXTRA_DATA
CUS0904,Natalie Trujillo,41,Female,Such,Fixed,Song,05/08/2024,EXTRA_DATA
CUS0905,Emily Carlson,46,Male,Tough,Fixed,Popular,2022-04-26,EXTRA_DATA
CUS0906,  Andrew Rowland  ,72,male,End,Current,Commercial,19/01/2022,EXTRA_DATA
CUS0907,  Michael Martinez  ,31,MALE,Itself,NRI,Bag,2024-05-03,EXTRA_DATA
INVALID_90,Curtis Williams,64,female,Doctor,NRI,Do,2024-11-26,EXTRA_DATA
CUS0909,Christopher Brown,20,F,Fill,Current,Message,02/09/2022,EXTRA_DATA
CUS0910,Jennifer Harris,20,FEMALE,Upon,Current,Fly,05/05/2023,EXTRA_DATA
CUS0911,George Ruiz,27,Female,Only,NRI,Can,07/19/2023,EXTRA_DATA
CUS0912,Oscar Elliott,79,Other,Environmental,Current,East,03/27/2022,EXTRA_DATA
CUS0913,James Flowers,150,m,Concern,Fixed,Trial,01/12/2022,EXTRA_DATA
CUS0914,David Jackson,80,Male,Police,Savings,Your,2023-09-28,EXTRA_DATA
CUS0915,Mike Berry,39,Male,Ten,Current,Very,10-02-2022,EXTRA_DATA
CUS0916,Nicholas Dixon,73,male,Poor,Fixed,Car,2023-07-24,EXTRA_DATA
CUS0917,Heather Winters,56,MALE,Bed,Fixed,Magazine,21/02/2023,EXTRA_DATA
CUS0918,Calvin Singh,36,Female,Catch,NRI,Three,2023-09-25,EXTRA_DATA
CUS0919,Jessica Cain,68,male,Most,NRI,Here,22/02/2024,EXTRA_DATA
CUS0920,James Mccarty,67,Male,Carry,Current,Majority,12/30/2022,EXTRA_DATA
CUS0921,Anita Parker,18,M,Must,nri,Heavy,22-04-2023,EXTRA_DATA
CUS0922,Sarah Hunter,72,female,Environmental,Savings,Pull,25-01-2024,EXTRA_DATA
CUS0923,Patrick Johnson,63,MALE,Especially,Fixed,Word,2024-02-05,EXTRA_DATA
CUS0924,Mark Norton,64,male,Peace,Savings,Discover,2022-06-08,EXTRA_DATA
CUS0925,Felicia Williams,32,Male,Talk,Fixed,Sea,2023-02-05,EXTRA_DATA
CUS0926,Daniel Snow,44,FEMALE,New,Fixed,Push,15-09-2023,EXTRA_DATA
CUS0766,Stephanie Lewis,79,Female,Top,Fixed,Bring,24/05/2023,EXTRA_DATA
CUS0928,Roger Doyle,77,female,Me,Current,View,25/03/2022,EXTRA_DATA
CUS0929,  Joshua Fowler  ,Sixty Five,M,Course,Current,Side,01/11/2024,EXTRA_DATA
CUS0930,Cheryl Jones,0,female,Over,NRI,Check,12/16/2023,EXTRA_DATA
CUS0931,Brett Martin,72,F,Away,Current,Thus,18/07/2024,EXTRA_DATA
CUS0932,  Christina Holmes  ,71,male,Various,fixed,Painting,2023-04-26,EXTRA_DATA
CUS0933,  Thomas Harris  ,38,Female,Player,Savings,Power,25-12-2023,EXTRA_DATA
INVALID_53,Tina Hall,71,Male,Line,Nri,Senior,2024-09-18,EXTRA_DATA
CUS0935,Andrea Anderson,46,FEMALE,Interesting,Savings,Worry,07-06-2024,EXTRA_DATA
CUS0936,  Kimberly Lewis  ,36,Male,Field,Savings,Fast,06/26/2024,EXTRA_DATA
CUS0937,Joseph Walker,30,FEMALE,Example,FIXED,Crime,03-02-2023,EXTRA_DATA
CUS0938,Daniel Adams,43,MALE,Against,Fixed,Sell,07/19/2022,EXTRA_DATA
CUS0939,Ryan Smith,69,Female,Occur,Current,Truth,10/09/2022,EXTRA_DATA
CUS0940,Keith Caldwell,66,FEMALE,Tree,Fixed,Here,04/01/2024,EXTRA_DATA
CUS0941,Shannon Rivera,Sixty Five,FEMALE,Ability,NRI,Tax,2022-02-24,EXTRA_DATA
CUS0942,Brandon Smith,19,F,Value,Current,Voice,15-12-2022,EXTRA_DATA
CUS0943,  Shaun Erickson  ,32,Female,Conference,NRI,Could,01/09/2024,EXTRA_DATA
CUS0944,Christopher Ramirez,42,Female,Water,Savings,Million,2024-10-05,EXTRA_DATA
CUS0945,Dana Mendez,75,m,Sea,Fixed,Deal,02/07/2024,EXTRA_DATA
CUS0946,  Michael Acosta  ,33,m,Standard,Fixed,Anything,18/10/2024,EXTRA_DATA
CUS0947,John Dougherty,70,Male,Career,Fixed,Leave,07/26/2023,EXTRA_DATA
CUS0330,Sarah Campos,37,male,To,Savings,Mrs,09/12/2023,EXTRA_DATA
CUS0949,Michael Pena,56,FEMALE,Within,Current,So,2023-11-20,EXTRA_DATA
CUS0950,Cynthia Miller,80,FEMALE,Night,Fixed,Even,11-06-2024,EXTRA_DATA
CUS0951,Frank Cooper,56,FEMALE,Bed,NRI,Government,2022-12-04,EXTRA_DATA
CUS0952,Lisa Caldwell,50,F,Herself,Current,Executive,06/29/2022,EXTRA_DATA
CUS0953,Kevin Harrison,41,MALE,Study,Current,Perform,14/12/2024,EXTRA_DATA
CUS0954,  Robert Lee  ,64,m,Popular,SAVINGS,Rock,11/19/2023,EXTRA_DATA
CUS0955,Becky Chandler,51,M,Page,Current,He,14/06/2022,EXTRA_DATA
CUS0956,Morgan Blair,70,FEMALE,Thus,Savings,Ever,08/29/2024,EXTRA_DATA
CUS0957,Jennifer Rodriguez,33,Male,Serve,Fixed,Whom,16-05-2022,EXTRA_DATA
CUS0958,  Michelle Morgan  ,Sixty Five,Other,People,Savings,Decision,2022-12-13,EXTRA_DATA
CUS0959,  Emily Miller  ,36,Other,Weight,Fixed,Financial,2024-11-07,EXTRA_DATA
INVALID_63,  Sierra Glass  ,54,Male,According,Current,Full,19-01-2023,EXTRA_DATA
CUS0961,Kathleen Brown,56,male,Choice,Current,Toward,24-09-2023,EXTRA_DATA
CUS0962,Cody Dixon,50,Male,Social,Savings,Executive,01/26/2022,EXTRA_DATA
CUS0963,Lisa Wallace,39,female,Represent,Current,Rise,24/01/2022,EXTRA_DATA
CUS0964,Kenneth Crawford,49,MALE,Bill,Savings,Responsibility,12/03/2024,EXTRA_DATA
CUS0965,Christine Jones,42,m,All,Savings,Nearly,12/17/2023,EXTRA_DATA
CUS0966,Joel Romero,68,Male,Particular,Savings,Lot,2024-01-09,EXTRA_DATA
CUS0967,John Heath,79,Male,Student,CURRENT,Skin,03-01-2022,EXTRA_DATA
CUS0968,  Stephen Green  ,23,F,Middle,savings,Perhaps,02/16/2022,EXTRA_DATA
CUS0969,Christine Mcdonald,25,male,Report,Fixed,Discover,2024-04-09,EXTRA_DATA
CUS0970,George Cook,72,m,Generation,NRI,Second,06/04/2024,EXTRA_DATA
CUS0971,Rebecca Smith,36,Other,Simple,NRI,The,03/28/2023,EXTRA_DATA
CUS0972,Kathryn Richardson,-5,Male,Everyone,Current,Series,07/09/2022,EXTRA_DATA
CUS0973,Thomas Hayden,18,Male,Office,Savings,Indicate,17/03/2022,EXTRA_DATA
CUS0974,Timothy Fox,31,female,Common,Fixed,Factor,05/13/2023,EXTRA_DATA
CUS0975,Daisy Rocha,30,F,Position,Current,Soldier,20/04/2023,EXTRA_DATA
CUS0976,Timothy Dean,32,F,Bit,NRI,Perform,2024-11-07,EXTRA_DATA
CUS0977,Karen Miller,40,m,Message,Fixed,Concern,09-03-2024,EXTRA_DATA
CUS0978,  Deborah Blackburn  ,76,m,Read,Fixed,End,2024-01-09,EXTRA_DATA
CUS0979,Kim Molina,27,Male,Exist,Current,Out,2023-06-23,EXTRA_DATA
CUS0980,Terri Williams,19,F,Few,Savings,Election,2023-08-28,EXTRA_DATA
CUS0981,Rita Harris,70,F,Late,Fixed,Quality,2024-12-26,EXTRA_DATA
CUS0982,Michael Cook,68,male,His,NRI,Strategy,28/05/2022,EXTRA_DATA
CUS0983,Tammy Rubio,40,female,Like,Fixed,She,2022-02-11,EXTRA_DATA
CUS0984,Heather Hall,24,M,Over,Savings,Clearly,21/09/2022,EXTRA_DATA
CUS0985,James Johnson,23,m,Yet,NRI,Report,06/13/2022,EXTRA_DATA
CUS0986,Nancy Wilson,25,Male,Country,Fixed,Current,2024-10-08,EXTRA_DATA
CUS0987,Teresa Rogers,70,female,Science,Current,Effect,04/29/2024,EXTRA_DATA
CUS0988,Olivia Simmons,72,Female,Throw,NRI,Themselves,08-02-2022,EXTRA_DATA
CUS0989,  Edward Davis  ,50,FEMALE,Moment,Savings,Receive,01-06-2024,EXTRA_DATA
CUS0990,Melissa Adams,59,FEMALE,Task,Savings,Cell,30-09-2022,EXTRA_DATA
CUS0991,Matthew Baker,30,Female,Challenge,Fixed,Record,2023-02-04,EXTRA_DATA
CUS0992,David Vega,64,M,Cost,Fixed,Middle,2023-08-18,EXTRA_DATA
CUS0993,Janet Bond,76,F,Speech,Savings,Recognize,02/09/2023,EXTRA_DATA
CUS0994,Elizabeth Hunt,29,MALE,Leg,Current,Owner,2024-11-25,EXTRA_DATA
CUS0995,Brian Davis,55,Male,Strategy,Fixed,Open,06-02-2022,EXTRA_DATA
CUS0996,Tiffany Torres,62,Female,Almost,Fixed,This,08/04/2024,EXTRA_DATA
CUS0997,  Sara Watts  ,78,Female,Travel,Fixed,Number,19-12-2024,EXTRA_DATA
CUS0998,Garrett Wilkins,38,Male,Young,Savings,Fight,2024-10-26,EXTRA_DATA
CUS0999,Allison Rodriguez,41,Male,Everybody,Fixed,Feel,16/09/2022,EXTRA_DATA
CUS1000,Monica Rios,71,Male,Tax,Savings,Really,02-12-2024,EXTRA_DATA
CUS1001,Sydney Anderson,Sixty Five,Male,Process,Savings,Deal,01/15/2023,EXTRA_DATA
CUS1002,Sherri Hughes,40,Female,Lose,NRI,Respond,2022-06-11,EXTRA_DATA
CUS1003,Rebecca Hughes,20,MALE,Either,NRI,Free,03-06-2024,EXTRA_DATA
CUS1004,Samuel Ward,67,Female,Arrive,Fixed,Laugh,29-05-2023,EXTRA_DATA
CUS1005,Kayla Henderson,51,MALE,Sound,Current,Else,07/23/2023,EXTRA_DATA
CUS1006,Matthew Swanson,73,M,Television,Fixed,Teacher,2023-04-28,EXTRA_DATA
CUS1007,Megan Gallagher,31,m,Enter,Current,Important,2022-01-16,EXTRA_DATA
CUS1008,Tracy Bean,30,Male,Coach,Current,Girl,2022-01-13,EXTRA_DATA
CUS1009,  Beverly Silva  ,20,Other,Away,Savings,Large,23-10-2022,EXTRA_DATA
CUS1010,Dylan Nguyen,72,Male,Base,Savings,Decision,2022-03-24,EXTRA_DATA
CUS1011,Joanna Smith,51,m,Region,Savings,Training,01/05/2023,EXTRA_DATA
CUS1012,James Hall,Twenty,Female,Difficult,Fixed,Data,22-07-2024,EXTRA_DATA
CUS1013,Cole Harvey,62,Female,Drug,NRI,Matter,19/02/2023,EXTRA_DATA
CUS1014,  John Waters  ,69,Other,President,NRI,Show,2022-01-19,EXTRA_DATA
CUS1015,Summer Hernandez,62,male,Whatever,Savings,Into,2023-07-23,EXTRA_DATA
CUS1016,Jessica Burnett,37,Female,Hear,Current,Rock,05-04-2023,EXTRA_DATA
CUS1017,Carlos Ellis,56,Female,Blood,Nri,Whole,2023-05-09,EXTRA_DATA
CUS1018,Heidi Peterson,72,MALE,Conference,Savings,Concern,2022-12-19,EXTRA_DATA
CUS1019,Erik Carpenter,49,M,Perhaps,NRI,Site,2023-11-16,EXTRA_DATA
CUS1020,Tristan Simon,55,MALE,West,NRI,Up,11/18/2024,EXTRA_DATA
CUS1021,Michelle Stark,34,F,Very,NRI,Clearly,21-07-2022,EXTRA_DATA
CUS1022,Angela Hubbard,55,m,Media,Current,Strong,07/14/2022,EXTRA_DATA
CUS1023,Lauren Henderson,44,Female,Air,Savings,Deal,12/16/2022,EXTRA_DATA
CUS1024,Sherry Burnett,74,FEMALE,Hard,NRI,Professional,2023-05-14,EXTRA_DATA
CUS1025,Allison Moore,64,Male,Study,NRI,Just,08/11/2023,EXTRA_DATA
CUS1026,Kim Ryan,56,female,Now,Fixed,We,25/06/2024,EXTRA_DATA
CUS1027,Wendy Ramirez,22,Other,Everything,NRI,Including,10-07-2024,EXTRA_DATA
CUS1028,Rebecca Conway,26,FEMALE,Against,Current,Say,26/05/2024,EXTRA_DATA
CUS0884,Anna White,56,MALE,Improve,NRI,Create,05/03/2022,EXTRA_DATA
CUS1030,  Eugene Wilson  ,35,male,Value,Savings,Ten,02/19/2022,EXTRA_DATA
CUS1031,Luis Johnson,64,male,Produce,Current,Site,04/04/2024,EXTRA_DATA
CUS1032,Natalie Johnson,41,M,Along,Current,Crime,11/08/2024,EXTRA_DATA
CUS1033,Alexis White,73,FEMALE,Guy,Savings,Raise,06/12/2023,EXTRA_DATA
CUS1034,Elijah Brown,Thirty Four,Other,Down,NRI,Will,2022-12-29,EXTRA_DATA
CUS1035,Earl Mendez,53,Male,Make,Savings,Serious,2024-10-30,EXTRA_DATA
CUS1036,Patrick Rowe,56,m,Ten,Current,Majority,14-05-2023,EXTRA_DATA
CUS1037,Michael Christensen,56,male,A,NRI,Woman,03-06-2023,EXTRA_DATA
CUS1038,Ricky Murphy,45,Female,Either,Savings,Laugh,02/18/2022,EXTRA_DATA
CUS1039,Cody Wilson,42,F,From,Savings,Such,08/08/2023,EXTRA_DATA
CUS1040,Ronnie Davis,50,female,Story,Savings,Turn,08/22/2024,EXTRA_DATA
CUS1041,Paula Mitchell,69,F,Again,Current,Government,14-12-2022,EXTRA_DATA
CUS1042,Zachary Cuevas,32,male,Away,NRI,Way,25-10-2023,EXTRA_DATA
INVALID_53,Vincent Robinson,23,F,Education,NRI,Remember,2024-07-28,EXTRA_DATA
CUS1044,Caitlyn Patterson,80,FEMALE,Through,Fixed,Audience,02/10/2022,EXTRA_DATA
CUS1045,Ashlee Brock,26,M,Feel,Fixed,Number,27-11-2023,EXTRA_DATA
CUS1046,Charles Peterson,61,m,School,NRI,Quality,2023-07-14,EXTRA_DATA
CUS1047,  Richard Pruitt  ,50,M,Computer,Savings,Interesting,2024-12-04,EXTRA_DATA
CUS1048,  Christopher Marshall  ,37,female,West,Current,Second,05/03/2022,EXTRA_DATA
CUS1049,Kevin Ruiz,78,female,Special,NRI,When,23-01-2024,EXTRA_DATA
CUS1050,Carlos King,49,Other,Fall,NRI,Toward,06/06/2024,EXTRA_DATA
CUS1051,Sandra Carr,72,MALE,Soon,NRI,Civil,17/02/2024,EXTRA_DATA
CUS1052,  Chris Reed  ,64,M,Word,Fixed,Painting,24/03/2022,EXTRA_DATA
CUS1053,David Mata,60,Male,Eye,Savings,Suffer,2024-12-07,EXTRA_DATA
CUS1054,Regina Stanley,78,F,Between,NRI,Produce,09-02-2022,EXTRA_DATA
CUS1055,  Tracy Vega  ,40,m,Scientist,NRI,Many,26-12-2023,EXTRA_DATA
CUS1056,Laura Turner,54,MALE,Spring,Savings,Feel,16-06-2022,EXTRA_DATA
CUS1057,Sandra Mahoney,75,Other,How,Savings,Democrat,04/19/2024,EXTRA_DATA
CUS1058,Justin Mccoy,63,F,Tax,Fixed,Agency,06/01/2022,EXTRA_DATA
CUS1059,Kristen Daniels,24,m,Stay,Current,Employee,08/11/2022,EXTRA_DATA
CUS1060,Matthew Mcdonald,43,Female,Will,NRI,Reach,08-07-2022,EXTRA_DATA
CUS1061,Ashley Jefferson,52,female,About,NRI,Feeling,06/20/2024,EXTRA_DATA
CUS1062,William Molina,65,M,Generation,Savings,Out,2024-04-18,EXTRA_DATA
CUS1063,Christopher Brown,74,Other,Here,Fixed,Day,20-04-2022,EXTRA_DATA
CUS1064,Tristan Adams,30,Male,Magazine,NRI,Main,14-02-2024,EXTRA_DATA
CUS1065,Michelle Ayers,Sixty Five,M,Understand,SAVINGS,My,24/03/2023,EXTRA_DATA
CUS1066,David Riggs,150,MALE,Consumer,Savings,Better,10/24/2023,EXTRA_DATA
CUS1067,Kendra York,37,Other,Set,Current,Budget,2022-11-06,EXTRA_DATA
CUS1068,Jason Fox,41,MALE,Include,Savings,Know,02/06/2024,EXTRA_DATA
CUS1069,Zachary Sullivan,68,MALE,Man,NRI,Compare,2022-10-27,EXTRA_DATA
CUS1070,Amy Frye,55,Male,Skin,Current,Heavy,20-12-2022,EXTRA_DATA
CUS1071,  Zachary Fletcher  ,43,Other,Institution,Savings,Especially,03/03/2022,EXTRA_DATA
INVALID_27,Amanda Pacheco,34,m,Likely,Savings,Spring,03/11/2023,EXTRA_DATA
CUS1073,Crystal Garcia,54,MALE,Leader,NRI,Stock,17-08-2024,EXTRA_DATA
CUS1074,Sarah Ryan,Sixty Five,female,Local,Savings,Bring,08/31/2023,EXTRA_DATA
