StudentID,Name,Age,Gender,EnrollmentDate,CourseID,HospitalID,Status,ExtraColumn
STU1036,Stephanie Gomez,60,m,22/05/2024,COU0014,HOS0005,Suspended,EXTRA_DATA
STU1037,Jessica Bell,72,MALE,30-05-2024,COU0003,HOS0010,Suspended,EXTRA_DATA
STU1038,Jill Lynch,51,male,25/07/2023,COU0010,HOS0002,Graduated,EXTRA_DATA
STU1039,Wyatt Spence,71,F,19/05/2022,COU0012,HOS0011,Graduated,EXTRA_DATA
STU1040,Patricia Lynch,24,Female,2022-06-21,COU0011,HOS0005,Dropped,EXTRA_DATA
STU1041,Kelli Moore,40,female,27-12-2022,COU0011,HOS0014,Dropped,EXTRA_DATA
STU1042,Jeremy Nash,21,Male,14-12-2022,COU0002,HOS0015,Dropped,EXTRA_DATA
STU1043,Michele Simmons,71,Other,2022-12-18,COU0004,HOS0007,DROPPED,EXTRA_DATA
STU1044,  David Wilson  ,55,FEMALE,10/31/2023,COU0006,HOS0011,SUSPENDED,EXTRA_DATA
STU1045,Jennifer Brown,44,female,19/07/2022,COU0017,HOS0003,Graduated,EXTRA_DATA
STU1046,  Joshua Hill  ,0,female,15-01-2023,COU0018,HOS0014,Active,EXTRA_DATA
STU1047,Erin Herrera,76,M,2024-10-12,COU0017,HOS0017,Active,EXTRA_DATA
STU1048,  Carly Dawson  ,20,F,20/04/2022,COU0006,HOS0019,ACTIVE,EXTRA_DATA
STU1049,Daniel Anderson,27,Male,2022-02-22,COU0020,HOS0010,dropped,EXTRA_DATA
STU1050,Elizabeth Petersen,45,m,2023-11-26,COU0003,HOS0006,Active,EXTRA_DATA
STU1051,  Dale Wright  ,59,MALE,12/20/2023,COU0007,HOS0010,Graduated,EXTRA_DATA
STU1052,  Eric Allen  ,20,Other,2022-01-23,COU0001,HOS0009,Graduated,EXTRA_DATA
STU1053,  Benjamin Gardner  ,57,M,2024-09-10,COU0006,HOS0010,Active,EXTRA_DATA
STU1054,David Barnes,79,MALE,09-02-2022,COU0007,HOS0007,Dropped,EXTRA_DATA
STU1055,  Kimberly Bond  ,30,male,04/03/2023,COU0006,HOS0012,Active,EXTRA_DATA
STU1056,Christian Davila,37,M,18-05-2022,COU0014,HOS0018,Active,EXTRA_DATA
STU1057,Billy Collins,61,m,2023-06-05,COU0005,HOS0006,Graduated,EXTRA_DATA
STU1058,Kaylee Gomez,Twenty,FEMALE,2022-01-06,COU0015,HOS0017,Active,EXTRA_DATA
STU1059,Ashley Bridges,36,m,2022-04-08,COU0007,HOS0001,Dropped,EXTRA_DATA
STU1060,  Michael Romero  ,19,m,2023-07-27,COU0014,HOS0009,Dropped,EXTRA_DATA
STU1061,Michael Smith,49,Other,2023-11-06,COU0003,HOS0004,Dropped,EXTRA_DATA
STU1062,James Harris,58,Female,25/10/2023,COU0007,HOS0011,Graduated,EXTRA_DATA
STU1063,Kevin Schmitt,49,female,28-06-2023,COU0003,HOS0016,Graduated,EXTRA_DATA
STU1064,Kim Mendoza,22,female,24/04/2022,COU0019,HOS0002,Active,EXTRA_DATA
STU1065,John Mcbride,35,M,19-04-2023,COU0004,HOS0009,SUSPENDED,EXTRA_DATA
STU1066,John Craig,51,Male,2023-05-31,COU0020,HOS0014,Suspended,EXTRA_DATA
STU1067,Jose Casey,66,male,03/28/2024,COU0008,HOS0003,Active,EXTRA_DATA
STU1068,Tiffany Hill,33,Male,07/10/2022,COU0018,HOS0008,Dropped,EXTRA_DATA
STU1069,  Jacqueline Levy  ,53,FEMALE,2022-08-17,COU0019,HOS0009,Graduated,EXTRA_DATA
STU1070,Krystal Howard,61,m,2022-02-10,COU0005,HOS0017,Suspended,EXTRA_DATA
STU1071,Rachel Roberts,40,Other,08-11-2022,COU0011,HOS0011,Graduated,EXTRA_DATA
STU1072,John Dixon,78,F,12/27/2023,COU0015,HOS0015,Dropped,EXTRA_DATA
STU1073,Gregory Thompson,42,FEMALE,06/08/2023,COU0007,HOS9999,Suspended,EXTRA_DATA
STU1074,Adrian Wheeler,51,Male,14/09/2022,COU0010,HOS0012,Suspended,EXTRA_DATA
STU1075,Rita Barrera,57,female,05-02-2024,COU0007,HOS0014,Dropped,EXTRA_DATA
STU1076,Jeffrey Huff,45,FEMALE,02-03-2022,COU0005,HOS0019,Dropped,EXTRA_DATA
STU0563,  John Torres  ,67,Other,03/26/2023,COU0013,HOS0015,Dropped,EXTRA_DATA
STU1078,  Lisa Bartlett  ,63,male,2024-09-02,COU0010,HOS0012,Dropped,EXTRA_DATA
STU1079,Kimberly Brooks,37,female,2023-02-23,COU0020,HOS0016,Suspended,EXTRA_DATA
STU1080,Tony Humphrey,77,MALE,22/06/2022,COU9999,HOS0005,Active,EXTRA_DATA
STU1081,Peter Townsend,50,M,15/05/2023,COU0002,HOS0014,Active,EXTRA_DATA
STU1082,  Monique Johnson  ,73,Male,02-11-2024,COU0005,HOS0010,Dropped,EXTRA_DATA
STU1083,Michelle Porter,25,female,27/12/2024,COU0006,HOS0007,Suspended,EXTRA_DATA
STU1084,Parker Kim,Twenty,Male,15-12-2022,COU0002,HOS0014,active,EXTRA_DATA
STU1085,Tami Espinoza,23,M,22/03/2022,COU0019,HOS0014,graduated,EXTRA_DATA
STU1086,Lucas Christian,59,FEMALE,2022-08-31,COU0004,HOS0012,Active,EXTRA_DATA
STU1087,Steven Velazquez,28,M,2022-09-04,COU0016,HOS0016,Graduated,EXTRA_DATA
STU1088,Jeffrey Davis,Sixty Five,M,03/10/2024,COU0013,HOS0020,Dropped,EXTRA_DATA
STU1089,Veronica Burch,36,Other,2022-05-29,COU0017,HOS0013,Active,EXTRA_DATA
STU1090,Jose Richards,21,M,01/16/2024,COU0014,HOS0005,Graduated,EXTRA_DATA
STU1091,  Julie Wise  ,54,M,08/06/2023,COU0016,HOS0016,Active,EXTRA_DATA
STU1092,Patricia Parker,75,F,06/28/2022,COU0017,HOS0017,Suspended,EXTRA_DATA
STU1093,Keith Vega,76,m,29-06-2022,COU0007,HOS0014,active,EXTRA_DATA
STU1094,Thomas Fowler,19,M,27/08/2024,COU0003,HOS0018,Dropped,EXTRA_DATA
STU1095,Brandy Garcia,64,Other,10/20/2024,COU0019,HOS0008,Dropped,EXTRA_DATA
STU1096,Bryan Davis,0,male,02/08/2022,COU0013,HOS0004,Active,EXTRA_DATA
STU1097,  Christopher Adams  ,44,Other,17/09/2023,COU0010,HOS0014,Active,EXTRA_DATA
STU1098,Ronnie Brown,20,Other,09/07/2023,COU0015,HOS0001,Graduated,EXTRA_DATA
STU1099,Brent Taylor,73,F,19/10/2022,COU0014,HOS0001,Active,EXTRA_DATA
STU1072,Christopher Day,25,Other,07/27/2022,COU0015,HOS0017,Active,EXTRA_DATA
STU1101,  Lindsey King  ,35,FEMALE,06/10/2024,COU0005,HOS0016,Dropped,EXTRA_DATA
STU1102,Andre Cervantes,71,Other,06/20/2022,COU0009,HOS0013,Graduated,EXTRA_DATA
STU1103,  Adam Garrett  ,71,Male,27/12/2023,COU0009,HOS0003,graduated,EXTRA_DATA
STU1104,  Megan Cooper  ,48,FEMALE,2023-06-28,COU0005,HOS0009,SUSPENDED,EXTRA_DATA
STU1105,Andrew Martinez,23,F,14-08-2024,COU0002,HOS0006,Suspended,EXTRA_DATA
STU1106,Matthew Hernandez,19,Other,27-05-2023,COU0003,HOS0004,Suspended,EXTRA_DATA
STU1107,Megan Smith,27,FEMALE,2023-08-12,COU0020,HOS0016,Graduated,EXTRA_DATA
STU1108,Sherri Craig,36,F,2023-10-26,COU0008,HOS0005,Suspended,EXTRA_DATA
STU1109,Paul Lyons,38,m,2023-06-27,COU0006,HOS0018,Active,EXTRA_DATA
STU1110,Matthew Thompson,32,Female,13/10/2023,COU0020,HOS0001,Graduated,EXTRA_DATA
STU1111,Jennifer Brown,56,Female,12/14/2023,COU0007,HOS0015,Active,EXTRA_DATA
STU1112,Katherine Alvarez,52,M,2024-09-07,COU0009,HOS0015,Dropped,EXTRA_DATA
STU1113,Michelle Chavez,Twenty,Female,22-04-2024,COU0002,HOS0018,Graduated,EXTRA_DATA
STU1114,Natalie Johnson,63,M,11/19/2024,COU0018,HOS0016,Active,EXTRA_DATA
STU1115,Ann Berger,57,m,18-12-2022,COU0002,HOS0003,Active,EXTRA_DATA
STU1116,Amy Marshall,40,M,03/16/2023,COU0012,HOS0014,Dropped,EXTRA_DATA
STU1117,Rachel Hill,34,F,08/10/2023,COU0018,HOS0004,Graduated,EXTRA_DATA
STU1118,  Kevin Jacobs  ,34,female,2024-02-15,COU0004,HOS0002,Active,EXTRA_DATA
STU1119,Bailey Arnold,51,Male,09/20/2023,COU0019,HOS0018,Graduated,EXTRA_DATA
STU1120,Kyle Adams,28,M,2022-12-25,COU0015,HOS0005,Active,EXTRA_DATA
STU1121,Kelly Sanders,78,female,06/09/2022,COU0002,HOS0005,Dropped,EXTRA_DATA
STU1122,Claudia Burns,43,FEMALE,2022-07-17,COU0004,HOS0016,Suspended,EXTRA_DATA
STU1123,Dustin Butler,24,MALE,06/29/2022,COU9999,HOS0012,Active,EXTRA_DATA
INVALID_18,Ian Hendricks,60,Other,19/07/2022,COU0004,HOS0019,Active,EXTRA_DATA
STU1125,Jessica Jones,28,Male,24-07-2024,COU0012,HOS0016,Active,EXTRA_DATA
STU1126,Jenna Kelly,60,Other,06/08/2023,COU0016,HOS0001,Suspended,EXTRA_DATA
STU1127,Susan Fernandez,52,female,11/08/2023,COU0013,HOS0005,Suspended,EXTRA_DATA
STU1128,  Adam Miller  ,30,M,2024-04-30,COU0005,HOS0009,Graduated,EXTRA_DATA
STU1129,Michael Coleman,77,F,14/02/2024,COU0006,HOS0017,Active,EXTRA_DATA
STU1130,Edwin Holmes,67,F,2024-12-11,COU0014,HOS0009,Active,EXTRA_DATA
STU1131,Melinda Vaughan,28,F,05-01-2022,COU0001,HOS0020,Suspended,EXTRA_DATA
STU1132,Tiffany Campbell,24,M,09/26/2024,COU0002,HOS0012,Graduated,EXTRA_DATA
STU1133,Brent Wright,0,male,25-12-2022,COU0007,HOS0002,suspended,EXTRA_DATA
STU1134,Dennis Perez,52,F,06/20/2024,COU0014,HOS0007,Suspended,EXTRA_DATA
STU1135,Jacqueline Snow,35,MALE,2023-07-05,COU0001,HOS0013,Dropped,EXTRA_DATA
STU1136,Nathaniel Stewart,39,MALE,17/04/2022,COU0012,HOS0011,Active,EXTRA_DATA
INVALID_98,Darren Wilson,56,FEMALE,20-08-2023,COU0019,HOS0007,Dropped,EXTRA_DATA
STU1138,Tina Rogers,18,MALE,08/29/2022,COU0002,HOS0017,Active,EXTRA_DATA
STU1139,Kathy Gray,56,Female,03/08/2022,COU0005,HOS0002,Active,EXTRA_DATA
STU1140,  Erica Warner  ,18,F,08-06-2023,COU0002,HOS0004,Active,EXTRA_DATA
STU1141,Joanna Page,46,female,2024-03-30,COU0014,HOS0014,Suspended,EXTRA_DATA
STU1142,Felicia Phelps,41,male,10-12-2022,COU0015,HOS0005,Graduated,EXTRA_DATA
STU1143,  Wendy Cherry  ,Twenty,male,28/01/2024,COU0007,HOS0004,Graduated,EXTRA_DATA
STU1144,Rebecca Gomez,23,F,02/25/2022,COU0015,HOS0003,Suspended,EXTRA_DATA
STU1145,Jose Olsen,39,male,18-10-2022,COU0017,HOS0016,Active,EXTRA_DATA
STU1146,Amanda Sanders,21,Other,17-05-2022,COU0013,HOS0002,SUSPENDED,EXTRA_DATA
STU1147,Jeffrey Hall,48,Female,09/07/2024,COU0006,HOS0010,Graduated,EXTRA_DATA
STU1148,Marcus Everett,53,MALE,09-11-2022,COU0002,HOS0013,Graduated,EXTRA_DATA
STU1149,Savannah Johnston,56,female,2023-04-23,COU0016,HOS0013,Suspended,EXTRA_DATA
STU1150,Jessica Gordon,77,F,04/07/2023,COU0007,HOS0015,Graduated,EXTRA_DATA
STU1151,Alexa Martin,67,Female,01/01/2022,COU0010,HOS0004,Suspended,EXTRA_DATA
STU1152,Justin Ashley,30,Male,11/11/2023,COU0016,HOS0008,Active,EXTRA_DATA
STU1153,Stephen Mack,41,male,01-02-2022,COU0017,HOS0005,Dropped,EXTRA_DATA
STU1154,Sylvia Robinson,50,female,03-01-2023,COU0012,HOS0004,Active,EXTRA_DATA
STU1155,Thomas Martin,28,Female,2024-06-22,COU0009,HOS0014,Dropped,EXTRA_DATA
STU1156,Shaun Hancock,25,MALE,04/05/2023,COU0007,HOS0002,Suspended,EXTRA_DATA
STU1157,Angela Gonzalez,30,FEMALE,12/30/2022,COU0015,HOS0020,Suspended,EXTRA_DATA
STU1158,Brian Parker,56,male,27/05/2023,COU0018,HOS0015,Graduated,EXTRA_DATA
STU1159,Zachary Clark,40,Other,14/03/2024,COU0007,HOS0006,Active,EXTRA_DATA
STU1160,Robert Romero,28,Male,08/04/2023,COU0002,HOS0004,Suspended,EXTRA_DATA
STU1161,Gina Chapman,22,MALE,03/02/2024,COU0003,HOS0010,Active,EXTRA_DATA
STU1162,  Brittany Roberts  ,30,male,20/10/2023,COU0005,HOS0003,Graduated,EXTRA_DATA
STU1163,Jessica Schwartz,52,Female,2024-09-21,COU0019,HOS0018,Graduated,EXTRA_DATA
STU1164,Brandi Clark,71,Other,24/03/2023,COU0011,HOS0020,Dropped,EXTRA_DATA
STU1165,Brandi Chan,0,m,10/26/2022,COU0017,HOS0019,Active,EXTRA_DATA
STU0707,  Angela Reyes  ,18,MALE,06/04/2024,COU0007,HOS0004,Active,EXTRA_DATA
STU1167,Dawn Cole,150,FEMALE,25-11-2023,COU0002,HOS0004,Dropped,EXTRA_DATA
STU1168,Samantha Diaz,41,F,10-02-2024,COU0006,HOS0004,Graduated,EXTRA_DATA
STU0114,Brianna Johnson,63,MALE,2024-02-07,COU0008,HOS0016,ACTIVE,EXTRA_DATA
STU1170,Stephen Ross,76,M,2022-08-29,COU0020,HOS0010,Suspended,EXTRA_DATA
STU1171,Matthew Brown,55,female,29-10-2024,COU0018,HOS0003,Suspended,EXTRA_DATA
STU1172,Jennifer Hernandez,64,Female,07/26/2024,COU0007,HOS0012,active,EXTRA_DATA
STU0709,  Katie Williams  ,53,F,2024-09-13,COU0001,HOS0018,Suspended,EXTRA_DATA
STU1174,  Shawn White  ,22,M,2022-02-02,COU0003,HOS0005,Dropped,EXTRA_DATA
STU1175,Gabriel Powell,150,female,27-06-2022,COU0018,HOS0010,Graduated,EXTRA_DATA
STU1176,Julia Campbell,50,F,11/03/2024,COU0014,HOS0020,Suspended,EXTRA_DATA
STU1177,Timothy Moon,32,male,2022-11-11,COU0009,HOS0005,Active,EXTRA_DATA
STU1178,Daniel Ayala,44,MALE,15-03-2022,COU0017,HOS0015,dropped,EXTRA_DATA
STU1179,  Justin Mcbride  ,75,male,2024-02-18,COU0018,HOS0002,Graduated,EXTRA_DATA
STU1180,Anthony Boyd,27,F,2023-04-06,COU0002,HOS0011,Active,EXTRA_DATA
STU1181,Allen Lopez,77,M,15-04-2023,COU0018,HOS0003,Suspended,EXTRA_DATA
STU1182,  Joy Rogers  ,23,Male,07/20/2024,COU0011,HOS0013,Suspended,EXTRA_DATA
STU1183,Donald Price,21,male,2024-03-04,COU0006,HOS0001,Active,EXTRA_DATA
STU1184,Mark Miller,62,MALE,09/20/2024,COU0016,HOS9999,Graduated,EXTRA_DATA
STU1185,Jeffrey Garcia,22,M,21-06-2024,COU0008,HOS0020,Graduated,EXTRA_DATA
STU1186,Dale Mason,69,male,2024-09-07,COU0019,HOS0016,Dropped,EXTRA_DATA
STU1187,Tiffany Austin,74,Female,08/02/2023,COU0017,HOS0010,Active,EXTRA_DATA
STU1188,John Salas,20,Male,2024-11-11,COU0015,HOS0005,Active,EXTRA_DATA
STU1189,Courtney Mora,0,FEMALE,02/02/2023,COU0002,HOS0020,Graduated,EXTRA_DATA
STU1190,Tonya Griffin,78,MALE,19-07-2023,COU0019,HOS0010,Dropped,EXTRA_DATA
STU1191,  Michael Thomas  ,76,FEMALE,2022-08-28,COU0015,HOS0002,Active,EXTRA_DATA
STU1192,Richard Trujillo,56,male,02/26/2022,COU0020,HOS0002,Suspended,EXTRA_DATA
STU1193,Donna Perez,20,M,29/06/2024,COU0016,HOS0009,Graduated,EXTRA_DATA
STU1194,Ryan Mcclure,76,female,06/07/2023,COU0015,HOS0002,Suspended,EXTRA_DATA
STU1195,Meagan Schneider,0,female,05-06-2022,COU0015,HOS0012,Active,EXTRA_DATA
STU1196,Paul Lucas,67,M,11/14/2022,COU0005,HOS0020,Suspended,EXTRA_DATA
STU1197,Anne Christensen,56,Female,07/02/2022,COU0003,HOS0009,Dropped,EXTRA_DATA
STU1198,Anne Alexander,21,FEMALE,07/03/2023,COU0011,HOS0015,Active,EXTRA_DATA
STU1199,  Karen Lee  ,18,M,10/14/2023,COU0006,HOS0020,DROPPED,EXTRA_DATA
STU1200,Marco Brooks,51,Other,09/09/2024,COU0009,HOS0019,SUSPENDED,EXTRA_DATA
STU1201,Donald Burke,74,male,08/07/2022,COU0002,HOS0016,Active,EXTRA_DATA
STU1202,  Sarah Johnson  ,Sixty Five,M,2022-09-03,COU0005,HOS0017,Suspended,EXTRA_DATA
STU1203,Lori Martin,77,Male,2024-10-27,COU0001,HOS9999,Active,EXTRA_DATA
STU1204,Christine Bonilla,35,F,2022-02-28,COU0014,HOS0011,Suspended,EXTRA_DATA
STU0021,Victoria Houston,45,Other,2022-12-24,COU0008,HOS0006,Suspended,EXTRA_DATA
STU1206,  Amanda Harrison  ,44,FEMALE,11/04/2022,COU0019,HOS0002,Active,EXTRA_DATA
STU1207,  Lauren Robertson  ,28,Other,2024-07-22,COU0017,HOS0006,Suspended,EXTRA_DATA
STU1208,  Elizabeth Graves  ,45,Female,14-06-2024,COU0019,HOS0012,Active,EXTRA_DATA
STU1209,Jonathan Thomas,18,Male,02/03/2023,COU0016,HOS0014,Suspended,EXTRA_DATA
STU1210,Holly Sanchez,28,Other,2023-09-28,COU0014,HOS9999,Graduated,EXTRA_DATA
STU1211,Matthew Allen,51,F,12-07-2024,COU0002,HOS0018,active,EXTRA_DATA
INVALID_47,Julie Brown,71,M,02/04/2022,COU0006,HOS0018,Active,EXTRA_DATA
STU1213,  Barbara Paul  ,37,m,2024-11-21,COU0007,HOS0009,Dropped,EXTRA_DATA
STU1214,Jason Shields,49,F,05/21/2022,COU0001,HOS0005,Dropped,EXTRA_DATA
STU1215,Michael Coleman,42,F,24-11-2022,COU0010,HOS0015,Active,EXTRA_DATA
STU1216,Melanie Hopkins,40,male,2022-10-09,COU0016,HOS0019,Dropped,EXTRA_DATA
STU1217,John Williams,24,MALE,12/14/2023,COU0019,HOS0007,Suspended,EXTRA_DATA
STU1218,Richard Hughes,31,m,20/07/2024,COU0001,HOS0013,Graduated,EXTRA_DATA
STU1219,Brenda Patterson,35,M,05/21/2023,COU0012,HOS0011,dropped,EXTRA_DATA
STU1220,Larry Hayes,23,Male,21/03/2022,COU0012,HOS0011,DROPPED,EXTRA_DATA
STU1221,  David Mcknight  ,46,Male,2024-11-14,COU0010,HOS0014,Graduated,EXTRA_DATA
STU1222,Paul Glover,63,M,25-11-2024,COU0010,HOS0009,Dropped,EXTRA_DATA
STU1223,  Kyle Martinez  ,35,Other,2024-10-07,COU0005,HOS0011,Active,EXTRA_DATA
STU1224,Jack Levine,Thirty Four,m,10-11-2024,COU0008,HOS0018,Active,EXTRA_DATA
STU1225,Justin Soto,75,FEMALE,2022-01-18,COU0008,HOS0008,Dropped,EXTRA_DATA
INVALID_15,  Albert Koch  ,54,F,14/12/2024,COU0003,HOS0005,Suspended,EXTRA_DATA
STU1227,Sarah Coleman,75,Other,12/09/2022,COU0017,HOS0018,Graduated,EXTRA_DATA
STU1228,Tricia Scott,47,female,10-11-2023,COU0007,HOS0016,Dropped,EXTRA_DATA
STU1229,Andre Alexander,70,male,06/06/2023,COU0010,HOS0010,Graduated,EXTRA_DATA
STU1230,Kimberly Parker,46,female,11-03-2022,COU0007,HOS0006,Dropped,EXTRA_DATA
STU1231,Leslie Watson,73,female,06/11/2024,COU0009,HOS0007,Graduated,EXTRA_DATA
STU1232,John Monroe,42,MALE,2022-11-25,COU0005,HOS0004,Suspended,EXTRA_DATA
STU1233,Deborah Murphy,50,M,2022-08-15,COU0015,HOS0017,Graduated,EXTRA_DATA
STU1234,Yvonne Moreno,60,female,10/22/2022,COU0011,HOS0011,Suspended,EXTRA_DATA
STU1235,Kendra Gross,57,FEMALE,03/02/2024,COU0015,HOS0001,Suspended,EXTRA_DATA
STU1236,Kimberly Johnson,30,FEMALE,12/24/2022,COU0013,HOS0014,Suspended,EXTRA_DATA
STU1237,Steven Torres,53,Male,2023-06-03,COU0015,HOS0006,Suspended,EXTRA_DATA
STU1238,Kenneth Lyons,64,Other,11/08/2023,COU0010,HOS0012,Active,EXTRA_DATA
STU1239,Dawn Hunt,76,Other,2024-04-22,COU0007,HOS0015,Dropped,EXTRA_DATA
STU0460,Eric Ramirez,51,male,06-12-2023,COU0002,HOS0002,Dropped,EXTRA_DATA
STU1241,Jason Gonzales,69,female,04/05/2022,COU0008,HOS0004,Dropped,EXTRA_DATA
STU1242,Shane Smith,32,Other,2022-01-07,COU0009,HOS0015,graduated,EXTRA_DATA
STU1243,Kathleen Huang,51,m,11-12-2024,COU0003,HOS0008,Suspended,EXTRA_DATA
STU1244,  Justin Logan  ,Thirty Four,Other,2022-08-01,COU0017,HOS0015,Dropped,EXTRA_DATA
STU1245,  Erin Shelton  ,40,F,21-11-2023,COU0008,HOS0016,Graduated,EXTRA_DATA
STU1246,Justin Davis,21,m,04/12/2024,COU0019,HOS0020,Graduated,EXTRA_DATA
STU1247,Michelle Tate,78,FEMALE,02/09/2023,COU0005,HOS0014,Active,EXTRA_DATA
STU1248,William Parks,57,Other,07/14/2022,COU0011,HOS0001,Suspended,EXTRA_DATA
STU1249,Denise Wyatt,68,F,16/12/2022,COU0012,HOS0009,Dropped,EXTRA_DATA
STU1250,Kevin Larsen,42,MALE,2024-10-13,COU0004,HOS0001,Graduated,EXTRA_DATA
STU1251,Sandra Burton,59,M,08/25/2023,COU0014,HOS0001,Graduated,EXTRA_DATA
STU1252,Alisha Marshall,46,M,28/03/2022,COU0011,HOS0014,Dropped,EXTRA_DATA
STU1071,Angela Contreras,65,M,09-05-2023,COU0020,HOS0009,Active,EXTRA_DATA
STU1254,Paula Watson,30,Female,09-01-2023,COU0003,HOS0017,Active,EXTRA_DATA
STU1255,Lisa Chen,0,male,2024-07-20,COU0002,HOS0011,Graduated,EXTRA_DATA
STU1256,Walter Marsh,44,Female,08/27/2024,COU0020,HOS0020,Graduated,EXTRA_DATA
STU1257,Phillip Nelson,39,FEMALE,09/10/2023,COU0008,HOS0011,Suspended,EXTRA_DATA
STU1258,Nathan Gamble,40,FEMALE,2024-05-15,COU0019,HOS0003,Active,EXTRA_DATA
STU1259,Michael Floyd,53,F,2022-07-13,COU9999,HOS0004,Suspended,EXTRA_DATA
STU1260,  Christina Jones  ,29,male,2024-09-24,COU0002,HOS0020,Dropped,EXTRA_DATA
STU1261,Thomas Perez,36,F,04/24/2024,COU0002,HOS0007,Active,EXTRA_DATA
STU1262,Vanessa Adams,19,Male,08/08/2022,COU0013,HOS0018,Suspended,EXTRA_DATA
STU1263,  Albert Berry  ,65,male,10-01-2022,COU0015,HOS0019,Active,EXTRA_DATA
STU1264,Jay Osborne,75,female,2024-07-17,COU0016,HOS0007,Dropped,EXTRA_DATA
STU1265,Jonathan Franklin,63,Other,14-03-2023,COU0013,HOS0007,Graduated,EXTRA_DATA
STU1266,Howard Henderson,33,MALE,2022-02-01,COU0016,HOS0003,Active,EXTRA_DATA
STU1267,Robert Davidson,Twenty,MALE,27-03-2023,COU0008,HOS0016,Dropped,EXTRA_DATA
STU1268,  Thomas Anderson  ,31,Male,2024-12-12,COU0010,HOS0008,Suspended,EXTRA_DATA
STU0064,Anna Lewis,44,Other,02/01/2022,COU0015,HOS0003,Graduated,EXTRA_DATA
STU1270,Judy Matthews,78,Other,2023-08-29,COU0018,HOS0014,Dropped,EXTRA_DATA
STU1271,Veronica Turner,53,Female,2022-05-12,COU0007,HOS0015,Active,EXTRA_DATA
STU1272,  Claudia Flores  ,44,male,05/24/2023,COU0001,HOS0012,Graduated,EXTRA_DATA
STU1273,Dawn Khan,61,male,2022-07-13,COU0005,HOS0010,Dropped,EXTRA_DATA
STU1274,Brittany Dyer,59,Female,25/04/2022,COU0019,HOS0010,graduated,EXTRA_DATA
STU1275,  Robin Suarez  ,39,FEMALE,09/11/2022,COU0008,HOS0010,Suspended,EXTRA_DATA
STU1276,Tiffany Williams,37,male,03/02/2022,COU0004,HOS0005,active,EXTRA_DATA
STU1277,Matthew Stevenson,49,M,27-08-2022,COU0014,HOS0019,Suspended,EXTRA_DATA
STU1278,Jonathan Norris,52,female,07/15/2023,COU0011,HOS0020,Active,EXTRA_DATA
STU1279,David Foster,64,M,2022-02-16,COU0010,HOS0013,graduated,EXTRA_DATA
STU1280,Jesse Yang,21,Other,05/07/2024,COU0019,HOS9999,Suspended,EXTRA_DATA
STU1281,Christopher Nielsen,80,male,02/08/2024,COU0019,HOS0012,dropped,EXTRA_DATA
STU1282,Jean Foster,30,F,14-01-2024,COU0009,HOS0007,Suspended,EXTRA_DATA
STU1283,Susan Rose,78,MALE,11/09/2024,COU0013,HOS0019,Suspended,EXTRA_DATA
STU1284,Jessica Kirk,40,male,2022-02-27,COU0003,HOS0017,Dropped,EXTRA_DATA
STU1285,Kimberly Briggs,69,Female,2023-03-15,COU0003,HOS0010,Graduated,EXTRA_DATA
STU1286,Fernando Buck,26,Other,2022-01-20,COU0010,HOS0005,Suspended,EXTRA_DATA
STU1287,Alyssa Rogers,53,M,23-01-2022,COU0013,HOS9999,Active,EXTRA_DATA
STU1288,Steven Morris,44,Male,25/09/2024,COU0016,HOS0019,Graduated,EXTRA_DATA
STU1289,Nathan Pacheco,150,Other,07/14/2022,COU9999,HOS0004,Dropped,EXTRA_DATA
STU1290,Donna Lawrence,55,m,27-10-2024,COU0012,HOS0017,Graduated,EXTRA_DATA
STU1291,  Theodore Johnson  ,79,m,20/11/2022,COU0012,HOS0007,Dropped,EXTRA_DATA
STU1292,Dana Kelley,25,MALE,20-09-2022,COU0020,HOS0014,Graduated,EXTRA_DATA
STU1293,Tommy Barajas,65,Other,18-10-2024,COU0006,HOS0013,Dropped,EXTRA_DATA
STU1294,Mia Vaughn,55,M,16/04/2023,COU0018,HOS0009,Graduated,EXTRA_DATA
STU1295,Stephanie Orozco,41,MALE,02/05/2023,COU0018,HOS0001,Suspended,EXTRA_DATA
STU1296,Aaron Bridges,32,MALE,2022-05-16,COU0014,HOS0012,Active,EXTRA_DATA
STU1297,James Campbell,65,male,15-11-2023,COU0005,HOS0002,Graduated,EXTRA_DATA
INVALID_95,Mary Williams,49,male,07-02-2023,COU0009,HOS0010,Graduated,EXTRA_DATA
STU1299,Jonathan Bean,45,M,04-09-2024,COU0020,HOS0016,Suspended,EXTRA_DATA
STU1300,  Gwendolyn Nichols  ,68,m,12/27/2024,COU0007,HOS0006,Graduated,EXTRA_DATA
STU1301,Sarah Townsend,150,Other,13-05-2022,COU0018,HOS0019,Graduated,EXTRA_DATA
STU1302,Laura Smith,71,M,2023-11-19,COU0006,HOS0001,Active,EXTRA_DATA
STU1303,  Robin Schmidt  ,60,Male,2024-01-01,COU0004,HOS0014,Graduated,EXTRA_DATA
STU1304,Savannah Rubio,78,M,20-09-2022,COU0014,HOS0014,Suspended,EXTRA_DATA
STU1305,Traci Gonzales,31,F,09/29/2023,COU0017,HOS0019,Dropped,EXTRA_DATA
STU1306,William Lopez,-5,FEMALE,21/10/2023,COU0020,HOS0017,Suspended,EXTRA_DATA
