FacultyID,Name,Specialization,CampusID,JoinDate
FAC1323,Plan,Assistant Professor,CAM0015,2023-07-11
FAC1324,Sell,Assistant Professor,CAM0001,2024-02-12
FAC1325,Billion,Assistant Professor,CAM0010,2024-10-02
INVALID_45,Relate,Assistant Professor,CAM0012,10/27/2023
FAC1327,Eat,Lecturer,CAM0005,31-10-2023
FAC1328,Human,Lecturer,CAM0008,01/04/2024
FAC1329,Career,Professor,CAM0005,2022-06-05
FAC1330,Family,Lecturer,CAM0018,05/16/2022
FAC1331,Evening,Associate Professor,CAM0001,2024-02-17
FAC0726,To,Lecturer,CAM0016,20/07/2023
FAC1333,Make,Professor,CAM0012,05/09/2022
FAC1334,Institution,Assistant Professor,CAM0003,01/20/2024
FAC1335,General,Professor,CAM0012,2023-04-03
FAC1336,Wife,Lecturer,CAM0003,2022-11-22
FAC1337,Town,Associate Professor,CAM0015,19-01-2022
FAC0620,Chair,Associate Professor,CAM0006,28/12/2022
FAC1339,Majority,Professor,CAM0007,07/03/2022
FAC1340,Beautiful,Lecturer,CAM0010,26/03/2022
FAC1341,Grow,Associate Professor,CAM0005,2023-01-21
FAC1342,Kid,Professor,CAM0018,27-10-2023
FAC1343,According,Professor,CAM0003,08/26/2022
FAC1344,Property,Lecturer,CAM0006,19-01-2023
FAC1345,Usually,Associate Professor,CAM0009,2023-11-04
FAC1346,Resource,Lecturer,CAM0020,07/09/2024
FAC1347,Sit,Associate Professor,CAM0009,30/11/2023
FAC1348,Time,Associate Professor,CAM0007,02/18/2023
FAC0676,Attack,Associate Professor,CAM0008,2022-11-13
FAC1350,Threat,Assistant Professor,CAM0003,27/05/2024
FAC0208,Certainly,Associate Professor,CAM0009,28-05-2022
FAC1352,Like,Associate Professor,CAM0005,28-08-2022
FAC1353,Become,Professor,CAM0006,10/25/2023
FAC1354,Sea,Associate Professor,CAM0012,18/04/2023
INVALID_23,Drug,Assistant Professor,CAM0004,17/06/2023
FAC1356,Statement,Lecturer,CAM0020,29-04-2024
FAC1357,Information,Assistant Professor,CAM0019,2024-07-27
FAC1358,Nation,Associate Professor,CAM0012,09/01/2022
FAC1359,Present,Associate Professor,CAM0010,2023-01-01
FAC1360,Seek,Assistant Professor,CAM0012,28-01-2023
FAC1361,Money,Lecturer,CAM9999,2024-04-07
FAC1362,Pattern,Assistant Professor,CAM0002,25/06/2022
FAC1363,Increase,Assistant Professor,CAM0004,03-11-2022
FAC1364,Prepare,Assistant Professor,CAM0015,08-10-2023
FAC1365,Heavy,Professor,CAM0016,02/02/2022
FAC1366,Candidate,Assistant Professor,CAM0002,25/08/2022
FAC1367,Especially,Lecturer,CAM0015,21-11-2023
FAC1368,Bring,Associate Professor,CAM0004,07/26/2023
FAC1369,There,Assistant Professor,CAM0006,28-12-2024
FAC1370,Father,Professor,CAM0014,27-09-2024
FAC1371,Off,Associate professor,CAM0007,26-06-2024
FAC1372,Happy,Lecturer,CAM0017,31/05/2022
FAC1373,Brother,Professor,CAM0016,10/16/2024
FAC1374,Music,lecturer,CAM0004,2023-09-22
FAC1375,Alone,Professor,CAM0010,2022-04-23
FAC1376,Away,Assistant Professor,CAM0012,01/05/2024
FAC1377,Understand,Professor,CAM0003,2023-02-09
FAC1378,Already,Assistant Professor,CAM0004,2022-09-18
FAC1379,Maybe,Lecturer,CAM0005,2022-07-06
FAC1380,Such,Lecturer,CAM0003,10/11/2022
FAC1381,See,Professor,CAM0011,10/02/2024
FAC1382,Parent,Assistant Professor,CAM0014,09/19/2023
FAC1383,Treatment,Lecturer,CAM0017,2023-09-25
FAC1384,News,Associate Professor,CAM0016,17-02-2022
FAC0683,Memory,Lecturer,CAM0005,20-11-2024
FAC1386,Issue,Lecturer,CAM0012,2024-07-21
FAC1387,Reduce,Lecturer,CAM0013,2023-05-02
FAC1388,Training,Lecturer,CAM0020,26-08-2023
FAC1389,Only,Lecturer,CAM0013,05/11/2023
FAC1390,Possible,Professor,CAM0020,11/07/2022
FAC1391,Western,Professor,CAM0014,10/10/2024
FAC1392,Sea,Lecturer,CAM0010,2023-07-11
FAC1393,Upon,Associate Professor,CAM0018,03/07/2023
FAC1394,Eight,ASSOCIATE PROFESSOR,CAM0018,09/12/2022
FAC1395,Open,Assistant Professor,CAM0006,02-12-2024
FAC1396,Next,Associate Professor,CAM0019,01/10/2023
FAC1397,Fall,Professor,CAM0009,22/07/2023
FAC1398,Level,Assistant Professor,CAM0009,10/10/2022
FAC1399,Her,Lecturer,CAM0018,12-08-2023
FAC1400,Leg,Professor,CAM0014,04/06/2024
FAC1401,Manage,Associate Professor,CAM0004,27/08/2024
FAC1402,Close,lecturer,CAM0005,01/24/2024
FAC1403,Some,professor,CAM0019,2023-01-03
FAC1404,Camera,Professor,CAM0009,2022-12-04
FAC1405,Tree,Associate Professor,CAM0012,07/29/2022
FAC1406,Treat,Assistant Professor,CAM0009,2024-10-19
FAC1407,The,Assistant Professor,CAM0001,02/19/2024
FAC1408,After,Associate Professor,CAM0019,03/04/2024
FAC1409,Color,Assistant Professor,CAM0015,08/12/2024
FAC1410,Success,Associate Professor,CAM0020,17/02/2023
FAC1411,Control,Assistant Professor,CAM0014,27-12-2022
FAC1412,Part,Assistant Professor,CAM9999,09/11/2022
FAC1413,Class,Associate Professor,CAM0009,2022-01-28
FAC1414,Hear,Assistant Professor,CAM0016,2022-02-01
FAC1415,House,LECTURER,CAM0008,03/05/2023
FAC1416,Suddenly,Assistant Professor,CAM0003,12-10-2023
INVALID_98,Discuss,Associate professor,CAM0015,01-05-2024
FAC1418,Teach,Lecturer,CAM0003,21-02-2022
FAC1419,Toward,Professor,CAM0003,2023-11-06
FAC1420,Drop,Lecturer,CAM0009,04/30/2022
FAC0400,Serve,Assistant Professor,CAM0010,16-04-2023
FAC1422,Sit,Professor,CAM0008,2023-12-07
FAC1423,Avoid,ASSOCIATE PROFESSOR,CAM0007,12-07-2022
INVALID_66,Leg,Associate Professor,CAM0017,05-04-2024
FAC1425,Everyone,Professor,CAM0012,06-04-2023
FAC1426,Only,Professor,CAM0013,05/02/2023
FAC1427,Record,Professor,CAM0014,29-11-2023
FAC1428,Choice,Associate Professor,CAM0020,23-09-2022
FAC1429,Oil,Assistant Professor,CAM0003,11-11-2022
FAC1430,Until,Associate Professor,CAM0020,2023-11-02
FAC1431,Idea,Professor,CAM0011,05/09/2024
FAC1432,Game,Professor,CAM9999,2023-11-18
FAC1433,Pm,associate professor,CAM0006,14-08-2023
FAC1434,Cut,Professor,CAM0010,2024-12-28
FAC1435,May,Associate Professor,CAM0012,09/13/2024
FAC1436,Skin,Lecturer,CAM0014,08/09/2022
FAC1437,Soldier,Assistant Professor,CAM0019,12-12-2023
FAC0829,Allow,Professor,CAM9999,2022-06-20
FAC1439,Color,Professor,CAM9999,2024-06-24
FAC1440,Exactly,Assistant Professor,CAM0006,2024-04-24
INVALID_27,Film,Lecturer,CAM0007,18/09/2022
FAC1442,Less,Professor,CAM0012,28/06/2023
FAC1443,Plan,Assistant Professor,CAM0008,28/01/2023
FAC1444,Particularly,Professor,CAM0001,25-02-2023
FAC1445,Degree,Lecturer,CAM0012,28/09/2024
FAC1446,Stay,Associate professor,CAM0001,02/14/2023
FAC1447,Million,Associate Professor,CAM0006,12/05/2023
FAC1448,Chair,Professor,CAM0007,02-10-2022
FAC1449,Kid,Assistant Professor,CAM0003,2022-02-12
FAC1450,Military,Professor,CAM0013,19/06/2023
FAC1451,Real,Associate Professor,CAM0016,08/03/2022
FAC1452,Perform,Professor,CAM0016,13-03-2022
FAC1453,Answer,Associate Professor,CAM0003,08/05/2023
FAC1454,Arm,Professor,CAM0008,2022-05-29
FAC1455,Under,Associate Professor,CAM0018,30-09-2022
FAC1456,Soon,Professor,CAM0012,2022-12-15
FAC1457,We,Lecturer,CAM0014,06/19/2023
FAC1458,Make,assistant professor,CAM0009,05-01-2022
FAC1459,Exist,Assistant Professor,CAM0005,2023-12-12
FAC1460,Line,Associate Professor,CAM0009,2022-10-30
FAC1461,Adult,Lecturer,CAM0008,16/11/2023
FAC1462,Company,Lecturer,CAM0012,20-04-2024
FAC1463,Sound,Assistant Professor,CAM0005,28-09-2022
FAC1464,Yourself,Assistant Professor,CAM0007,24/04/2022
FAC1465,Rest,Assistant Professor,CAM0005,19/10/2022
FAC1466,Cost,Professor,CAM0011,07/28/2024
FAC1467,Young,Assistant Professor,CAM0009,24/10/2022
INVALID_52,Lead,professor,CAM0020,2024-01-31
FAC1469,Expect,Professor,CAM0004,25/07/2024
FAC1470,Community,Associate Professor,CAM0020,04-01-2024
FAC1471,Between,Lecturer,CAM0012,2022-09-11
FAC1472,Might,Lecturer,CAM0006,20/05/2022
FAC1473,Member,Lecturer,CAM0005,07/05/2024
FAC1474,Congress,Associate Professor,CAM0002,2023-01-01
FAC1475,Become,Associate Professor,CAM0011,16/10/2024
FAC1476,Security,Associate Professor,CAM0009,05/01/2024
FAC1477,Opportunity,Associate Professor,CAM0002,04/21/2022
FAC1478,Late,Assistant Professor,CAM0019,06/12/2022
FAC1479,Identify,Assistant Professor,CAM0007,16/03/2023
FAC1480,Must,Lecturer,CAM0012,31-10-2022
FAC1481,Kitchen,Professor,CAM0011,05/01/2024
FAC1482,Shoulder,Assistant Professor,CAM0002,12-07-2023
FAC1483,Treatment,Professor,CAM0018,02-02-2022
FAC1484,Degree,Lecturer,CAM0016,08/08/2024
FAC1485,Behind,Associate Professor,CAM0016,10/06/2024
FAC1486,Ever,Lecturer,CAM0014,2022-05-27
FAC1487,Fear,Lecturer,CAM0002,01-11-2022
FAC1488,Official,Assistant Professor,CAM0002,2022-06-07
FAC1489,Eight,Associate Professor,CAM0014,2023-05-09
FAC1490,Girl,Professor,CAM9999,29/09/2022
FAC1491,Grow,Professor,CAM0005,02-11-2023
FAC1492,Police,Associate Professor,CAM0018,28-07-2023
FAC1493,Camera,Assistant Professor,CAM0002,16/04/2022
FAC1494,Minute,Assistant Professor,CAM0005,04/16/2024
FAC1495,Yet,Lecturer,CAM0009,17-05-2022
FAC1496,Tax,Professor,CAM0004,10-09-2024
FAC1497,By,Associate Professor,CAM0016,2022-11-19
FAC1498,Morning,Lecturer,CAM0008,2022-10-01
FAC1499,Often,LECTURER,CAM0020,07/12/2023
FAC1500,Play,Assistant Professor,CAM0008,08/16/2023
INVALID_72,Out,associate professor,CAM0003,2024-05-29
FAC1502,Figure,Lecturer,CAM0012,02/03/2022
FAC1503,Artist,Associate Professor,CAM0002,08-06-2022
FAC1504,Author,assistant professor,CAM0007,29/04/2023
FAC1505,Model,Assistant Professor,CAM0011,05/04/2023
FAC1506,Add,ASSOCIATE PROFESSOR,CAM0008,2022-11-09
FAC1507,World,Lecturer,CAM0006,08/23/2024
FAC0423,Minute,Professor,CAM0019,2023-09-12
FAC1509,Mr,Lecturer,CAM0017,05/06/2022
INVALID_51,Difference,Associate Professor,CAM0019,06/19/2022
FAC1511,Accept,Assistant Professor,CAM0001,2024-03-07
FAC1512,Four,Assistant Professor,CAM0020,2023-04-21
FAC1513,Phone,Lecturer,CAM9999,19-10-2024
FAC1514,Page,Associate Professor,CAM0015,30/11/2024
FAC1515,Wish,Lecturer,CAM0018,16-07-2024
FAC1516,Good,Lecturer,CAM0004,05-01-2024
FAC1517,Help,Lecturer,CAM0004,2022-01-24
INVALID_34,Card,Lecturer,CAM0013,08/29/2022
FAC1519,Stage,associate professor,CAM0008,09/20/2023
FAC1520,Population,Lecturer,CAM0016,2022-04-22
FAC1521,Director,Professor,CAM0007,06/20/2022
FAC1522,Probably,Assistant Professor,CAM0002,2022-03-01
FAC1523,Receive,Assistant Professor,CAM0019,01/31/2023
FAC1524,Wonder,Professor,CAM0010,09/04/2022
FAC1525,Take,Associate Professor,CAM0011,02-02-2022
FAC1526,Thought,Lecturer,CAM0002,05/25/2023
FAC1527,Music,Professor,CAM0003,14-08-2022
FAC1528,West,Assistant Professor,CAM0005,05/12/2023
FAC1529,Score,Associate Professor,CAM0004,2022-02-04
FAC1530,Major,Professor,CAM0015,06-04-2024
FAC1531,Soon,LECTURER,CAM0016,14-05-2023
FAC1532,Any,Assistant Professor,CAM0012,2023-06-01
FAC1533,Arrive,Assistant Professor,CAM9999,06/10/2023
FAC1534,Product,Lecturer,CAM0007,08/31/2023
FAC1535,Take,Assistant Professor,CAM0008,05/18/2023
FAC1536,Tough,Professor,CAM0019,2022-08-03
FAC0200,Answer,Assistant Professor,CAM0013,2022-09-18
FAC1538,Name,Assistant Professor,CAM0006,07/30/2024
FAC1539,Republican,Professor,CAM0010,27-05-2022
FAC1540,International,Lecturer,CAM0009,2022-02-12
FAC0066,Reach,Lecturer,CAM0020,12/10/2022
FAC1542,Do,Professor,CAM0013,02/18/2024
FAC1543,Clear,Associate Professor,CAM0010,03/05/2024
FAC0114,Road,Assistant Professor,CAM0009,2022-10-11
FAC1545,Born,Lecturer,CAM0008,15/02/2024
FAC1546,Cause,Assistant Professor,CAM0014,2022-03-29
FAC1547,Throughout,Assistant Professor,CAM0001,02/19/2024
FAC1548,Trouble,Professor,CAM0020,08/11/2023
FAC1549,True,Associate Professor,CAM0013,19/03/2024
FAC1550,Size,lecturer,CAM0003,02/18/2023
FAC1551,Part,Associate Professor,CAM0016,02/05/2023
FAC1552,Cut,Assistant Professor,CAM0006,02/16/2023
INVALID_47,Religious,Associate Professor,CAM0002,19-07-2024
FAC1554,Community,Assistant Professor,CAM0017,2023-06-20
FAC1555,Discussion,assistant professor,CAM0011,20/12/2024
FAC1556,Social,Assistant Professor,CAM0002,11/28/2024
FAC1557,Reflect,Associate Professor,CAM0014,2024-04-07
FAC1558,Story,Lecturer,CAM0010,19-03-2022
FAC1559,Dinner,Professor,CAM0014,26-12-2023
FAC1560,Front,Associate Professor,CAM0011,03/04/2022
FAC1561,Door,Associate Professor,CAM0006,12/24/2022
FAC1562,Nature,Lecturer,CAM0004,13-04-2022
FAC1563,Per,Professor,CAM0019,2024-02-07
INVALID_3,Be,Professor,CAM0013,2022-12-07
FAC1565,Article,Assistant Professor,CAM0007,2022-10-19
FAC0804,Produce,Assistant Professor,CAM9999,14-10-2022
FAC1567,East,Professor,CAM0008,2024-03-24
FAC1568,Certain,Lecturer,CAM0013,17-03-2024
FAC1569,Large,assistant professor,CAM0011,2022-11-05
FAC0791,Year,Lecturer,CAM0020,2024-04-11
FAC1571,Yet,Assistant Professor,CAM0009,27/08/2022
FAC1572,Specific,Professor,CAM0020,15-05-2024
FAC1573,Small,Assistant Professor,CAM0016,01-09-2024
FAC1574,Growth,LECTURER,CAM0019,2022-08-25
FAC1575,Although,Associate Professor,CAM0012,01/13/2022
FAC1576,Four,Professor,CAM0017,12/02/2024
FAC1577,What,Professor,CAM0020,08/17/2024
FAC1578,Member,Lecturer,CAM0001,08/02/2024
FAC1579,Again,Professor,CAM0015,10-02-2023
FAC1144,Nearly,Associate Professor,CAM0009,27/02/2022
FAC1581,Quality,Lecturer,CAM0017,2022-06-14
FAC1582,Fish,Associate Professor,CAM0011,10/04/2023
FAC1583,Beyond,Lecturer,CAM0018,22-11-2022
FAC1584,Born,Professor,CAM0014,2023-12-22
FAC1585,Brother,Lecturer,CAM0013,11/08/2024
FAC1586,Name,Associate Professor,CAM0010,2022-12-01
FAC1587,Table,Associate Professor,CAM0002,03/01/2024
FAC1588,Us,Professor,CAM0015,06/08/2022
FAC1589,Threat,Associate Professor,CAM0014,06/13/2023
FAC1590,Deep,Associate Professor,CAM0001,2022-07-10
FAC1591,Heavy,Lecturer,CAM0017,2023-11-08
FAC1592,Country,Professor,CAM0006,28-01-2024
FAC1593,Image,Assistant Professor,CAM0001,10/06/2023
FAC1594,Dream,Assistant Professor,CAM0008,07-03-2023
FAC1595,Doctor,Associate Professor,CAM0005,05/01/2023
FAC1596,Room,Assistant Professor,CAM0010,2023-05-30
FAC1597,Particular,Lecturer,CAM0010,04/13/2023
FAC1598,Word,Assistant Professor,CAM0016,2024-01-26
FAC1599,Think,Associate Professor,CAM0008,14-07-2022
FAC1600,Push,Associate Professor,CAM0015,2023-09-09
FAC1601,Responsibility,Professor,CAM0006,05/23/2024
FAC1602,Teach,Associate Professor,CAM0009,2024-11-17
INVALID_47,Involve,Assistant Professor,CAM0009,07/16/2022
FAC1604,Degree,Professor,CAM0015,08/07/2024
FAC1605,Age,Professor,CAM0006,2022-12-05
FAC1606,Yourself,Lecturer,CAM0011,09/18/2023
FAC1607,Them,Assistant Professor,CAM0020,06/19/2023
FAC1608,Spring,PROFESSOR,CAM0008,2023-09-04
FAC1609,A,Associate Professor,CAM0004,03/11/2024
FAC1610,Vote,Associate Professor,CAM0009,07/11/2022
FAC1611,Summer,Assistant Professor,CAM0007,2022-04-23
FAC1612,Once,Associate Professor,CAM0001,17-09-2024
FAC1613,Who,Professor,CAM0008,16-11-2022
FAC1614,Medical,Assistant Professor,CAM0017,09/11/2023
FAC1615,Himself,Professor,CAM0004,09/05/2022
FAC1616,Matter,Professor,CAM0017,09/11/2024
FAC1617,Sense,assistant professor,CAM0002,11/24/2024
FAC1618,Family,Associate Professor,CAM0004,2023-08-09
FAC1619,Involve,Lecturer,CAM0002,2024-08-20
FAC1513,Imagine,Assistant Professor,CAM0001,2024-07-18
FAC1621,Hospital,Professor,CAM0002,16/12/2022
FAC1622,Wind,Associate Professor,CAM0011,2022-04-08
FAC1623,Song,Professor,CAM0004,11/13/2024
FAC1624,Describe,professor,CAM0009,2024-08-13
FAC1625,Think,Lecturer,CAM0017,23-09-2024
FAC1626,Practice,Associate Professor,CAM0008,2024-05-10
FAC1627,Order,Associate Professor,CAM0004,10-12-2023
FAC1628,Glass,Associate Professor,CAM0007,11/04/2023
FAC1629,Choice,Assistant Professor,CAM0018,07-10-2022
FAC1630,Prepare,Professor,CAM0015,26/06/2024
FAC1566,Employee,Professor,CAM0001,27/09/2022
FAC1632,Admit,Assistant Professor,CAM0012,2022-04-19
FAC1633,Somebody,Professor,CAM0016,2022-11-15
FAC1634,Surface,Assistant Professor,CAM0018,29-11-2023
FAC1635,Others,Professor,CAM0018,2023-10-14
FAC1636,Rise,Professor,CAM0002,09-08-2023
INVALID_87,Decade,Assistant Professor,CAM0012,24-05-2022
FAC1638,Nothing,Lecturer,CAM0017,2023-03-16
FAC1639,Society,Associate Professor,CAM0003,2023-12-09
FAC1640,Fire,Assistant Professor,CAM0005,10/21/2024
FAC1641,History,Assistant Professor,CAM0016,09/06/2024
FAC1642,Fine,Assistant Professor,CAM0005,2024-09-06
FAC1643,Most,Assistant Professor,CAM0008,02-07-2022
FAC1644,School,Assistant Professor,CAM0013,07/07/2023
FAC1645,Including,Lecturer,CAM0002,09/13/2023
FAC1646,Decision,Assistant Professor,CAM0001,06/17/2024
FAC0833,Cold,Lecturer,CAM0006,29-09-2024
FAC1648,Set,Lecturer,CAM0013,08/09/2024
FAC1649,Model,Assistant Professor,CAM0019,22-06-2023
FAC1650,Community,Lecturer,CAM0005,03/01/2024
FAC1651,Season,Professor,CAM0015,22-07-2022
FAC1652,During,Assistant Professor,CAM9999,2022-02-12
FAC1653,Expert,Associate Professor,CAM0015,05/23/2024
FAC1654,Staff,Associate Professor,CAM0018,07/05/2023
FAC1655,Specific,Associate professor,CAM0007,05/17/2022
INVALID_35,Some,Professor,CAM0003,12/09/2023
FAC1657,Water,Lecturer,CAM0009,2024-07-14
FAC1658,Tend,Lecturer,CAM0001,04/06/2023
FAC1659,Live,Professor,CAM0001,22/08/2023
FAC1660,Start,Professor,CAM0016,27/11/2023
FAC1661,Than,Lecturer,CAM0011,2022-08-31
FAC1662,More,Associate Professor,CAM0017,2022-09-17
FAC1663,Bad,Professor,CAM0014,03/10/2023
FAC1664,See,Lecturer,CAM0003,04/11/2023
FAC1665,Open,Associate Professor,CAM0020,2022-03-13
FAC1666,Three,Professor,CAM0019,23/05/2024
FAC1667,Go,Assistant Professor,CAM0004,2022-08-31
FAC1668,Person,Lecturer,CAM0006,06-07-2024
FAC1669,Most,Assistant Professor,CAM0002,12-04-2024
FAC1670,Today,Professor,CAM0018,23-01-2024
FAC1671,Attack,Associate Professor,CAM0018,2024-08-24
FAC1672,Most,Associate Professor,CAM0007,27/09/2023
FAC1673,Parent,Professor,CAM0010,10/12/2024
FAC1674,Human,Lecturer,CAM0003,2022-03-06
FAC1675,Measure,Associate Professor,CAM0003,06/12/2024
FAC1676,Stage,Associate Professor,CAM0018,01/11/2022
FAC1677,Sort,Professor,CAM0007,07/10/2022
FAC1678,Exist,Assistant Professor,CAM0006,2023-04-18
FAC1679,Discover,Professor,CAM0014,07/04/2023
FAC1680,Watch,Assistant Professor,CAM0003,06/05/2022
FAC1681,Night,Associate Professor,CAM0001,2023-10-15
FAC1682,Any,lecturer,CAM0007,2022-03-21
FAC1683,Project,Lecturer,CAM0013,07/01/2024
FAC1684,Job,Lecturer,CAM0001,11/09/2022
FAC1685,Wish,Assistant Professor,CAM0014,2022-11-04
FAC1686,This,Assistant Professor,CAM0015,15-08-2024
FAC1687,Back,Lecturer,CAM0008,16/08/2022
FAC1688,Town,Professor,CAM0017,2022-05-29
FAC1689,Land,Lecturer,CAM0017,28-10-2022
FAC1690,Present,Professor,CAM0008,2023-03-24
FAC1691,Few,Professor,CAM0003,10-03-2022
FAC1692,Difference,Lecturer,CAM0012,04/13/2023
FAC1693,Reveal,Associate professor,CAM0001,18/06/2022
FAC1694,Interesting,Associate Professor,CAM0003,03/03/2023
FAC1695,Class,Lecturer,CAM0011,21-05-2023
FAC1696,Suffer,Associate professor,CAM0013,2024-04-03
FAC1697,Art,Professor,CAM0013,2022-12-15
FAC1698,Form,Professor,CAM9999,24-01-2023
FAC1699,Conference,Associate Professor,CAM0003,2023-01-15
FAC1700,Their,Lecturer,CAM0003,01/17/2022
FAC1701,Describe,PROFESSOR,CAM0005,10-07-2022
FAC1702,Camera,Lecturer,CAM0005,13/07/2022
FAC1703,Focus,Assistant Professor,CAM0018,08/15/2023
FAC1704,Part,Professor,CAM0018,26/03/2024
FAC1705,Their,Lecturer,CAM0005,2022-04-05
FAC1706,Hold,PROFESSOR,CAM0011,2024-10-11
FAC1707,Ahead,Lecturer,CAM0010,08/23/2024
FAC1708,Story,associate professor,CAM0003,10/11/2022
FAC1709,Practice,Professor,CAM0008,27-03-2023
FAC1710,Admit,Lecturer,CAM0012,20-06-2024
FAC1711,Avoid,ASSISTANT PROFESSOR,CAM0019,04/14/2023
FAC1712,Appear,Professor,CAM0020,03-10-2024
FAC1713,Question,Associate professor,CAM0016,2024-08-25
FAC1714,If,Associate Professor,CAM0015,05/08/2024
FAC1715,Religious,professor,CAM0008,11/17/2023
FAC1716,Protect,Associate Professor,CAM0011,2022-12-18
FAC1717,Effort,Associate Professor,CAM0011,25/01/2022
FAC1718,Wall,Lecturer,CAM0004,2023-12-05
FAC1719,North,Professor,CAM0016,29-11-2022
FAC1720,Energy,Lecturer,CAM0013,09-06-2023
FAC1721,Them,Professor,CAM0020,07-06-2022
FAC1722,Seat,Associate Professor,CAM0011,18-11-2024
FAC1723,Sea,Assistant professor,CAM0016,2022-10-28
FAC1724,Bill,ASSISTANT PROFESSOR,CAM0003,06-06-2023
FAC1725,With,Lecturer,CAM0013,22/06/2023
FAC1726,Pressure,Professor,CAM9999,23/10/2024
FAC1727,They,ASSISTANT PROFESSOR,CAM0018,27-05-2023
FAC1728,Four,Lecturer,CAM0018,2023-11-01
INVALID_5,Crime,Lecturer,CAM0007,09/14/2023
FAC1730,Back,Assistant Professor,CAM0020,10/08/2023
FAC1731,Debate,Assistant Professor,CAM0010,05/02/2022
FAC1732,Movement,Associate Professor,CAM0006,03-01-2022
FAC1733,Today,Associate Professor,CAM0001,10/15/2023
FAC1734,Security,Lecturer,CAM0003,05/12/2024
FAC1735,It,Associate Professor,CAM0015,06/26/2024
FAC1736,Place,Associate Professor,CAM0002,2023-01-20
FAC1737,Choose,Professor,CAM0014,28-09-2023
FAC1738,Man,Professor,CAM0020,06-10-2022
FAC1739,Teach,Professor,CAM0020,06/29/2022
FAC1740,Year,Lecturer,CAM0020,28-04-2024
FAC1741,Either,Assistant Professor,CAM0002,10/05/2024
FAC1742,Dream,Associate Professor,CAM0013,2022-01-08
FAC1743,Focus,Assistant Professor,CAM0017,2024-02-07
FAC1744,Nor,Assistant Professor,CAM0002,07/16/2023
FAC1745,Heavy,Lecturer,CAM0018,09/22/2023
FAC1746,Worker,Lecturer,CAM0006,17-02-2023
FAC1747,Movement,Associate Professor,CAM0020,2024-04-23
FAC1748,Result,Lecturer,CAM0014,01/06/2023
FAC1749,Near,Associate Professor,CAM0017,2024-11-07
FAC1525,Rate,Associate Professor,CAM0019,2023-08-25
INVALID_1,With,Associate Professor,CAM0013,27/03/2023
FAC1752,Little,Associate Professor,CAM0008,07/09/2023
FAC1753,Enjoy,Lecturer,CAM0009,06/09/2023
FAC1754,Turn,Assistant Professor,CAM0003,10/08/2024
FAC1755,Card,Professor,CAM0004,16/05/2022
FAC1756,Support,Assistant Professor,CAM0013,24-06-2022
FAC1757,Week,Associate Professor,CAM9999,05-04-2022
FAC1758,Toward,Associate Professor,CAM0007,2024-08-18
FAC1759,If,Associate Professor,CAM0010,01/04/2023
FAC1760,Conference,Assistant Professor,CAM0014,2023-10-14
FAC1761,Model,Assistant Professor,CAM0008,15-03-2022
FAC1762,Clearly,Professor,CAM0009,2024-11-20
FAC1763,Born,Professor,CAM0014,15/11/2022
FAC1764,Thus,Professor,CAM0020,19/11/2023
FAC1765,Program,Associate Professor,CAM0015,09/13/2023
FAC1766,Cover,Professor,CAM0006,26/07/2024
FAC1767,Question,Lecturer,CAM0010,08-01-2024
FAC1768,Toward,Associate Professor,CAM0018,03/12/2024
FAC1769,Once,Lecturer,CAM0004,03/09/2024
FAC1770,Player,Associate Professor,CAM0006,31/05/2022
FAC1320,Mother,Professor,CAM0003,2024-03-23
FAC1772,Machine,Professor,CAM0005,2023-11-28
FAC1773,Itself,Associate Professor,CAM0002,03/18/2024
FAC1774,Against,Lecturer,CAM0016,09/02/2022
FAC1775,Thought,Professor,CAM0020,08-03-2022
FAC1776,Certain,Professor,CAM0011,05/01/2023
FAC1777,Never,Professor,CAM0001,24-06-2022
FAC1778,Year,Professor,CAM0020,08/08/2023
FAC1779,Several,Assistant Professor,CAM0016,2024-10-19
FAC1780,Majority,Associate Professor,CAM0014,09/14/2024
FAC1781,Hot,Associate Professor,CAM0013,04-02-2023
FAC1782,Player,Lecturer,CAM0013,10/09/2022
INVALID_9,Chance,Associate Professor,CAM0013,02-08-2024
FAC1784,Think,professor,CAM0005,02/03/2023
FAC1785,Point,Associate Professor,CAM0002,2024-07-04
INVALID_36,Finish,Assistant Professor,CAM0016,11/01/2023
FAC1787,Nice,Associate Professor,CAM0020,07/26/2022
FAC1788,Ability,Professor,CAM0002,16/08/2023
FAC1789,Fine,Professor,CAM0010,29/04/2023
FAC1790,Management,Assistant Professor,CAM0001,01/07/2024
FAC1791,Impact,Associate Professor,CAM0006,02/18/2022
FAC0306,Heavy,Associate Professor,CAM0015,01/22/2024
FAC1793,Sure,Associate Professor,CAM0015,07/13/2022
FAC1794,Kind,Associate Professor,CAM0012,08/01/2022
FAC1795,To,Assistant Professor,CAM0001,2024-12-15
FAC1796,Science,Associate Professor,CAM0017,10/04/2023
FAC1797,Recognize,Assistant Professor,CAM0019,25-06-2024
FAC1798,Article,Professor,CAM0012,03/15/2023
FAC1799,Institution,Assistant Professor,CAM0016,2024-10-14
FAC1800,Along,Assistant Professor,CAM0018,03/07/2023
FAC1801,Wrong,lecturer,CAM0002,16/11/2022
INVALID_80,Director,Assistant Professor,CAM0001,02/11/2024
FAC1803,Hotel,Assistant Professor,CAM0016,06/17/2023
FAC1804,Tonight,Associate Professor,CAM0002,2024-04-30
