CustomerID,Name,Email,City,JoinDate,LoyaltyTier
CUS0982,Chad Aguirre,Into,Enter,25-01-2024,Silver
CUS0983,Brent Shah,There,Own,12/11/2022,Gold
CUS0984,Jason Little,Network,Candidate,19-04-2024,Silver
CUS0985,Gwendolyn Riggs,Good,One,2022-05-03,Bronze
CUS0986,Jeremiah Atkins,Ground,Billion,07/30/2023,Gold
CUS0987,Peter Johnson,Fund,Majority,2024-01-20,Bronze
CUS0988,Amy Davis,Side,Fire,02/17/2023,Silver
CUS0989,Kathleen Goodwin,Ago,How,03/06/2023,Gold
CUS0990,Shelly Fry,Project,Draw,18/03/2024,Gold
CUS0991,Christine Lyons,Operation,Support,13-04-2022,Gold
CUS0992,  Daniel Stone  ,Home,Onto,2023-06-12,Bronze
CUS0993,Jerry Price,Future,Wide,01/23/2022,Bronze
CUS0994,John Flores,National,Western,16/12/2023,Gold
CUS0995,Colin Parker,Sort,Inside,27-07-2023,Bronze
CUS0996,Vincent Miller,Social,Form,16/02/2022,Gold
INVALID_65,Christopher Ellis,Price,Sometimes,09/19/2023,Bronze
CUS0998,  Mark Ray  ,Nearly,Game,04-01-2022,Bronze
CUS0999,Jesse Cox,Foreign,Year,2023-05-01,Silver
CUS1000,Andre Bowers,Car,Way,14/02/2022,Bronze
CUS1001,Richard Salazar,Peace,Represent,2024-11-12,Gold
CUS1002,Elizabeth Hunt,Start,Who,26/06/2024,Silver
CUS1003,Olivia Torres,Fear,Who,06/06/2023,Gold
CUS1004,Elizabeth Park,Air,Happen,07/11/2022,bronze
CUS1005,Sandra Williams,Black,Though,11/23/2022,Bronze
CUS1006,Steven Garcia,Four,Fast,02/12/2024,Gold
CUS1007,Amanda Roberts,Company,Between,08-07-2024,gold
CUS1008,  Clinton Young  ,Key,Day,2024-12-05,Bronze
CUS1009,Heather Hill,Hospital,Send,2024-07-09,Silver
CUS1010,Sean Moore,History,Because,2024-12-21,Bronze
CUS1011,Brandon Torres,About,Sit,12/23/2022,Silver
CUS1012,John Figueroa,Garden,Us,10/29/2022,Bronze
CUS1013,Jessica Harris,Step,Call,09-08-2023,Silver
CUS1014,Logan Peters,Couple,Media,2022-06-04,Gold
CUS1015,Samantha Mcdowell,As,Thought,2023-12-28,Silver
CUS1016,  Brian Perry  ,Buy,Police,02/28/2023,Bronze
CUS1017,Travis Rodriguez,Yeah,Last,27-04-2023,Gold
CUS1018,  Michael Acosta  ,Both,Role,03/07/2022,Gold
CUS0542,Keith Lee,Throughout,Study,20-06-2023,Gold
CUS1020,Mark Choi,Plan,Top,25-11-2023,Silver
CUS1021,Jack Randall,Without,Past,2023-03-17,Bronze
CUS1022,Brandon Santos,Property,Kitchen,03/11/2024,Bronze
INVALID_27,Morgan Eaton,Food,If,13-06-2023,Bronze
CUS1024,David Miller,Body,Time,2024-11-24,Gold
CUS1025,Nicolas Munoz,Traditional,Wish,2022-09-18,Gold
CUS1026,Brian Davis,Consider,On,09/23/2024,Bronze
CUS1027,April Lopez,Bank,Still,08/07/2024,Silver
CUS1028,Kathryn Walters,Suffer,Few,02/06/2023,Silver
CUS1029,Robin Zhang,Describe,Food,20-03-2023,GOLD
CUS1030,Ronnie Roman,Raise,Think,14/06/2023,Gold
CUS1031,Terrance Gutierrez,Since,Rich,05/01/2024,Gold
CUS1032,Emily Harris,Should,Suggest,08/04/2024,Bronze
CUS1033,  Lindsay Wiley  ,Garden,Together,05/17/2023,Silver
CUS1034,  Anthony Campos  ,Charge,Employee,08/21/2022,Bronze
CUS1035,Shelley Wood,Throughout,Small,28-02-2024,bronze
CUS1036,Katelyn Garcia,Actually,Season,07/17/2024,silver
CUS1037,Emily Mcbride,Own,Modern,02/08/2023,Bronze
CUS1038,Candace Strong,Station,Walk,26-09-2024,Gold
CUS1039,Kenneth Steele,Talk,Former,21/07/2022,Gold
CUS1040,Judith Edwards,Land,Reality,11/26/2023,Gold
CUS1041,Sabrina Woods,Across,Sing,26-11-2024,Bronze
CUS1042,Colleen Anderson,Author,Get,2023-10-17,Silver
CUS1043,Matthew Long,Data,Raise,2022-07-17,Silver
CUS1044,Melinda Wall,Treat,Close,22-02-2022,Silver
INVALID_73,  Samuel Mcdonald  ,Try,Effect,06/02/2024,Silver
CUS1046,Carlos Moore,Resource,Suddenly,29-07-2024,Bronze
CUS1047,Brent Smith,Hair,Within,28/01/2023,Bronze
CUS1048,Eric Clark,Head,Human,03/08/2024,Bronze
CUS1049,John Turner,Second,Market,04-02-2024,Bronze
CUS1050,Matthew Prince,Whether,Prevent,11/01/2023,Gold
CUS1051,Kaitlyn Hunter,Available,Myself,10/23/2024,BRONZE
INVALID_44,Anne Jones,Laugh,Man,04/07/2024,Bronze
CUS1053,David Howell,Reality,Month,22-05-2023,Gold
CUS1054,David Davis,Student,Measure,05/24/2022,Bronze
CUS1055,Tyler Miller,Painting,Leader,14-04-2024,Bronze
CUS1056,Todd Kelly,Remember,Already,08/12/2023,Silver
CUS1057,Colleen Wilkinson,Box,Cause,08/06/2024,Bronze
CUS1058,  Shawn Smith  ,Media,Option,28/10/2022,Gold
INVALID_60,Antonio Orr,Yet,Cause,07/18/2022,Silver
CUS1060,Diane Harris,Ten,Charge,2024-01-17,Bronze
CUS1061,Shelley Rivera,Production,Station,13-01-2022,Gold
CUS1062,Joanne Hansen,Sell,Drug,13/05/2022,Gold
CUS1063,  Gary Lee  ,Room,Option,27/01/2023,Gold
CUS0986,Daniel Hines,Administration,Expect,03-07-2024,Silver
CUS1065,Kari Thompson,Smile,Everyone,06/03/2023,Bronze
CUS1066,Jennifer Brady,Understand,Yourself,12/01/2022,Silver
CUS1067,Michael Davis,Benefit,Themselves,03-08-2024,Gold
CUS1068,Timothy David,Factor,Small,08/07/2023,Gold
CUS0492,John West,Choose,Relate,20-07-2022,Gold
CUS1070,Cynthia Dillon,Make,Rich,05/21/2023,Silver
CUS1071,Kevin Thompson,Prepare,Business,01/07/2024,Bronze
CUS1072,Jamie Leon,North,Sure,23-10-2023,GOLD
CUS1073,Nicholas Ballard,Down,Win,14-07-2022,Gold
CUS1074,Natalie Roberts,Cover,Page,19-05-2024,GOLD
CUS1075,William Hayes,Beautiful,Natural,01/05/2024,Silver
CUS1076,Brandi Flores,Music,Raise,2024-10-07,Bronze
CUS1077,Gregory Alvarado,Still,Heart,21-08-2023,Silver
CUS1078,Sheena Gomez,Only,Actually,03/03/2024,Gold
CUS1079,John Hunt,Language,However,19-04-2022,Gold
CUS1080,Curtis Jones,Cut,Such,07/26/2023,Silver
CUS1081,Joshua Johnson,Response,Say,10/06/2023,bronze
CUS1082,James Roberts,Production,Not,13-01-2024,Silver
CUS1083,Jason Edwards,Cup,Pattern,2024-09-17,Bronze
CUS1084,Karina Herring,Any,After,10/04/2022,Bronze
CUS1085,Charles Bryant,Make,Born,05/13/2024,Bronze
CUS1086,Megan Sanchez,Quickly,Choose,07-05-2022,Silver
CUS1087,Amy Williams,Along,Bank,16/02/2022,Gold
CUS1088,Jared Anderson,Catch,Maintain,2022-12-10,Gold
CUS1089,Maria Mayer,Might,Center,12/15/2023,Bronze
CUS1090,Stephen Ray,Station,Able,08-06-2023,Silver
CUS1091,Denise Trevino,Media,Positive,31/10/2023,Silver
CUS1092,Ashley Armstrong,Safe,Remain,22/12/2022,Bronze
CUS1093,Beth Harris,Follow,Pretty,11/29/2024,Bronze
CUS1094,  Elizabeth Lee  ,No,Evening,2024-01-14,Gold
CUS1095,Richard Bautista,Help,Most,10/03/2023,Bronze
CUS1096,  Jennifer Bond  ,Name,Somebody,11-01-2024,Bronze
CUS1097,Jonathan Bauer,Central,Report,17-03-2022,Silver
CUS1098,Kyle Hester,Thousand,Need,11/05/2024,Silver
CUS1099,Jeffrey Rodriguez,Until,Fish,2024-12-18,Silver
CUS1100,Linda Taylor,Me,Morning,07-07-2023,Gold
CUS1101,  Sara Williams  ,Site,Type,2022-05-15,Silver
CUS1102,Timothy Nichols,Example,Few,03-08-2023,Gold
CUS1103,Jeremy Barr,Friend,Help,06/12/2022,Gold
CUS1104,  Kimberly Nelson  ,Art,Question,19-12-2024,Gold
CUS1105,Marie Roberts,Order,Quite,09/08/2024,Gold
CUS1106,Randy Gonzalez,Follow,Person,14-04-2022,Bronze
CUS1107,Rebecca Perry,Away,Him,07/25/2024,Bronze
CUS1108,Donald Davis,At,Popular,09-11-2022,Bronze
CUS1109,Deborah Bonilla,Single,Establish,10/24/2022,Silver
CUS1110,Linda Nunez,Former,Little,31-07-2024,Bronze
CUS1111,  Donald Jones  ,Past,Score,07/30/2023,silver
CUS1112,Michelle Dennis,Show,Whether,2022-12-06,Bronze
CUS1113,Heather Randall,Respond,Guy,2023-04-19,Gold
CUS1114,Kayla Abbott,Listen,Simply,28/08/2023,Bronze
CUS1115,Joel Gonzalez,Police,Check,18-05-2023,Silver
CUS1116,Natalie Barber,Rule,Yard,04/16/2024,Bronze
CUS1117,Stephanie Turner,Again,Senior,05/12/2023,Bronze
CUS1118,Alyssa Montoya,Item,Along,02/10/2024,Gold
INVALID_24,Jill Hart,Collection,Blood,12/11/2022,Silver
CUS1120,Darren Johnson,Around,Road,26-10-2024,Gold
CUS1121,Veronica Rodgers,Animal,Eye,24/09/2024,Gold
CUS1122,Matthew Jones,Report,Again,2022-12-02,Silver
CUS1123,Daniel Barnett,Education,When,07-09-2024,Silver
CUS1124,Travis Hill,Certainly,Participant,11/28/2022,Bronze
CUS1125,Samuel Lopez,Too,Foot,10/10/2022,GOLD
CUS1126,  Richard Merritt  ,Window,Movement,29-03-2024,Gold
CUS1127,Crystal Martinez,Fast,House,12/25/2023,Silver
CUS1128,Elizabeth Ortiz,Tonight,Firm,21-03-2022,Gold
CUS1129,Garrett Thompson,Interesting,Fly,27-11-2023,Bronze
CUS1130,Victoria Rios,Relationship,Follow,09/28/2023,Silver
CUS1131,Alexander Pena,Lead,Final,02-05-2023,Bronze
CUS1132,Michael Randall,Court,Half,22-03-2023,Gold
CUS1133,Brian Arellano,Join,Garden,2024-05-30,Silver
CUS1134,Brandon Edwards,Wife,Issue,11/26/2023,Bronze
CUS1135,Joyce Tapia,Human,Reflect,2024-12-16,SILVER
CUS1136,William Johnson,Score,One,08-04-2023,Silver
CUS1137,Sarah Rios,Able,Require,31/07/2022,gold
CUS1138,Keith Thompson,Between,History,07/31/2023,Bronze
CUS1139,Michael Hardin,Home,Figure,10/26/2022,Gold
CUS1140,Brandon Lopez,Think,Who,2023-01-26,Gold
CUS1141,Daniel Morgan,Property,Indeed,2022-03-25,Bronze
CUS1142,Dawn Patterson,Memory,Newspaper,11/11/2024,Silver
CUS1143,Patricia Velasquez,Investment,Seven,19-03-2023,Silver
CUS1144,Kristin Buckley,Certainly,Make,30/09/2022,Gold
CUS1145,Stephanie Larson,Must,Third,18/08/2023,Silver
CUS1146,Tina Robertson,Fill,Leave,04/25/2023,Gold
CUS1147,Brandy Gonzalez,Same,Sister,2023-03-08,Silver
CUS1148,Natalie Rivera,Eat,Break,28/10/2022,Bronze
CUS1149,Catherine Anderson,Appear,North,21-07-2024,Silver
CUS1150,Jennifer Reynolds,Include,Peace,19-11-2024,Silver
CUS1151,Alex Houston,Difference,Father,01/03/2022,gold
CUS1152,Paul Cantrell,Individual,Member,28/02/2023,Silver
CUS1153,Heidi Kelley,Seek,Today,04/14/2023,Silver
CUS1154,Erin Coleman,Section,Minute,04/28/2023,Gold
CUS1155,Timothy Cruz,Exactly,Up,10/05/2022,Gold
CUS1156,Nicholas Torres,American,Money,2024-08-11,Gold
INVALID_10,Robert Miller,And,Try,24/02/2024,Gold
CUS1158,Bryan Mitchell,Century,Gun,2022-10-09,Silver
CUS1159,Brittany Porter,Throw,Choice,05/10/2022,Silver
CUS1160,Timothy Rivas,Evening,Over,26-02-2022,Gold
CUS1161,Julia Everett,It,Offer,2023-03-14,BRONZE
CUS1162,James Jackson,Without,Will,22/04/2023,Gold
CUS1163,Ashley Andersen,Foot,Career,04/26/2024,Gold
CUS0266,Jessica Reid,Administration,Have,03-08-2023,Bronze
CUS1165,  Rebecca Phillips  ,Degree,Lay,24/11/2022,Gold
CUS1166,  Thomas Sanchez  ,Remain,Budget,2024-09-18,Bronze
CUS1167,Jody Schmidt,Positive,Race,25/02/2022,Silver
CUS1168,Kathy Barry,Where,Day,13-08-2022,Gold
CUS1169,William Adkins,Successful,Have,28-09-2022,Silver
CUS1170,  Craig Delgado  ,Environmental,Big,23-11-2022,SILVER
CUS1171,Lori Noble,Spring,Seem,2023-04-18,Silver
CUS1172,Jennifer King,Where,Newspaper,2022-02-19,Bronze
CUS1173,Deborah Flores,Everybody,Minute,03/11/2022,Silver
CUS0438,Alexandra Alvarado,Condition,Inside,10/12/2023,silver
CUS1175,Kevin Campbell,Clear,Evidence,13/01/2023,BRONZE
CUS1176,Betty Lawrence,Stay,Sound,12/20/2024,Gold
CUS1177,Antonio Ashley,Garden,Pass,26-01-2023,Bronze
CUS1178,Michelle Norton,System,Yeah,2024-08-14,Gold
CUS1179,Matthew Hutchinson,Drive,Sing,06/03/2024,Silver
CUS1180,Andrew Schmidt,None,Cell,02/09/2022,Gold
CUS1181,Diane Simpson,Action,Coach,21/07/2024,Bronze
CUS1182,  Michael Walker  ,Politics,Fly,11-08-2024,Bronze
CUS1183,Joshua Garcia,Realize,Themselves,24-07-2024,Gold
CUS1184,Cynthia Duncan,Morning,Recently,07-06-2022,Gold
CUS1185,Stacy Townsend,Student,Citizen,2024-02-10,Silver
CUS1186,Erin Williams,Better,Positive,2023-12-21,Bronze
CUS1187,  Amanda Morris  ,Push,Industry,07/10/2022,Silver
CUS1188,Ellen Jones,Top,Current,2024-04-28,Bronze
CUS1189,Amanda Castillo,Structure,Point,27-04-2023,GOLD
CUS1190,  Sandra Brady  ,Daughter,According,07-12-2022,Gold
CUS1119,Jeffery Montoya,When,Early,29/05/2022,Bronze
CUS1192,James Boyer,Behavior,Sense,25-10-2024,Bronze
CUS1193,John Hill,If,Pay,09/17/2022,Gold
CUS1194,Billy Anderson,Until,All,12/09/2024,Bronze
CUS1195,Jordan Jordan,Personal,Throw,12/04/2024,Gold
CUS1196,Christopher Pace,My,Visit,01/29/2023,Silver
CUS1197,Heather Ortiz,Eat,Including,11/03/2022,Bronze
CUS1198,Thomas Johnson,Mother,Heart,13/04/2022,Bronze
CUS1199,Michael Valentine,Life,Report,11/14/2023,Bronze
CUS1200,James Ray,Dark,Drop,22/08/2024,Gold
CUS1201,Rachel Terrell,War,Wide,2022-11-06,GOLD
CUS1202,Anthony Ray,Change,Much,06/28/2023,Silver
CUS1203,Kenneth Torres,Phone,Major,15/11/2023,Bronze
INVALID_38,Noah Hamilton,System,National,02/04/2023,Bronze
CUS1205,  Amanda Washington  ,Deal,Always,11/08/2024,Silver
CUS1206,  Amanda Mayer  ,That,Majority,11/02/2023,Gold
CUS1207,Jonathan Jones,Protect,Hope,18/09/2022,Silver
CUS1208,Daniel Adams,Car,At,01/18/2022,Bronze
CUS1209,Carrie Moore,Plant,Analysis,31/12/2022,Bronze
CUS1210,  Carla Cook  ,He,Stay,15-06-2024,Silver
INVALID_90,Larry Lozano,Ability,Over,07/23/2024,Bronze
CUS1212,Krystal Parsons,Seat,Left,17/03/2023,Gold
CUS0787,Tara Hester,Last,Among,07/07/2023,Silver
CUS0602,Daniel Williams,Quickly,Whether,10/02/2022,Silver
CUS0958,Carrie Johnson,Run,Form,02/02/2023,Gold
CUS1216,Timothy King,Actually,Prove,2023-10-31,Bronze
CUS1217,Edward Carter,Effect,Just,2024-02-29,Gold
CUS1218,Robert Guzman,Capital,Necessary,11/07/2023,Silver
CUS1219,Frank Lee,Consider,Lead,2024-09-26,Gold
CUS1220,Yvette Best,Soldier,Sea,06/03/2023,Silver
CUS1221,Brittany Gray,Nation,Think,2023-03-30,Silver
CUS1222,Willie Baker,Art,Hand,23-10-2023,Silver
CUS1223,Zachary Ward,Resource,Note,11/12/2023,Silver
CUS1224,Elizabeth Rodriguez,Third,Hotel,06/22/2023,Gold
CUS1225,Kevin Zimmerman,Oil,May,25-12-2023,Gold
CUS1226,Elizabeth Love,Education,Activity,09/21/2024,Bronze
CUS1227,Amber Weber,Training,Through,2023-11-17,Silver
CUS1228,Angela Larson,Sell,Cover,01/08/2022,Bronze
CUS1229,  Jamie Dennis  ,So,Scientist,2022-02-17,Bronze
CUS1230,Daniel Camacho,Pull,Blood,08/15/2024,Gold
INVALID_11,Michael Baker,Message,Wait,10-05-2023,Gold
CUS1232,Michelle Callahan,Without,Floor,2022-12-11,Bronze
CUS1233,Ricardo Mahoney,Stop,Final,11/01/2022,Bronze
CUS1234,Jonathan Barnett,Hand,Single,26-04-2024,Bronze
CUS1235,Elizabeth Mercado,While,Final,10/19/2023,Bronze
CUS1236,Ruth Duncan,Participant,Environmental,12/01/2023,Silver
CUS1237,Sean Schaefer,Enter,Account,12-07-2023,Silver
CUS1238,Stacy Weiss,Bed,Third,2023-02-12,Silver
CUS1239,Brandon Salas,Need,Resource,28/08/2023,Bronze
CUS1240,Nicholas Sutton,May,Address,2024-11-22,Gold
CUS1241,Eric Gibbs,Campaign,Loss,30/12/2023,Silver
CUS1242,Sonya Sims,Imagine,Ok,09/05/2022,Gold
CUS1243,Gregory Ramos,Early,Former,01/20/2024,Bronze
CUS1244,Melissa James,Step,Director,2024-08-31,Gold
CUS0233,Daisy Hill,Something,South,29/12/2022,Bronze
CUS1246,Adrian Hughes,Certainly,Per,05/10/2022,BRONZE
CUS1247,Sean Rogers,Concern,Budget,20/07/2024,Bronze
INVALID_40,Michael Cox,Choose,Drop,2022-10-12,Bronze
CUS1249,Charles Jackson,Discussion,Represent,13-01-2023,Bronze
CUS1250,Kayla Smith,Consumer,Anyone,17-07-2022,Bronze
CUS1251,Jessica Smith,Popular,Go,15/06/2022,silver
CUS1252,  Justin Rodriguez  ,Difficult,Good,03/31/2024,Gold
CUS1253,  Jacqueline Wilcox  ,Nature,Various,05/10/2024,Gold
CUS1254,Jason Thornton,People,More,2024-09-18,Bronze
CUS1255,Brian Sosa,Theory,Total,05/04/2023,Silver
CUS1256,Elizabeth Wilson,Which,Else,2023-01-02,Gold
CUS1257,Amy Mendoza,Section,Back,05/15/2023,Silver
CUS1258,  Ralph Torres  ,Wife,Gas,2022-05-19,Bronze
CUS0643,Christopher Pugh,Pm,Safe,05/05/2023,Gold
CUS1260,Steven Wilson,Describe,Enough,11/10/2023,Bronze
CUS1261,Megan Keller,Such,Ask,28/01/2022,BRONZE
CUS1262,Tracy Snyder,Usually,Protect,2022-08-18,Silver
CUS1263,Cassandra Matthews,Pattern,Discussion,15/10/2024,Bronze
CUS1264,Renee Ramirez,Purpose,Position,23/04/2023,Silver
CUS1265,Andrea Vincent,Finish,Specific,29-12-2022,Silver
INVALID_27,Rita French,Degree,Structure,02/03/2022,Bronze
CUS0522,George Berger,Focus,After,08/05/2022,Gold
CUS1268,Charles Taylor,More,Catch,05/03/2022,Silver
CUS1269,Jeffrey Gomez,Soldier,Tough,20-03-2022,Gold
CUS1270,  Sheila Greene  ,Some,Indeed,10-10-2024,Silver
CUS1271,Richard Miller,Continue,Whole,18-03-2023,Bronze
CUS1272,Sharon Ali,Soldier,Section,2024-03-22,Gold
CUS1273,  Bailey Joyce  ,Spring,In,13/06/2023,Silver
CUS1274,Ryan Sloan,Effort,Way,15/05/2024,Bronze
CUS1275,  William Mcclure  ,Tough,Size,2024-08-07,silver
CUS1276,Donna Bird,Program,Easy,2022-09-12,Bronze
CUS1277,  Jessica Roy  ,Test,Recently,16-03-2022,Gold
CUS1278,Joseph Miller,History,Score,2023-10-22,Silver
CUS1279,Marie Hall,Friend,Nation,27/07/2024,silver
CUS1280,Dean Zhang,Us,Operation,2023-01-14,Silver
CUS1281,Cory Franco,Author,Thank,2024-02-15,Gold
CUS1282,Tammy Lloyd,International,Degree,16-02-2022,Silver
CUS1283,Kelly Velazquez,Respond,Half,25-03-2024,Bronze
CUS1284,Melissa Mcdaniel,Not,See,06/07/2024,Bronze
CUS1285,Robert Steele,Eight,Top,08/02/2023,Silver
CUS1286,Phillip Carr,Heavy,Bill,05/04/2023,Silver
CUS1287,Tracy Johnson,Economic,Sort,21-09-2024,Bronze
CUS1288,Richard Coleman,Resource,Us,26-04-2024,Gold
CUS1289,Clayton Morris,Party,Company,29-04-2022,Silver
CUS1290,Leslie Martin,Practice,Congress,2024-12-25,Gold
CUS1291,Mary Conley,Outside,Without,06/21/2022,Gold
CUS1292,David Fuller,Huge,Draw,10/08/2024,Gold
CUS1293,Robert Williams,Picture,Suggest,08/04/2022,Bronze
CUS1294,Paula Johnson,Exist,Prevent,2023-10-04,Gold
CUS1295,Savannah Sutton,Mission,Traditional,01/25/2022,Gold
CUS1296,Randall Farrell,Effect,Impact,13-07-2023,Gold
CUS1297,Fred Berger,Boy,Gun,02/07/2022,Bronze
CUS1298,Haley Dillon,Industry,Sure,31/10/2022,Gold
CUS1299,Angela Williams,Manage,Include,10-12-2024,Gold
CUS1300,  William Coleman  ,Ball,Visit,03/04/2022,Bronze
CUS1301,Robert Ramirez,Success,Good,2023-11-27,Bronze
CUS1302,Adam Taylor,Clear,Lead,26/10/2022,Gold
CUS1303,Ryan Turner,Later,Participant,19/11/2024,silver
CUS1304,Deanna Tate,Off,Red,12/07/2023,Bronze
CUS0264,Mike Johnson,Within,Shoulder,04/03/2023,Bronze
CUS1306,Chelsea Miller,She,Table,2024-02-01,Silver
CUS1307,Maureen Reyes,Have,Growth,2022-01-27,Silver
CUS1308,Michael Ramos,It,Game,2022-01-05,Bronze
CUS1309,Regina Peters,Per,Loss,19/06/2023,Gold
CUS1310,Malik Garza,Office,Buy,07/30/2024,Gold
CUS0788,Charles Cohen,Interview,Staff,19-09-2022,Bronze
CUS1312,Kevin Lewis,Ever,Charge,03/12/2024,Gold
CUS1313,Amber Scott,Manager,Deep,08/21/2022,SILVER
CUS1314,Olivia Wright,Work,At,23-12-2022,BRONZE
CUS1315,Danielle Chung,Pick,Activity,08/02/2023,Silver
CUS1316,Wendy Mueller,Side,Government,2022-02-06,Silver
CUS1317,Juan Ballard,Training,Prove,2024-10-04,Gold
CUS1318,Julie Peters,Compare,Total,09/24/2022,Silver
CUS1319,Victor Palmer,Where,Here,2022-08-03,Gold
CUS1320,Rachel Bird,Our,Top,11/12/2024,Silver
CUS1321,Gary Meyers,Development,Yeah,23-05-2022,bronze
CUS0729,Stephen Parker,Personal,Case,09/08/2024,Gold
CUS1323,Brian Pruitt,Pass,Chair,29-11-2023,Gold
INVALID_55,Amber Perry,Beyond,But,2023-07-07,Bronze
CUS1325,Amber Santos,Pick,Heart,12/03/2024,Silver
CUS1326,Christina Ferguson,Fish,Yeah,10/03/2022,Gold
CUS1327,Meredith Pittman,Fly,Several,2024-01-20,Silver
CUS1328,  Daniel Cannon  ,Someone,Culture,22-04-2024,Gold
CUS1329,Jill Clark,Reality,Player,2022-08-29,Bronze
CUS1241,Austin Mcclure,Spring,Claim,14-01-2023,Gold
CUS1331,Stephen Kelley,Not,International,2024-12-03,Silver
CUS1332,  Destiny Stein  ,War,According,2022-03-02,Silver
CUS1333,Amber Davis,Pull,Protect,03/06/2023,bronze
CUS1334,Jacob Anthony,Participant,Apply,07-04-2023,Silver
CUS1335,Emily Allen,Receive,Section,18/06/2022,Silver
CUS1336,Teresa Harris,Car,Their,09-09-2022,Bronze
CUS1337,Abigail Thompson,Item,In,2024-02-13,Gold
CUS1338,Amanda Miller,Feeling,Professor,19/01/2022,Silver
CUS1339,Alicia Benitez,Few,Market,11/04/2022,BRONZE
CUS1340,Michael Short,Bar,Attention,10-07-2022,Silver
CUS1341,Heather Mclaughlin,Beat,Relationship,12/24/2024,Silver
CUS1342,Tyler Rollins,Possible,People,17-09-2023,Gold
CUS1343,Jennifer Harris,Fall,Teach,25/01/2024,Silver
CUS1344,Janet Baxter,Require,Line,30-10-2023,Bronze
CUS1345,John Howard,Fact,Name,18-07-2023,GOLD
CUS1346,Michael Ho,Growth,Big,09-04-2023,bronze
CUS1347,Nicole Massey,Long,Stand,24-07-2022,Silver
CUS1348,Shane Fernandez,Part,Know,09/03/2024,Silver
CUS1349,Randy Watkins,See,Coach,2023-04-04,Gold
CUS1350,  Allison Cowan  ,Walk,Just,07/26/2023,Gold
CUS1351,Kimberly Kim,Note,Property,2024-07-17,Silver
CUS1352,Carolyn Barrett,Yard,Man,04/28/2024,Silver
CUS1353,Donald Washington,Resource,Write,21/07/2023,Gold
CUS1354,Francisco Henry,Partner,Guy,21/09/2022,Silver
CUS1355,  Tyler Lamb  ,Several,Above,26-06-2024,BRONZE
CUS1356,Casey Carter,Us,Traditional,10/23/2024,GOLD
CUS1357,Peter Williams,Candidate,Magazine,02/19/2023,Silver
CUS1358,James Gomez,Away,Trouble,07/13/2023,Bronze
CUS1359,Robert Coleman,He,Develop,29/04/2024,Gold
CUS1360,Andrea Stewart,But,Term,2023-12-31,Silver
CUS1361,Jeffery Lowe,Expert,Clearly,2022-06-14,Silver
CUS1362,Amber Vasquez,Quite,Race,17/09/2023,Gold
CUS1363,Kaitlyn Hill,Analysis,Any,2023-01-28,Bronze
CUS1364,Sharon Chase,Imagine,Capital,18-12-2023,Bronze
CUS1365,  Mary Steele  ,Example,Ahead,14-12-2022,Silver
CUS1366,Adam Griffin,Similar,View,05/11/2022,Bronze
CUS1367,Katherine Cole,Western,Task,22-03-2023,Bronze
CUS1368,  Bethany Robinson  ,Within,Since,2024-11-12,silver
CUS1369,Adam Stewart,Chance,Easy,06-09-2022,Bronze
CUS1370,Misty Campbell,Let,Until,05-03-2023,Gold
CUS0563,William Burton,View,Movie,2024-07-06,Bronze
CUS1372,  Troy Brown  ,Case,Final,2022-07-21,Silver
CUS1373,Taylor Frazier,Tend,Board,22-04-2024,GOLD
CUS1374,Deborah Flynn,Which,Marriage,08/16/2022,Bronze
CUS1375,David Gomez,Begin,By,21/03/2022,Gold
CUS1376,Kevin Owens,Look,Product,21-07-2022,Gold
CUS1377,  Rebecca Molina  ,Thank,Than,14/11/2023,Silver
CUS1378,Ryan Taylor,Help,Early,01/18/2022,Bronze
CUS1379,Kim Campbell,Authority,Business,18/07/2024,Bronze
CUS1380,Michael Clark,Husband,South,2024-03-31,Bronze
CUS1381,Donald Stephenson,Clearly,Clearly,12-03-2023,Bronze
CUS0473,Adam Conway,Series,Economic,2023-07-15,Silver
CUS1383,Bryan Rodriguez,Own,Pass,06-11-2024,Gold
CUS1384,Laura Richardson,Program,Threat,30-06-2024,Silver
CUS1385,Amanda Grimes,Time,American,2023-04-24,Gold
CUS1386,Adam Butler,Five,Sea,15-05-2024,Silver
CUS1387,Craig Hall,Radio,Middle,2023-06-26,Silver
CUS1388,Robert Gay,Dream,Opportunity,08/14/2023,Silver
CUS1389,Rachel Lewis,Difference,Movement,30/03/2024,Silver
CUS1390,Jessica Freeman,Hot,Base,2024-03-18,Bronze
CUS0967,Haley Bennett,Memory,Energy,08-07-2024,Silver
CUS1392,Kathy Robinson,Prove,Approach,2023-06-14,Gold
CUS1393,Christian Butler,System,Edge,26/12/2022,Gold
CUS1394,Ian Wyatt,Step,Military,07-03-2022,Silver
CUS1395,Samantha Obrien,Make,Skill,10-08-2023,Gold
CUS1396,Sarah Bennett,Student,Pressure,2022-02-05,Bronze
CUS1397,Amanda Novak,Bag,Author,2022-08-29,Bronze
CUS1398,Danielle Maddox,Memory,Issue,08/03/2023,Silver
CUS1399,Jennifer Mann,Environmental,Central,09/01/2023,Silver
CUS1400,Michael Bradshaw,Southern,When,03/12/2023,Bronze
CUS1401,  Anthony Carr  ,Listen,Authority,10/03/2024,Bronze
CUS1402,Donald Hall,Consumer,Under,2022-12-21,Silver
CUS1403,Sabrina Trujillo,Read,Carry,24-06-2022,Bronze
