CustomerID,Name,Age,Gender,City,JoinDate,ExtraColumn
CUS1222,Thomas Wang,60,MALE,Mumbai,2022-03-07,EXTRA_DATA
CUS1413,Michael Nelson,48,Other,Delhi,06-04-2024,EXTRA_DATA
CUS1414,Karen Ellis,55,male,Delhi,16/11/2024,EXTRA_DATA
CUS1415,Peter Sanford,29,F,Chennai,12/15/2023,EXTRA_DATA
CUS1416,Tamara Spears,32,Female,Bangalore,2024-05-31,EXTRA_DATA
CUS1417,Robin Wagner,75,Other,bangalore,29-07-2023,EXTRA_DATA
CUS1418,Tanya Johnson,53,FEMALE,Chennai,07/28/2024,EXTRA_DATA
CUS0826,Cameron Morales,77,Female,Hyderabad,11/29/2023,EXTRA_DATA
CUS0316,Sharon Joyce,42,female,Bangalore,05/11/2024,EXTRA_DATA
CUS1421,  Philip Hamilton  ,20,Female,Bangalore,2024-06-29,EXTRA_DATA
CUS1422,Alan Ramirez,74,male,Bangalore,02/26/2022,EXTRA_DATA
CUS1423,Billy Mills,63,female,Chennai,09/06/2023,EXTRA_DATA
CUS1424,Dawn Wilkins,80,FEMALE,Bangalore,2024-07-14,EXTRA_DATA
CUS1425,  Christopher Ross  ,0,MALE,Chennai,2022-02-02,EXTRA_DATA
CUS1426,Jeff Jones,21,MALE,Chennai,06/08/2024,EXTRA_DATA
CUS1427,Jacqueline Clark,49,FEMALE,Hyderabad,17/07/2024,EXTRA_DATA
CUS1428,Jennifer Smith,79,F,Delhi,15-09-2023,EXTRA_DATA
CUS1429,Heather Duncan,74,Female,Hyderabad,30/01/2022,EXTRA_DATA
CUS1430,Nancy Mejia,69,Female,Mumbai,2024-11-15,EXTRA_DATA
CUS1431,Amy Anderson,34,FEMALE,Bangalore,2023-09-20,EXTRA_DATA
CUS1432,  Jason Higgins  ,43,female,Hyderabad,11/07/2022,EXTRA_DATA
CUS1433,Kathryn Obrien,73,MALE,Chennai,10/08/2024,EXTRA_DATA
INVALID_54,Stephanie Whitney,78,female,Bangalore,2022-09-16,EXTRA_DATA
CUS0274,Norma Phillips,38,FEMALE,Delhi,2022-06-25,EXTRA_DATA
CUS1436,Kelsey Diaz,27,FEMALE,Hyderabad,2024-09-09,EXTRA_DATA
CUS1437,George Mccoy,66,FEMALE,Hyderabad,28-01-2024,EXTRA_DATA
CUS1438,  Jason Turner  ,45,female,Hyderabad,24-04-2022,EXTRA_DATA
CUS1439,John Adams,42,Male,Mumbai,26/04/2024,EXTRA_DATA
CUS1440,Jason Rose,55,Other,Mumbai,04-10-2024,EXTRA_DATA
CUS1441,Daniel Moore,32,Other,Chennai,04/12/2022,EXTRA_DATA
CUS1442,Stephanie Lam,47,female,Hyderabad,14-10-2023,EXTRA_DATA
CUS1443,Gary Lee,44,MALE,Hyderabad,01-01-2024,EXTRA_DATA
CUS1444,Eric Mccarthy,27,female,HYDERABAD,04-01-2024,EXTRA_DATA
CUS1445,John Mullins,33,M,Delhi,2024-04-03,EXTRA_DATA
CUS1446,Lauren Mcdonald,61,m,Mumbai,11/03/2022,EXTRA_DATA
CUS1447,Karen Warren,54,FEMALE,Chennai,10/14/2023,EXTRA_DATA
CUS1448,Timothy French,27,F,Delhi,16/10/2023,EXTRA_DATA
CUS1449,  Diane Miller  ,19,m,Mumbai,2022-10-27,EXTRA_DATA
CUS1450,Kathleen Perez,38,male,Mumbai,07/27/2023,EXTRA_DATA
CUS1451,Joanna Meza,58,F,Bangalore,06/28/2022,EXTRA_DATA
CUS1452,  Sarah Andrade  ,66,Other,Bangalore,06/05/2023,EXTRA_DATA
CUS1453,Katelyn Rodriguez,22,m,Chennai,04/02/2022,EXTRA_DATA
CUS0960,Robert Smith,29,M,Bangalore,08/01/2022,EXTRA_DATA
CUS1455,Jonathan Adams,22,F,Hyderabad,2023-05-24,EXTRA_DATA
CUS1456,Jesus Stewart,66,MALE,Delhi,01/03/2022,EXTRA_DATA
CUS1457,Timothy Fields,74,m,Mumbai,01/08/2024,EXTRA_DATA
CUS1458,Cassandra Nelson,40,Male,Hyderabad,07/19/2023,EXTRA_DATA
CUS1459,Mary Reid,48,female,Hyderabad,03/06/2023,EXTRA_DATA
CUS1460,Tammy Aguilar,73,M,Bangalore,07/13/2023,EXTRA_DATA
CUS1461,Jane Delgado,55,Male,Hyderabad,04/07/2022,EXTRA_DATA
CUS1462,Todd Duncan,78,M,Mumbai,2024-12-24,EXTRA_DATA
CUS1463,  Ian Young  ,44,m,Mumbai,19-02-2023,EXTRA_DATA
CUS1464,Sandra Morris,55,Female,Bangalore,03/11/2023,EXTRA_DATA
INVALID_60,Eric Robinson,60,female,Delhi,04/14/2023,EXTRA_DATA
CUS1466,Joseph Thompson,73,Female,Chennai,03/11/2024,EXTRA_DATA
CUS1467,Derek Thomas,49,Male,Delhi,01-06-2024,EXTRA_DATA
CUS1468,Edward Kennedy,62,Other,Chennai,2022-12-29,EXTRA_DATA
CUS1469,Aaron Lopez,44,F,bangalore,07-12-2024,EXTRA_DATA
CUS1470,Melinda Henry,39,Female,Hyderabad,2022-11-28,EXTRA_DATA
CUS1471,  Renee Bailey  ,63,Female,Hyderabad,2023-03-12,EXTRA_DATA
CUS1472,Joseph Morales,35,m,Chennai,16-04-2024,EXTRA_DATA
CUS1473,Ashley Johnson,Thirty Four,M,hyderabad,08/03/2023,EXTRA_DATA
CUS1474,David Ellison,69,m,Hyderabad,03/01/2023,EXTRA_DATA
CUS1475,Erik Harrison,27,F,Hyderabad,30-11-2024,EXTRA_DATA
CUS1476,  Tamara Jefferson  ,27,m,Bangalore,09-02-2023,EXTRA_DATA
CUS1477,Mario Wilkinson,77,Other,Delhi,2024-01-20,EXTRA_DATA
CUS1478,Andrew Roberts,67,female,Delhi,2022-06-25,EXTRA_DATA
CUS1479,Corey Keller,19,M,Chennai,07/07/2022,EXTRA_DATA
CUS1480,Matthew Olson,39,Female,Hyderabad,02/25/2022,EXTRA_DATA
CUS1481,Lauren Gordon,62,FEMALE,CHENNAI,30/08/2023,EXTRA_DATA
CUS1482,Garrett Perez,150,Male,Mumbai,08/20/2022,EXTRA_DATA
CUS1483,Stephen Vaughan,Twenty,male,Chennai,07/02/2022,EXTRA_DATA
CUS1484,Jay Wells,62,Other,Chennai,07/16/2023,EXTRA_DATA
CUS1485,  Lisa White  ,150,male,Mumbai,09/04/2022,EXTRA_DATA
CUS1486,James Ross,49,M,Chennai,2022-11-27,EXTRA_DATA
CUS1487,Virginia Lee,61,MALE,Mumbai,05/20/2022,EXTRA_DATA
CUS0269,Janet Pena,28,FEMALE,chennai,10-08-2022,EXTRA_DATA
CUS1489,Carlos Reed,32,FEMALE,Chennai,12/23/2023,EXTRA_DATA
CUS1490,Anthony Perry,20,F,Mumbai,01/23/2022,EXTRA_DATA
CUS1491,Andrew Jones,0,F,Bangalore,2023-07-02,EXTRA_DATA
CUS1492,Andrea Anderson,54,F,Delhi,24/05/2024,EXTRA_DATA
CUS1493,Robert Robertson,31,Female,Mumbai,06/10/2022,EXTRA_DATA
CUS1494,Kaitlin Collins,55,F,Bangalore,17/08/2023,EXTRA_DATA
CUS1495,Andrew Salazar,63,Other,Hyderabad,20/09/2023,EXTRA_DATA
CUS1496,  Jose Patel  ,70,Other,Hyderabad,21-07-2023,EXTRA_DATA
CUS1497,Amy Daniel,40,M,Delhi,07-03-2023,EXTRA_DATA
CUS1498,  Megan Green  ,20,MALE,Mumbai,14-09-2022,EXTRA_DATA
CUS0743,Lauren Robertson,31,Other,Bangalore,24/05/2022,EXTRA_DATA
CUS1500,Eddie Keller,27,M,Chennai,2023-09-18,EXTRA_DATA
INVALID_39,Victoria Prince,55,male,Hyderabad,27/09/2024,EXTRA_DATA
CUS1502,Patrick Bullock,Twenty,male,Chennai,2023-03-25,EXTRA_DATA
INVALID_24,Michael Williams,60,male,Chennai,29/08/2022,EXTRA_DATA
CUS1504,Stacey Jackson,42,F,Chennai,05/08/2023,EXTRA_DATA
CUS1063,Lisa Mendoza,29,m,Delhi,03/11/2023,EXTRA_DATA
CUS1506,Erika Ray,24,M,Hyderabad,18/10/2023,EXTRA_DATA
CUS1507,Sarah Summers,Sixty Five,M,Delhi,05/03/2022,EXTRA_DATA
CUS1508,Tanya Reed,25,Female,Mumbai,28-06-2023,EXTRA_DATA
CUS1509,Amy Douglas,60,m,delhi,2023-05-23,EXTRA_DATA
CUS0983,Cameron Bauer,25,male,Hyderabad,2024-12-15,EXTRA_DATA
CUS1511,Victor Alvarado,34,female,Chennai,2022-09-15,EXTRA_DATA
CUS1512,  Patricia Bailey  ,21,M,Delhi,08/28/2023,EXTRA_DATA
CUS1513,Stephen Gonzales,60,FEMALE,Hyderabad,08/01/2022,EXTRA_DATA
INVALID_80,Scott Montoya,29,FEMALE,Delhi,04/05/2024,EXTRA_DATA
CUS1515,Joan Lee,30,Other,Mumbai,2022-09-17,EXTRA_DATA
CUS1516,Zachary Gonzalez,39,MALE,Hyderabad,2023-09-11,EXTRA_DATA
CUS1517,Erika Richard,46,MALE,Chennai,25/03/2022,EXTRA_DATA
CUS1518,Larry Black,40,male,Hyderabad,01/10/2023,EXTRA_DATA
CUS1519,Timothy Stevens,35,F,Chennai,18/12/2022,EXTRA_DATA
CUS1520,Christine Cobb,48,Female,Bangalore,2024-10-21,EXTRA_DATA
CUS1521,Karen Guerra,65,male,Chennai,2023-11-21,EXTRA_DATA
CUS1522,Kathryn Zimmerman,24,m,Delhi,23-01-2023,EXTRA_DATA
CUS1523,Sonia Walker,78,Male,Bangalore,2022-03-18,EXTRA_DATA
CUS1524,Hailey Curry,33,male,Chennai,2023-12-25,EXTRA_DATA
CUS1525,Anne Garcia,30,Female,Bangalore,21/09/2024,EXTRA_DATA
INVALID_77,Raymond Murray,43,male,bangalore,12/27/2024,EXTRA_DATA
CUS1527,  Gloria Boone  ,46,FEMALE,Delhi,11/05/2022,EXTRA_DATA
CUS1528,Jeffrey Smith,19,FEMALE,Delhi,2023-07-24,EXTRA_DATA
CUS0181,Gabriela White,61,M,Chennai,24/02/2023,EXTRA_DATA
CUS1530,Abigail Johnson,27,FEMALE,Delhi,05/11/2023,EXTRA_DATA
CUS1531,Tammy Aguilar,64,m,Hyderabad,25/05/2023,EXTRA_DATA
CUS1532,Kathleen Williams,60,m,Bangalore,08/28/2022,EXTRA_DATA
CUS1533,Jake Young,75,FEMALE,Chennai,04/18/2024,EXTRA_DATA
CUS1534,Tommy Hernandez,52,FEMALE,Delhi,23-03-2024,EXTRA_DATA
CUS1535,Anthony Thornton,49,Female,Mumbai,05/03/2024,EXTRA_DATA
CUS1536,Amy Woods,-5,MALE,Mumbai,2023-04-10,EXTRA_DATA
CUS1537,Tracy Garcia,35,female,Mumbai,2023-06-13,EXTRA_DATA
CUS1538,Andres Lee,75,F,Mumbai,05/23/2023,EXTRA_DATA
CUS1539,Nicole Wilson,24,m,Delhi,2022-09-23,EXTRA_DATA
CUS1540,Natasha Stone,51,m,Hyderabad,09-02-2022,EXTRA_DATA
CUS1541,Jesse Lee,33,M,Bangalore,03/02/2023,EXTRA_DATA
CUS1542,Joshua Wright,45,male,Bangalore,03-09-2023,EXTRA_DATA
CUS1543,Angelica Travis,41,female,Mumbai,29/10/2022,EXTRA_DATA
CUS1544,  Lance Hernandez  ,18,Male,Delhi,2024-04-26,EXTRA_DATA
CUS1545,Brittany Butler,38,m,Hyderabad,06/01/2024,EXTRA_DATA
CUS1546,Denise Clark,37,FEMALE,Bangalore,09-07-2022,EXTRA_DATA
CUS1547,Anthony Park,30,male,Chennai,04/01/2022,EXTRA_DATA
CUS1548,Rachel Walker,23,FEMALE,Bangalore,12/20/2024,EXTRA_DATA
CUS1549,Angela Spencer,29,male,Hyderabad,2023-05-07,EXTRA_DATA
CUS1550,Brianna Bowers,72,FEMALE,Chennai,2022-04-23,EXTRA_DATA
CUS1551,Maria Carrillo,66,Female,Bangalore,06-10-2023,EXTRA_DATA
CUS1552,Mark Holmes,58,Female,Mumbai,2024-01-02,EXTRA_DATA
CUS1553,Ryan Simpson,73,F,Bangalore,07/16/2022,EXTRA_DATA
CUS1554,Christopher Hernandez,21,male,Delhi,06-09-2023,EXTRA_DATA
CUS1555,David Lee,39,Female,Bangalore,06/19/2022,EXTRA_DATA
CUS1556,Grant Fisher,50,FEMALE,Bangalore,10/01/2022,EXTRA_DATA
CUS1557,Bryan Solis,39,m,Hyderabad,2024-07-18,EXTRA_DATA
CUS1558,  Kristen Thornton  ,47,Other,Hyderabad,13-09-2022,EXTRA_DATA
CUS1559,Gina Miller,24,female,Bangalore,10/03/2024,EXTRA_DATA
CUS1560,James Davis,71,MALE,MUMBAI,20-02-2023,EXTRA_DATA
CUS1561,Tracey Lowe,Thirty Four,M,Hyderabad,18/03/2022,EXTRA_DATA
CUS1562,Glenn Garcia,26,Other,Hyderabad,02/16/2022,EXTRA_DATA
INVALID_35,Kevin Howard,42,Other,Hyderabad,11/11/2024,EXTRA_DATA
CUS1564,Jessica Sanchez,66,MALE,Chennai,04/24/2022,EXTRA_DATA
CUS1565,John Smith,59,female,Mumbai,17/06/2022,EXTRA_DATA
CUS1566,Sherry Thomas,28,Female,Delhi,23/05/2022,EXTRA_DATA
CUS1081,Jody Adams,20,Other,Bangalore,27-04-2023,EXTRA_DATA
CUS1568,Todd Fields,48,M,Delhi,06-08-2022,EXTRA_DATA
CUS1569,Michael Leonard,57,male,Hyderabad,12-08-2023,EXTRA_DATA
CUS0810,Christian Allen,22,female,Bangalore,15-02-2024,EXTRA_DATA
CUS1571,  Matthew Saunders  ,71,MALE,Chennai,23/06/2022,EXTRA_DATA
CUS1572,Kathryn Daniels,54,F,Hyderabad,2024-07-20,EXTRA_DATA
CUS1573,Amy Moore,25,female,Hyderabad,2023-09-05,EXTRA_DATA
CUS1574,Monica Davis,67,F,Hyderabad,02/16/2022,EXTRA_DATA
CUS1575,Robert Perkins,62,Other,Delhi,03/10/2024,EXTRA_DATA
CUS1576,Thomas White,55,M,Chennai,07/19/2022,EXTRA_DATA
CUS1577,Michael Ballard,49,Other,Mumbai,02-11-2022,EXTRA_DATA
CUS1578,Charles Rodriguez,40,m,Delhi,2024-01-28,EXTRA_DATA
CUS1579,  Alicia Martin  ,24,Male,Bangalore,08/09/2022,EXTRA_DATA
CUS1580,Samantha Thomas,42,Other,Bangalore,2022-11-09,EXTRA_DATA
CUS1581,Stephanie Ray,24,F,Mumbai,2024-06-18,EXTRA_DATA
CUS0118,Debra Gallagher,37,M,Mumbai,2023-09-07,EXTRA_DATA
CUS1583,Sophia Baker,Thirty Four,Other,Mumbai,25-01-2022,EXTRA_DATA
CUS1584,Reginald Swanson,55,Male,Delhi,02/10/2024,EXTRA_DATA
CUS1585,Bethany Hill,45,M,Chennai,22/12/2024,EXTRA_DATA
CUS1586,Phillip Young,75,m,Delhi,23-03-2022,EXTRA_DATA
CUS1587,Rachel Sullivan,59,Female,Delhi,01-04-2022,EXTRA_DATA
CUS1588,Alicia Miller,70,F,Hyderabad,08-03-2022,EXTRA_DATA
INVALID_51,David Knight,40,Male,Delhi,01-07-2023,EXTRA_DATA
CUS1590,Monica Prince,77,F,mumbai,2023-10-04,EXTRA_DATA
CUS1591,Susan Cox,40,F,Delhi,11/23/2024,EXTRA_DATA
CUS1592,Katherine Burns,61,male,Delhi,25/07/2024,EXTRA_DATA
CUS1593,Yesenia Summers,53,Male,Bangalore,2024-10-24,EXTRA_DATA
INVALID_55,  Corey Brown  ,57,female,Hyderabad,2023-08-29,EXTRA_DATA
CUS1595,Caleb Hunt,24,Male,delhi,01/04/2024,EXTRA_DATA
CUS1596,Christina Rosales,67,MALE,Bangalore,12/12/2023,EXTRA_DATA
CUS1597,  David Carr  ,67,Male,Mumbai,03-10-2022,EXTRA_DATA
CUS1598,Michael Cox,52,m,Bangalore,2024-01-19,EXTRA_DATA
CUS1599,Trevor Allen,45,F,Delhi,2024-03-26,EXTRA_DATA
CUS1600,Logan Cross,Twenty,Other,Chennai,02/11/2024,EXTRA_DATA
CUS1601,  Emily Walters  ,47,F,Hyderabad,05/07/2023,EXTRA_DATA
CUS1602,Thomas Smith,28,male,Hyderabad,05/17/2022,EXTRA_DATA
CUS1603,Stephanie Dickerson,63,MALE,Chennai,03/16/2024,EXTRA_DATA
CUS1604,David Mendez,33,FEMALE,Hyderabad,14-02-2024,EXTRA_DATA
CUS1605,David Jenkins,25,F,Bangalore,23/01/2022,EXTRA_DATA
CUS1606,Robert Proctor,150,M,Mumbai,2023-01-26,EXTRA_DATA
CUS1607,John Garrison,45,female,Bangalore,12-09-2023,EXTRA_DATA
CUS1608,Brandon Gibbs,55,F,Chennai,26/09/2022,EXTRA_DATA
CUS1609,Robert Sparks,54,male,Hyderabad,06/05/2023,EXTRA_DATA
CUS1610,Vanessa Grimes,60,m,Delhi,25/10/2022,EXTRA_DATA
CUS1611,Margaret Mcpherson,77,M,Bangalore,08/14/2024,EXTRA_DATA
CUS1612,Renee Hopkins,70,m,Mumbai,2024-03-17,EXTRA_DATA
CUS1613,Matthew Johnson,47,m,Bangalore,02/04/2024,EXTRA_DATA
CUS1614,Sonya Banks,50,male,Bangalore,04/06/2022,EXTRA_DATA
CUS1615,  Melissa Alvarado  ,23,FEMALE,Hyderabad,10/23/2023,EXTRA_DATA
CUS1616,Mitchell Floyd,26,F,Delhi,2024-11-25,EXTRA_DATA
CUS1617,Theresa Davis,50,F,Chennai,05/11/2022,EXTRA_DATA
CUS1618,  Colin Reese  ,44,FEMALE,chennai,28/06/2024,EXTRA_DATA
CUS1187,  Susan Murray  ,29,Other,Hyderabad,18/09/2023,EXTRA_DATA
CUS1620,  Latoya Maddox  ,50,F,hyderabad,2023-04-18,EXTRA_DATA
CUS1621,Melissa Luna,44,Male,Bangalore,15-11-2022,EXTRA_DATA
CUS1622,Mark Hawkins,78,Other,chennai,2024-08-22,EXTRA_DATA
CUS1623,Lindsey Hamilton,31,F,Mumbai,2024-04-12,EXTRA_DATA
CUS1624,Caleb Golden,26,male,Bangalore,18/01/2023,EXTRA_DATA
CUS1625,Selena Rowland,53,F,Delhi,22/11/2022,EXTRA_DATA
CUS1626,James Simon,29,Male,Bangalore,03/19/2022,EXTRA_DATA
CUS1627,Katherine Adams,23,FEMALE,Hyderabad,2023-10-01,EXTRA_DATA
CUS1628,  Toni Gamble  ,Twenty,m,Bangalore,22/01/2023,EXTRA_DATA
CUS1629,April Walker,43,Male,Delhi,21/01/2024,EXTRA_DATA
CUS1630,  Robert Johnson  ,80,Male,Bangalore,12/07/2023,EXTRA_DATA
CUS1631,Corey Cruz,35,Male,Chennai,2023-01-27,EXTRA_DATA
CUS1632,Laurie Davis,68,Other,Mumbai,22/06/2023,EXTRA_DATA
CUS1633,Joel Bernard,23,Other,Bangalore,05/15/2022,EXTRA_DATA
CUS1634,Wanda Moore,73,MALE,Chennai,2022-10-29,EXTRA_DATA
CUS1635,Melissa Barton,23,MALE,Bangalore,01/16/2023,EXTRA_DATA
CUS1636,  Patricia Hoffman  ,46,FEMALE,Bangalore,16/09/2023,EXTRA_DATA
CUS1637,Justin Davis,54,F,Hyderabad,10/25/2024,EXTRA_DATA
CUS1638,Lauren Haney,Twenty,Female,Mumbai,2022-11-08,EXTRA_DATA
CUS1639,Janice Fernandez,51,m,Delhi,03/03/2024,EXTRA_DATA
CUS1640,Jill Jackson,62,Other,Hyderabad,07/22/2023,EXTRA_DATA
CUS1641,Sharon White,28,FEMALE,Chennai,10/15/2024,EXTRA_DATA
CUS1642,Cheryl Pratt,25,F,Mumbai,09/09/2022,EXTRA_DATA
CUS1643,Sonia Humphrey,52,m,CHENNAI,07-10-2022,EXTRA_DATA
CUS1644,Russell Castillo,22,female,MUMBAI,21/01/2023,EXTRA_DATA
CUS1645,John Mitchell,78,F,Mumbai,16/11/2022,EXTRA_DATA
CUS1646,Charles Potter,57,F,Chennai,31-03-2023,EXTRA_DATA
CUS1647,Caitlin Lopez,Thirty Four,FEMALE,Mumbai,07/29/2023,EXTRA_DATA
CUS1648,Darlene Hale,19,m,Bangalore,11-05-2023,EXTRA_DATA
CUS1649,Nathan Gordon,40,F,Delhi,07/28/2024,EXTRA_DATA
CUS1650,Brett Savage,70,Other,Delhi,02/19/2024,EXTRA_DATA
CUS1651,Douglas Crawford,55,MALE,Chennai,12/11/2024,EXTRA_DATA
CUS1652,Marcus Martin,53,MALE,Bangalore,2024-04-22,EXTRA_DATA
CUS1653,Amber Thompson,62,M,Delhi,2023-12-31,EXTRA_DATA
CUS1654,Charles Holden,41,M,Bangalore,2022-07-11,EXTRA_DATA
CUS1655,David Pena,39,Female,Bangalore,09/13/2024,EXTRA_DATA
CUS1656,Christopher Chen,68,FEMALE,Chennai,01/06/2024,EXTRA_DATA
CUS1657,Nancy Santiago,54,male,Mumbai,02/01/2023,EXTRA_DATA
CUS0263,Sabrina Carr,30,female,Hyderabad,06/02/2024,EXTRA_DATA
CUS1659,Jeffrey Palmer,31,FEMALE,Delhi,28-01-2022,EXTRA_DATA
CUS1660,Kelly Santos,67,F,Chennai,13-09-2024,EXTRA_DATA
CUS1661,Christopher Garza,34,Other,MUMBAI,05/19/2022,EXTRA_DATA
CUS1662,Amy Ibarra,36,m,Mumbai,02/03/2022,EXTRA_DATA
CUS1663,Luke Cruz,66,F,Chennai,29-05-2023,EXTRA_DATA
CUS1664,Brandon Williams,60,Other,Bangalore,10/13/2024,EXTRA_DATA
CUS1665,Katherine Gonzalez,36,Male,Delhi,2022-08-18,EXTRA_DATA
CUS1666,Kaitlyn Combs,45,FEMALE,Delhi,23-10-2022,EXTRA_DATA
CUS1667,Gabriel Jensen,Twenty,female,Bangalore,02/02/2023,EXTRA_DATA
CUS1668,Megan Mills,36,Other,Bangalore,05/30/2023,EXTRA_DATA
CUS1669,Alexander Gonzales,60,MALE,Bangalore,26/12/2023,EXTRA_DATA
CUS1670,Denise Smith,46,FEMALE,Delhi,13/05/2023,EXTRA_DATA
CUS1671,Richard Fry,63,FEMALE,Delhi,2024-06-16,EXTRA_DATA
CUS1672,Michelle Ortiz,20,MALE,Delhi,2023-12-10,EXTRA_DATA
CUS1673,Laura Evans,55,F,Delhi,22/08/2024,EXTRA_DATA
CUS1674,Michael Roberson,60,FEMALE,Mumbai,11/13/2024,EXTRA_DATA
CUS1675,Jennifer Barnett,48,female,Mumbai,13/01/2024,EXTRA_DATA
CUS1676,Patricia Carter,74,m,Bangalore,23/03/2022,EXTRA_DATA
CUS1677,  Paul Aguilar  ,68,Male,Hyderabad,2023-06-21,EXTRA_DATA
CUS1678,Peggy Barron,21,MALE,Bangalore,27-09-2022,EXTRA_DATA
CUS1679,Lori Boone,25,Male,Delhi,01/24/2023,EXTRA_DATA
CUS1680,Patrick Johnson,72,Female,Hyderabad,30-08-2022,EXTRA_DATA
CUS1681,Catherine Fisher,65,Other,Chennai,21-09-2022,EXTRA_DATA
CUS1682,Scott Stafford,34,M,Delhi,22-12-2023,EXTRA_DATA
INVALID_24,Jeffrey Gonzalez,77,MALE,Hyderabad,17-05-2024,EXTRA_DATA
CUS1684,Bobby Woodward,70,Female,Bangalore,06-04-2023,EXTRA_DATA
CUS1685,Douglas Murray,77,male,Mumbai,24-03-2024,EXTRA_DATA
CUS1686,Derek Mccoy,71,Male,Bangalore,21/11/2024,EXTRA_DATA
CUS1687,Mark Ponce,58,female,Mumbai,01/08/2024,EXTRA_DATA
CUS1688,Allen Morton,75,MALE,Bangalore,23-11-2023,EXTRA_DATA
CUS1467,Anthony Harris,79,Female,Delhi,2022-05-04,EXTRA_DATA
CUS1690,Robert Bradford,48,Male,Mumbai,09-04-2024,EXTRA_DATA
INVALID_24,Kimberly Howard,60,Male,Mumbai,01/22/2024,EXTRA_DATA
CUS1692,Manuel Steele,51,M,Chennai,25-09-2022,EXTRA_DATA
CUS0682,Susan Walker,67,Female,Mumbai,22-03-2023,EXTRA_DATA
CUS1694,Albert Smith,35,M,Delhi,24/05/2022,EXTRA_DATA
CUS1695,Deborah Wilson,73,F,Delhi,2023-11-02,EXTRA_DATA
CUS1696,Richard Wade,20,male,Hyderabad,2023-08-03,EXTRA_DATA
CUS1697,Yvonne Sharp,52,Other,Delhi,2023-06-16,EXTRA_DATA
CUS1698,Alicia Valenzuela,63,MALE,Delhi,19-10-2023,EXTRA_DATA
CUS1699,Christopher Harris,40,MALE,Mumbai,20/10/2024,EXTRA_DATA
CUS1700,Ryan Keller,64,Other,Hyderabad,28-07-2023,EXTRA_DATA
CUS1701,Heather Horton,74,Male,Chennai,15-08-2023,EXTRA_DATA
CUS1702,Robert Watson,29,Female,Chennai,06-06-2022,EXTRA_DATA
CUS1703,Rachel Beard,19,m,Delhi,2023-03-17,EXTRA_DATA
CUS1704,Natalie Bruce,38,male,Mumbai,01-06-2022,EXTRA_DATA
CUS1705,William Moore,31,MALE,Mumbai,23-09-2023,EXTRA_DATA
CUS1706,Daniel Vazquez,29,m,Chennai,08/24/2022,EXTRA_DATA
CUS1707,  Vanessa Miller  ,20,male,Delhi,04/08/2024,EXTRA_DATA
CUS1708,Kevin Jackson,25,Other,Hyderabad,19/05/2024,EXTRA_DATA
CUS1709,  Aaron Duran  ,63,male,Hyderabad,06-03-2023,EXTRA_DATA
CUS1710,  Jennifer Baker  ,Sixty Five,Other,bangalore,20/12/2023,EXTRA_DATA
CUS1711,Stacy Miller,19,M,Chennai,20/02/2022,EXTRA_DATA
CUS1712,Lisa Romero,71,female,Bangalore,12/27/2024,EXTRA_DATA
CUS1713,Rhonda Hubbard,40,F,Delhi,2022-09-15,EXTRA_DATA
CUS1714,Christie Schaefer,55,F,Bangalore,2023-07-19,EXTRA_DATA
CUS1715,Melinda Hicks,29,F,Mumbai,02/11/2023,EXTRA_DATA
CUS1716,Sarah Monroe,52,M,Mumbai,06/13/2023,EXTRA_DATA
CUS1717,Mariah Baker,71,m,Chennai,2023-03-28,EXTRA_DATA
CUS1718,Cindy Owen,60,male,Hyderabad,08-09-2022,EXTRA_DATA
CUS1402,Daniel Pugh,32,MALE,Hyderabad,02/22/2024,EXTRA_DATA
CUS1720,Michael Galvan,Thirty Four,female,Delhi,10/03/2022,EXTRA_DATA
CUS1721,Erin Davis,52,MALE,Chennai,2023-04-22,EXTRA_DATA
CUS1722,Jessica Austin,61,FEMALE,Bangalore,01-12-2023,EXTRA_DATA
CUS1723,Katherine Mata,80,F,Mumbai,11/12/2022,EXTRA_DATA
CUS1724,Mike Morrow,33,Other,Hyderabad,20-12-2023,EXTRA_DATA
CUS1725,Andrew Brennan,32,Other,Delhi,08/04/2023,EXTRA_DATA
CUS1726,Margaret Bell,80,female,Hyderabad,2023-04-14,EXTRA_DATA
CUS1727,James Beltran,62,Male,Bangalore,19/10/2022,EXTRA_DATA
CUS1728,Jamie Rice,22,Male,Bangalore,2022-06-24,EXTRA_DATA
CUS1729,Steven Johnson,72,M,Delhi,06/09/2022,EXTRA_DATA
CUS1730,Michael Allen,50,F,Delhi,19/06/2022,EXTRA_DATA
CUS1731,Jorge Shepard,80,Female,Chennai,12/17/2022,EXTRA_DATA
CUS1732,Tara Underwood,41,male,Chennai,20-06-2023,EXTRA_DATA
CUS1733,Alexandria Rodriguez,33,m,Hyderabad,11/06/2023,EXTRA_DATA
CUS1734,  Katherine Frey  ,46,Other,BANGALORE,04-06-2023,EXTRA_DATA
CUS1735,Ronald Benitez,29,female,Mumbai,06-01-2023,EXTRA_DATA
CUS1736,Candice Martin,72,Male,Bangalore,09/08/2022,EXTRA_DATA
CUS1737,  Shelia Reeves  ,56,m,Chennai,2023-09-15,EXTRA_DATA
CUS1738,Steven Jefferson,22,M,Hyderabad,07-01-2022,EXTRA_DATA
CUS1739,Paul Collier,19,m,Chennai,05/06/2022,EXTRA_DATA
CUS1740,Michael Prince,73,Female,Bangalore,2023-05-15,EXTRA_DATA
